sub2	tbasej2	lap1_32	lap1_33	cur1_32	cur1_33	rp2431	rp3445
		0.303835	15.1113	0.0188909	0.0169703		
		0.303842	15.1124	0.01861	0.0190891		
		0.303847	15.1135	0.0174077	0.0177872		
		0.303852	15.1145	0.0161341	0.0175604		
		0.303857	15.1156	0.0198846	0.0181543		
		0.303862	15.1166	0.0195787	0.0175668		
		0.303865	15.1176	0.0169275	0.0187592		
		0.303868	15.1186	0.0157042	0.0176793		
		0.303871	15.1197	0.0170571	0.0170885		
		0.303872	15.1207	0.0168638	0.017659		
		0.303874	15.1217	0.0167972	0.0178941		
		0.303874	15.1227	0.0172366	0.018808		
		0.303875	15.1237	0.0178511	0.0178286		
		0.303875	15.1247	0.0170927	0.0185931		
		0.303876	15.1257	0.0162325	0.0180569		
		0.303876	15.1267	0.0177941	0.0190915		
		0.303877	15.1276	0.0177756	0.0188286		
		0.303877	15.1286	0.0163469	0.0195074		
		0.303876	15.1295	0.014941	0.0168731		
		0.303874	15.1305	0.0180953	0.0189962		
		0.303871	15.1314	0.0198775	0.018093		
		0.30387	15.1324	0.0177281	0.0188257		
		0.303869	15.1333	0.016542	0.0186469		
		0.30387	15.1342	0.0183092	0.0179951		
		0.303871	15.1351	0.018771	0.0174716		
		0.303869	15.136	0.0156357	0.0168628		
		0.303866	15.1369	0.0181989	0.0188104		
		0.303861	15.1378	0.0172325	0.0184014		
		0.303855	15.1386	0.0196327	0.0175834		
		0.303849	15.1395	0.0200234	0.0157868		
		0.303842	15.1403	0.0166804	0.0160719		
		0.303835	15.1412	0.0177909	0.0175555		
		0.303828	15.142	0.0191122	0.0159358		
		0.303822	15.1429	0.0173237	0.0183156		
		0.303815	15.1437	0.0179106	0.015613		
		0.303809	15.1445	0.0167892	0.0196454		
		0.303804	15.1453	0.0195138	0.0175941		
		0.303798	15.1462	0.0173875	0.019889		
		0.303791	15.147	0.0184718	0.017345		
		0.303785	15.1478	0.0185928	0.0163493		
		0.303778	15.1485	0.0157087	0.015264		
		0.303771	15.1493	0.014911	0.0167298		
		0.303763	15.1501	0.0178626	0.018272		
		0.303754	15.1509	0.0196455	0.0176954		
		0.303746	15.1516	0.015552	0.018829		
		0.303737	15.1524	0.0190159	0.0175184		
		0.303731	15.1531	0.0165883	0.0176451		
		0.303722	15.1538	0.017363	0.0190781		
		0.303713	15.1546	0.0158523	0.017643		
		0.303704	15.1553	0.0174176	0.0171631		
		0.303697	15.156	0.0182096	0.0166226		
		0.30369	15.1567	0.017435	0.0200882		
		0.303683	15.1574	0.0177372	0.0171388		
		0.303675	15.158	0.0194232	0.0160722		
		0.30367	15.1587	0.0171642	0.0170684		
		0.303667	15.1594	0.0170242	0.0168102		
		0.303666	15.16	0.018498	0.0178615		
		0.303665	15.1607	0.0184121	0.0175807		
		0.303665	15.1613	0.017426	0.0171624		
		0.303666	15.162	0.0164042	0.0147779		
		0.30367	15.1626	0.0158737	0.0150615		
		0.303676	15.1632	0.0167027	0.0165612		
		0.303681	15.1638	0.0175318	0.0174702		
		0.303685	15.1645	0.0172794	0.0176304		
		0.303689	15.1651	0.0180253	0.0193301		
		0.303693	15.1657	0.0192701	0.0179644		
		0.303696	15.1663	0.0177649	0.017572		
		0.303698	15.1668	0.0199675	0.0183052		
		0.303699	15.1674	0.0183747	0.0167999		
		0.3037	15.168	0.0164878	0.018153		
		0.3037	15.1685	0.0204735	0.0176513		
		0.303701	15.1691	0.0168234	0.0150481		
		0.303702	15.1696	0.0157038	0.0185492		
		0.303703	15.1701	0.017564	0.0192024		
		0.303705	15.1706	0.0167782	0.0171614		
		0.303707	15.1711	0.0170392	0.0182028		
		0.30371	15.1716	0.0149445	0.0172245		
		0.303713	15.1721	0.0179255	0.018433		
		0.303716	15.1726	0.0184931	0.0183121		
		0.303719	15.1731	0.0188858	0.0164263		
		0.303723	15.1735	0.0179885	0.0170024		
		0.303729	15.174	0.0180823	0.0162972		
		0.303734	15.1744	0.0187133	0.0179653		
		0.303739	15.1748	0.0189337	0.0160202		
		0.303742	15.1753	0.0188973	0.0175923		
		0.303745	15.1757	0.0186933	0.0156569		
		0.303748	15.1761	0.0155014	0.0193184		
		0.303751	15.1765	0.0180874	0.017921		
		0.303754	15.1769	0.0161226	0.0173576		
		0.303758	15.1773	0.0166012	0.016346		
		0.303761	15.1776	0.0174775	0.0172328		
		0.303768	15.178	0.0203603	0.0177032		
		0.303774	15.1784	0.0205842	0.0186225		
		0.303779	15.1787	0.0167002	0.0194442		
		0.303786	15.1791	0.0159477	0.0156468		
		0.303795	15.1794	0.0164751	0.0180276		
		0.303805	15.1797	0.0173443	0.0179228		
		0.303815	15.1801	0.0173692	0.0155066		
		0.303826	15.1804	0.0170147	0.0169584		
		0.303836	15.1807	0.0171609	0.0173484		
		0.303846	15.181	0.0190431	0.0172425		
		0.303856	15.1814	0.0183822	0.0167237		
		0.303864	15.1817	0.0183627	0.0168283		
		0.303872	15.182	0.0184131	0.0186848		
		0.30388	15.1823	0.0180145	0.0180354		
		0.303888	15.1825	0.0172527	0.0179262		
		0.303896	15.1828	0.0180611	0.0183842		
		0.303906	15.1831	0.0186404	0.0182655		
		0.303918	15.1834	0.015914	0.0179108		
		0.30393	15.1837	0.0161597	0.0190668		
		0.303944	15.1839	0.0178166	0.0167078		
		0.303957	15.1842	0.0152693	0.0192675		
		0.303971	15.1844	0.0176006	0.0169676		
		0.303988	15.1847	0.0160443	0.0190911		
		0.304004	15.1849	0.015092	0.0180636		
		0.304019	15.1851	0.0182176	0.0163985		
		0.304034	15.1854	0.0181695	0.0174098		
		0.304048	15.1856	0.0176261	0.0172585		
		0.304063	15.1858	0.0177404	0.0204587		
		0.304079	15.186	0.0187247	0.0156534		
		0.304095	15.1862	0.0186522	0.0184074		
		0.304112	15.1865	0.0167046	0.0160494		
		0.304128	15.1867	0.0178846	0.0176815		
		0.304144	15.1869	0.0171665	0.018406		
		0.30416	15.1871	0.0167301	0.0191998		
		0.304173	15.1873	0.0182092	0.0185488		
		0.304188	15.1875	0.0174943	0.018551		
		0.304204	15.1877	0.0189608	0.0206175		
		0.30422	15.1879	0.0171171	0.0188946		
		0.304236	15.188	0.0180209	0.0169691		
		0.304252	15.1882	0.0194138	0.0166958		
		0.304267	15.1884	0.0188024	0.0182961		
		0.304282	15.1886	0.0151699	0.0185871		
		0.304298	15.1888	0.0205155	0.020369		
		0.304313	15.189	0.0180123	0.0164303		
		0.304328	15.1891	0.0188556	0.0149402		
		0.304343	15.1893	0.0173201	0.0163955		
		0.304358	15.1895	0.0171189	0.0174551		
		0.304372	15.1897	0.0149761	0.0190219		
		0.304389	15.1898	0.0197367	0.0167489		
		0.304404	15.19	0.0201511	0.017884		
		0.30442	15.1902	0.0174869	0.0168854		
		0.304437	15.1903	0.0186328	0.0196616		
		0.304455	15.1905	0.016247	0.017527		
		0.304474	15.1907	0.0186851	0.0192989		
		0.304492	15.1908	0.017662	0.0175547		
		0.304511	15.191	0.0171521	0.0176582		
		0.304528	15.1912	0.0165774	0.0184494		
		0.304546	15.1914	0.0163663	0.0184189		
		0.304565	15.1915	0.0198757	0.0166009		
		0.304583	15.1917	0.01709	0.0167546		
		0.3046	15.1919	0.0177393	0.0187431		
		0.304617	15.192	0.0169901	0.0182478		
		0.304632	15.1922	0.0171672	0.0176342		
		0.304647	15.1924	0.018157	0.0170264		
		0.304659	15.1926	0.0202978	0.0195062		
		0.304669	15.1927	0.0162485	0.0182534		
		0.304677	15.1929	0.0162311	0.018871		
		0.304684	15.1931	0.0176988	0.0209885		
		0.304689	15.1933	0.0201287	0.0180353		
		0.304691	15.1934	0.0176475	0.0187888		
		0.30469	15.1936	0.0206116	0.0174534		
		0.304688	15.1938	0.0180102	0.0152926		
		0.304685	15.194	0.0178876	0.0197569		
		0.304681	15.1941	0.0166758	0.017548		
		0.304677	15.1943	0.0166604	0.0162778		
		0.304674	15.1945	0.017066	0.0167953		
		0.304672	15.1947	0.0173999	0.0180936		
		0.30467	15.1949	0.0177519	0.0179656		
		0.304669	15.1951	0.019336	0.0173615		
		0.304667	15.1953	0.0174224	0.0196207		
		0.304666	15.1955	0.0174121	0.018128		
		0.304664	15.1957	0.0173416	0.0178654		
		0.304663	15.1959	0.01828	0.0186399		
		0.304662	15.1961	0.0201423	0.0204153		
		0.304658	15.1963	0.0173603	0.0175731		
		0.304653	15.1965	0.01638	0.0197175		
		0.304647	15.1967	0.019444	0.0183668		
		0.304641	15.1969	0.0165903	0.015904		
		0.304635	15.1972	0.0175766	0.0177456		
		0.304629	15.1974	0.0159775	0.0195181		
		0.304622	15.1976	0.0187334	0.0189306		
		0.304614	15.1979	0.0170059	0.0169197		
		0.304606	15.1981	0.016186	0.0166698		
		0.304597	15.1983	0.0182671	0.0210215		
		0.30459	15.1986	0.0166085	0.0178084		
		0.304582	15.1988	0.0187076	0.0171074		
		0.304575	15.1991	0.0186961	0.0187158		
		0.304568	15.1993	0.0170744	0.0163002		
		0.304562	15.1996	0.0187033	0.0182677		
		0.304555	15.1998	0.0161527	0.0196091		
		0.304547	15.2001	0.0185216	0.0176731		
		0.304537	15.2003	0.0172516	0.0165521		
		0.304526	15.2006	0.0164069	0.0199731		
		0.304515	15.2009	0.0181061	0.0174153		
		0.304503	15.2011	0.0176326	0.0177372		
		0.304489	15.2014	0.0181558	0.0161346		
		0.304474	15.2017	0.017389	0.0177553		
		0.304459	15.202	0.0172562	0.0175312		
		0.304444	15.2023	0.0161671	0.0179347		
		0.304428	15.2025	0.0199577	0.0160305		
		0.304411	15.2028	0.0166129	0.0189503		
		0.304396	15.2031	0.0166765	0.017661		
		0.304382	15.2034	0.0184691	0.018045		
		0.304369	15.2037	0.018589	0.0196178		
		0.304357	15.204	0.0172102	0.0158808		
		0.304345	15.2043	0.0201152	0.0182731		
		0.304332	15.2046	0.019056	0.0164648		
		0.304319	15.2049	0.0162078	0.0160518		
		0.304306	15.2053	0.0186266	0.0192073		
		0.304291	15.2056	0.0200881	0.0158762		
		0.304276	15.2059	0.0177143	0.0167358		
		0.30426	15.2062	0.0164545	0.0178146		
		0.304242	15.2065	0.0168319	0.0187001		
		0.304223	15.2068	0.016868	0.0184971		
		0.304204	15.2072	0.0176579	0.0183976		
		0.304187	15.2075	0.0176092	0.0198832		
		0.30417	15.2078	0.0181395	0.0162551		
		0.304154	15.2082	0.0189426	0.0153117		
		0.304137	15.2085	0.0177672	0.0189923		
		0.304121	15.2089	0.0190281	0.0174745		
		0.304105	15.2092	0.019866	0.0163034		
		0.304088	15.2096	0.0192571	0.019097		
		0.30407	15.2099	0.0183209	0.0173053		
		0.30405	15.2103	0.0194613	0.0194917		
		0.30403	15.2106	0.0180246	0.0180801		
		0.304012	15.211	0.0155562	0.0147371		
		0.303995	15.2113	0.0188241	0.0178462		
		0.303977	15.2117	0.0174572	0.0181245		
		0.303959	15.2121	0.0164846	0.0179871		
		0.303942	15.2124	0.0182074	0.0178555		
		0.303924	15.2128	0.0180095	0.0197459		
		0.303908	15.2132	0.0216971	0.0189492		
		0.30389	15.2135	0.0174893	0.0174346		
		0.303872	15.2139	0.0167512	0.0173531		
		0.303854	15.2143	0.015841	0.0167571		
		0.303836	15.2146	0.0177509	0.0180795		
		0.303817	15.215	0.0172869	0.0171629		
		0.303798	15.2153	0.0167895	0.0179193		
		0.303779	15.2157	0.0178518	0.0167437		
		0.303758	15.2161	0.0178344	0.0178476		
		0.303736	15.2164	0.0183473	0.0170249		
		0.303714	15.2168	0.0152531	0.0156933		
		0.303692	15.2171	0.0149873	0.0170249		
		0.303669	15.2175	0.0190866	0.0185975		
		0.303646	15.2178	0.0177682	0.0169708		
		0.303625	15.2182	0.015727	0.0164977		
		0.303603	15.2185	0.0179448	0.0183498		
		0.303583	15.2188	0.0198105	0.0186596		
		0.303562	15.2192	0.0193848	0.0199127		
		0.303542	15.2195	0.0187232	0.0141708		
		0.303522	15.2199	0.018161	0.0196658		
		0.303504	15.2202	0.0161465	0.0170701		
		0.303486	15.2205	0.0185534	0.0188546		
		0.303471	15.2209	0.0181518	0.0209098		
		0.303457	15.2212	0.0151548	0.0153861		
		0.303446	15.2215	0.0182145	0.0182409		
		0.303435	15.2219	0.0180907	0.0192613		
		0.303425	15.2222	0.0172676	0.0181139		
		0.303417	15.2225	0.0152276	0.0158374		
		0.303411	15.2228	0.0178327	0.0163004		
		0.303407	15.2232	0.0180885	0.0164423		
		0.303405	15.2235	0.017784	0.0179272		
		0.303403	15.2238	0.0154484	0.0157586		
		0.303402	15.2241	0.0194991	0.0190938		
		0.303403	15.2244	0.0208899	0.0174938		
		0.303404	15.2247	0.0182818	0.016412		
		0.303405	15.225	0.016368	0.0185203		
		0.303404	15.2253	0.0158787	0.0168188		
		0.303405	15.2256	0.0182411	0.0162688		
		0.303406	15.2259	0.0173254	0.017776		
		0.303407	15.2261	0.0172074	0.0177467		
		0.303409	15.2264	0.0163069	0.0163239		
		0.303412	15.2267	0.019072	0.0167606		
		0.303415	15.227	0.0147268	0.0196271		
		0.303419	15.2272	0.0188252	0.0182236		
		0.303424	15.2275	0.0180616	0.0182456		
		0.30343	15.2278	0.0182599	0.0156251		
		0.303437	15.228	0.0179195	0.0144641		
		0.303444	15.2283	0.0159739	0.0175741		
		0.303451	15.2286	0.0172753	0.0175633		
		0.303459	15.2288	0.0187741	0.0217423		
		0.303466	15.2291	0.0174973	0.017335		
		0.303474	15.2293	0.0187399	0.0180478		
		0.303483	15.2296	0.0199471	0.0166292		
		0.303493	15.2298	0.0173066	0.0153986		
		0.303501	15.2301	0.0201926	0.0184148		
		0.303511	15.2303	0.0196863	0.0191541		
		0.303518	15.2306	0.0170257	0.016722		
		0.303527	15.2308	0.0205189	0.0204269		
		0.303535	15.231	0.018485	0.017275		
		0.303543	15.2313	0.0190176	0.0182279		
		0.303551	15.2315	0.0145801	0.0189627		
		0.303561	15.2317	0.0190316	0.0157861		
		0.303573	15.2319	0.0160672	0.0173156		
		0.303585	15.2322	0.0157714	0.0194396		
		0.303597	15.2324	0.0158818	0.0154915		
		0.30361	15.2326	0.018914	0.0162739		
		0.303626	15.2328	0.0190713	0.0174059		
		0.303639	15.233	0.0192718	0.0163152		
		0.303652	15.2332	0.0202351	0.0189241		
		0.303667	15.2334	0.0172518	0.0175111		
		0.303682	15.2336	0.0187505	0.0189387		
		0.303695	15.2338	0.0191008	0.0176335		
		0.303707	15.234	0.0174712	0.0202267		
		0.303718	15.2342	0.017713	0.0171051		
		0.303729	15.2344	0.0188972	0.0176529		
		0.303739	15.2346	0.0173965	0.0169673		
		0.30375	15.2347	0.0160118	0.0172372		
		0.303761	15.2349	0.016665	0.0201691		
		0.30377	15.2351	0.0188649	0.0167639		
		0.303779	15.2352	0.0184614	0.0157946		
		0.303788	15.2354	0.0134316	0.0188135		
		0.303798	15.2356	0.018449	0.0176431		
		0.303809	15.2357	0.0174432	0.0183764		
		0.303819	15.2359	0.0163035	0.017145		
		0.303829	15.236	0.0165349	0.017521		
		0.303838	15.2362	0.01529	0.0199807		
		0.303849	15.2363	0.0183731	0.0175732		
		0.303858	15.2365	0.0165591	0.0186185		
		0.303866	15.2366	0.0198126	0.0175665		
		0.303874	15.2367	0.0192799	0.0186053		
		0.303881	15.2369	0.0192815	0.016038		
		0.30389	15.237	0.016687	0.015783		
		0.303899	15.2371	0.0158891	0.0181192		
		0.30391	15.2373	0.0162202	0.0177669		
		0.30392	15.2374	0.0164288	0.016925		
		0.303929	15.2375	0.0160897	0.0193182		
		0.303938	15.2376	0.0183396	0.0164151		
		0.303945	15.2378	0.0157269	0.0169003		
		0.303953	15.2379	0.0200009	0.0166326		
		0.303961	15.238	0.0169568	0.0188209		
		0.303967	15.2381	0.0189795	0.0160736		
		0.303972	15.2382	0.0185409	0.0176531		
		0.303977	15.2383	0.0143227	0.0184604		
		0.303982	15.2384	0.0177076	0.0192815		
		0.303988	15.2385	0.0177711	0.0184808		
		0.303995	15.2386	0.0179442	0.0183674		
		0.304001	15.2388	0.019771	0.0160211		
		0.304009	15.2389	0.0143213	0.0174099		
		0.304017	15.239	0.0181624	0.0173342		
		0.304027	15.2391	0.0157116	0.0188776		
		0.304039	15.2392	0.01786	0.0212282		
		0.304051	15.2393	0.0184981	0.0153281		
		0.304064	15.2394	0.0178536	0.0158361		
		0.304077	15.2395	0.0174662	0.017727		
		0.304089	15.2396	0.0160926	0.0170977		
		0.3041	15.2397	0.0177982	0.0152347		
		0.304111	15.2398	0.0164934	0.0183858		
		0.304121	15.24	0.0195519	0.018372		
		0.30413	15.2401	0.0165704	0.0165555		
		0.304139	15.2402	0.0177622	0.0190836		
		0.304148	15.2403	0.0174192	0.0169954		
		0.304157	15.2404	0.0196455	0.0178234		
		0.304166	15.2405	0.0180434	0.017969		
		0.304174	15.2406	0.0169426	0.0168193		
		0.304182	15.2407	0.0182107	0.0185358		
		0.304189	15.2409	0.0185053	0.0162669		
		0.304196	15.241	0.0181554	0.0174024		
		0.304202	15.2411	0.0187578	0.0176086		
		0.304206	15.2412	0.0205994	0.0183162		
		0.304208	15.2414	0.0184614	0.0162412		
		0.30421	15.2415	0.0176404	0.016704		
		0.304211	15.2416	0.0172492	0.0179465		
		0.304212	15.2418	0.017846	0.0167439		
		0.304214	15.2419	0.0158172	0.0164089		
		0.304215	15.2421	0.0185956	0.0163486		
		0.304217	15.2422	0.0196809	0.0192073		
		0.304219	15.2424	0.0171069	0.0181268		
		0.304221	15.2425	0.0175359	0.0186318		
		0.304221	15.2427	0.0180056	0.0177048		
		0.30422	15.2428	0.0196701	0.0185914		
		0.30422	15.243	0.0182807	0.0177959		
		0.30422	15.2431	0.0176343	0.0173289		
		0.304218	15.2433	0.0195141	0.017013		
		0.304217	15.2435	0.0168615	0.0174262		
		0.304213	15.2436	0.0160797	0.0179735		
		0.30421	15.2438	0.0162818	0.0194277		
		0.304206	15.244	0.0166548	0.0191983		
		0.3042	15.2441	0.0156971	0.0177895		
		0.304195	15.2443	0.0178662	0.0192144		
		0.30419	15.2445	0.0161648	0.0190633		
		0.304184	15.2447	0.0209528	0.015897		
		0.304179	15.2449	0.0184333	0.0165878		
		0.304173	15.245	0.0161752	0.0164342		
		0.304167	15.2452	0.0160155	0.0179356		
		0.30416	15.2454	0.01765	0.0178414		
		0.304152	15.2456	0.0185928	0.0176255		
		0.304145	15.2458	0.0157574	0.0180385		
		0.304139	15.246	0.018913	0.01945		
		0.304133	15.2462	0.0167154	0.0176672		
		0.304126	15.2464	0.0193567	0.0163047		
		0.304119	15.2466	0.0171318	0.0185297		
		0.304112	15.2468	0.0179176	0.0172611		
		0.304104	15.247	0.0169429	0.0205181		
		0.304095	15.2472	0.0181037	0.0200667		
		0.304087	15.2475	0.0168152	0.0192425		
		0.30408	15.2477	0.0163104	0.0195874		
		0.304075	15.2479	0.0176188	0.0186692		
		0.304068	15.2481	0.0184777	0.0185182		
		0.304063	15.2483	0.018482	0.0168986		
		0.304059	15.2486	0.0165207	0.0165713		
		0.304052	15.2488	0.0165165	0.0184559		
		0.304046	15.249	0.0169723	0.0186219		
		0.304043	15.2493	0.0176214	0.0193607		
		0.30404	15.2495	0.0156478	0.0205205		
		0.304037	15.2497	0.0178453	0.017334		
		0.304034	15.25	0.018132	0.0190141		
		0.30403	15.2502	0.0146733	0.0176315		
		0.304026	15.2505	0.0173351	0.0169854		
		0.304022	15.2507	0.0180116	0.0182331		
		0.304019	15.251	0.0196901	0.0173127		
		0.304016	15.2513	0.019261	0.0179515		
		0.304014	15.2515	0.0185055	0.0163384		
		0.304011	15.2518	0.0179501	0.0168642		
		0.304008	15.2521	0.0180294	0.0194196		
		0.304007	15.2523	0.0176577	0.016416		
		0.304005	15.2526	0.0182179	0.0143616		
		0.304003	15.2529	0.0172478	0.0166378		
		0.304	15.2532	0.0179838	0.0182329		
		0.303998	15.2534	0.0175218	0.0165313		
		0.303997	15.2537	0.0182623	0.0180322		
		0.303996	15.254	0.0162533	0.01846		
		0.303994	15.2543	0.0192415	0.0162511		
		0.303993	15.2546	0.0183323	0.0200683		
		0.303992	15.2549	0.017856	0.0163932		
		0.30399	15.2552	0.0190102	0.0182667		
		0.303989	15.2555	0.019352	0.019359		
		0.303988	15.2558	0.0184318	0.0178278		
		0.303987	15.2561	0.0189882	0.021627		
		0.303986	15.2565	0.017903	0.0149928		
		0.303986	15.2568	0.0204762	0.0179854		
		0.303986	15.2571	0.0147783	0.0182233		
		0.303988	15.2575	0.0177489	0.0173417		
		0.30399	15.2578	0.0220277	0.0174673		
		0.303993	15.2582	0.0199688	0.0161815		
		0.303996	15.2585	0.0178562	0.0171775		
		0.303999	15.2589	0.0199226	0.0193883		
		0.304	15.2592	0.0167935	0.0176789		
		0.304003	15.2596	0.0174494	0.0180695		
		0.304006	15.26	0.0183787	0.0163274		
		0.304008	15.2604	0.0184108	0.0189915		
		0.304007	15.2607	0.0189168	0.0160756		
		0.304006	15.2611	0.0192711	0.0191351		
		0.304004	15.2615	0.0188017	0.0167314		
		0.304001	15.2619	0.0193619	0.0164242		
		0.303999	15.2623	0.0181309	0.0200806		
		0.303997	15.2627	0.0174345	0.0195558		
		0.303995	15.2631	0.017745	0.0177968		
		0.303993	15.2635	0.0149481	0.0182461		
		0.30399	15.264	0.0180416	0.0158113		
		0.303988	15.2644	0.0167681	0.0189931		
		0.303985	15.2648	0.0146853	0.0165663		
		0.303982	15.2652	0.0186428	0.0178093		
		0.303978	15.2657	0.0190972	0.0195795		
		0.303973	15.2661	0.017994	0.01649		
		0.303967	15.2666	0.0176082	0.0193135		
		0.30396	15.267	0.0185023	0.0167483		
		0.303952	15.2675	0.0179121	0.0192039		
		0.303946	15.2679	0.0189133	0.0158876		
		0.30394	15.2684	0.0203181	0.0194499		
		0.303937	15.2689	0.0168196	0.0181128		
		0.303935	15.2693	0.0192438	0.0160781		
		0.303934	15.2698	0.0172374	0.0175596		
		0.303933	15.2702	0.0189368	0.0175312		
		0.303932	15.2707	0.0177258	0.0176398		
		0.303931	15.2712	0.017628	0.0173414		
		0.303929	15.2717	0.0181387	0.0173989		
		0.303928	15.2721	0.0152386	0.0194028		
		0.303926	15.2726	0.0185982	0.0175256		
		0.303926	15.2731	0.0178017	0.0190875		
		0.303928	15.2736	0.0193964	0.0170991		
		0.303929	15.2741	0.0178823	0.0166036		
		0.303929	15.2746	0.0194945	0.0182025		
		0.303928	15.2751	0.0178471	0.0172326		
		0.303927	15.2757	0.0165173	0.0197594		
		0.303927	15.2762	0.0161566	0.0186063		
		0.303926	15.2767	0.0161538	0.0171661		
		0.303927	15.2773	0.0171023	0.0187089		
		0.303928	15.2778	0.0187914	0.0203091		
		0.303931	15.2784	0.0213523	0.0176107		
		0.303933	15.2789	0.0173603	0.0168323		
		0.303934	15.2795	0.017069	0.0214305		
		0.303935	15.28	0.0181754	0.0164918		
		0.303935	15.2806	0.016967	0.0195457		
		0.303936	15.2812	0.0165627	0.0159529		
		0.303937	15.2818	0.0187466	0.0179422		
		0.30394	15.2824	0.0166761	0.0168116		
		0.303942	15.2829	0.0187768	0.0176496		
		0.303945	15.2835	0.0178061	0.0179508		
		0.303947	15.2841	0.017464	0.0167198		
		0.303948	15.2847	0.0174078	0.019297		
		0.303951	15.2853	0.0175379	0.0174333		
		0.303954	15.2859	0.0180055	0.0182292		
		0.303958	15.2866	0.0190163	0.0170766		
		0.303964	15.2872	0.0198718	0.0165269		
		0.303971	15.2878	0.0190085	0.0182207		
		0.303975	15.2884	0.0168537	0.0162136		
		0.303977	15.289	0.0182997	0.0178928		
		0.303978	15.2897	0.0189974	0.0179208		
		0.303979	15.2903	0.0183565	0.0173142		
		0.303978	15.291	0.0174148	0.0173565		
		0.303978	15.2916	0.0161153	0.0170011		
		0.303979	15.2923	0.0177587	0.0168807		
		0.303978	15.2929	0.0175476	0.0209846		
		0.303977	15.2936	0.0170592	0.0170896		
		0.303976	15.2943	0.0172237	0.0153959		
		0.303974	15.2949	0.0192924	0.0162119		
		0.303971	15.2956	0.0178553	0.0167199		
		0.303969	15.2963	0.0163342	0.0161245		
		0.303969	15.297	0.0180564	0.0166156		
		0.303969	15.2977	0.018376	0.0187906		
		0.303968	15.2984	0.0198781	0.0188575		
		0.30397	15.2991	0.015105	0.0194209		
		0.303973	15.2998	0.0190619	0.0189184		
		0.303976	15.3005	0.0196996	0.0181846		
		0.30398	15.3013	0.0170357	0.0217074		
		0.303981	15.302	0.0176459	0.0179947		
		0.303983	15.3027	0.0212758	0.0192109		
		0.303985	15.3035	0.0190956	0.0167307		
		0.303988	15.3043	0.0176109	0.0173691		
		0.30399	15.305	0.0192639	0.0185895		
		0.303993	15.3058	0.0186969	0.0196818		
		0.303996	15.3066	0.0187528	0.0195572		
		0.303999	15.3074	0.0171159	0.0174042		
		0.304002	15.3082	0.0172449	0.0194302		
		0.304002	15.309	0.0188658	0.0185573		
		0.304004	15.3098	0.0179514	0.0187111		
		0.304005	15.3106	0.0188587	0.0165678		
		0.304007	15.3114	0.0174516	0.0149435		
		0.30401	15.3122	0.0176718	0.016792		
		0.304012	15.313	0.0181461	0.0160882		
		0.304013	15.3138	0.0185428	0.0198963		
		0.304014	15.3146	0.0178312	0.0171033		
		0.304015	15.3154	0.0193943	0.0169826		
		0.304017	15.3162	0.0197488	0.0179357		
		0.304019	15.317	0.0192258	0.0187749		
		0.304022	15.3179	0.0171239	0.0168402		
		0.304024	15.3187	0.0171501	0.0159517		
		0.304027	15.3195	0.0164122	0.0170117		
		0.304028	15.3203	0.016262	0.0176507		
		0.304028	15.3212	0.0182403	0.0163273		
		0.304029	15.322	0.0183034	0.0177024		
		0.304031	15.3228	0.0199416	0.0182479		
		0.304033	15.3237	0.0195677	0.0164442		
		0.304035	15.3245	0.0187738	0.0178893		
		0.304038	15.3254	0.0166131	0.017958		
		0.304039	15.3262	0.0184478	0.0169205		
		0.304039	15.3271	0.0153046	0.0176115		
		0.30404	15.3279	0.0178209	0.0185501		
		0.304042	15.3288	0.017206	0.0199358		
		0.304044	15.3297	0.0167645	0.0159984		
		0.304048	15.3305	0.0171048	0.018374		
		0.304052	15.3314	0.0176016	0.0183053		
		0.304055	15.3323	0.0157386	0.0160964		
		0.30406	15.3331	0.0187983	0.0188695		
		0.304064	15.334	0.0180319	0.0173687		
		0.30407	15.3349	0.0176111	0.0177683		
		0.304076	15.3358	0.0170532	0.0176843		
		0.304081	15.3366	0.0177234	0.0179886		
		0.304087	15.3375	0.0184281	0.0192219		
		0.304091	15.3384	0.0173569	0.0164184		
		0.304094	15.3393	0.0188623	0.0160113		
		0.304095	15.3402	0.0186436	0.0179021		
		0.304096	15.3412	0.0159637	0.0207261		
		0.304097	15.3421	0.0170014	0.0174172		
		0.304099	15.343	0.018737	0.0175311		
		0.304099	15.3439	0.0172985	0.0178594		
		0.304099	15.3448	0.0169644	0.0170545		
		0.304099	15.3457	0.0163414	0.0171566		
		0.304099	15.3467	0.0177338	0.0161685		
		0.3041	15.3476	0.017944	0.0188783		
		0.304098	15.3485	0.0190221	0.0203752		
		0.304098	15.3494	0.0160865	0.0177373		
		0.304096	15.3503	0.0185089	0.0180182		
		0.304096	15.3512	0.0197244	0.0167355		
		0.304097	15.3522	0.0165657	0.0151138		
		0.304098	15.3531	0.0164005	0.0155091		
		0.304099	15.354	0.0192386	0.0161187		
		0.304101	15.3549	0.0181624	0.0164556		
		0.304103	15.3558	0.0181562	0.0181892		
		0.304102	15.3568	0.0175438	0.0144267		
		0.304102	15.3577	0.0191301	0.0166057		
		0.304103	15.3586	0.0167432	0.0167337		
		0.304102	15.3595	0.016765	0.0176446		
		0.304104	15.3604	0.0203982	0.0160715		
		0.304104	15.3613	0.0182598	0.0164562		
		0.304103	15.3623	0.0178852	0.0185894		
		0.304102	15.3632	0.0154834	0.0203688		
