sub1	tbasej	rp25b	rp610	rp56	jlap1_5	cur1_5
					0.288197	0.015523
					0.279659	0.0153402
					0.278631	0.0169833
					0.296667	0.0168893
					0.290352	0.0167316
					0.291465	0.0173705
					0.282666	0.0160131
					0.291585	0.0143432
					0.285474	0.0150178
					0.292029	0.0157393
					0.305994	0.0170278
					0.293099	0.0162563
					0.291688	0.0176252
					0.290101	0.0142963
					0.299018	0.014463
					0.29561	0.0176919
					0.304741	0.0156313
					0.288006	0.0146525
					0.28537	0.0156954
					0.292483	0.0167454
					0.285821	0.014476
					0.280659	0.0135144
					0.297368	0.015681
					0.284747	0.0151839
					0.291488	0.0168526
					0.298474	0.0158178
					0.296417	0.0169838
					0.288797	0.0182897
					0.284963	0.015692
					0.287395	0.0114712
					0.288264	0.0150594
					0.294909	0.0190348
					0.297425	0.0159832
					0.29033	0.0141916
					0.290355	0.0167189
					0.285622	0.0177733
					0.276758	0.0158925
					0.295735	0.0155367
					0.290626	0.0168072
					0.298233	0.0145904
					0.299279	0.015859
					0.296597	0.0175318
					0.290573	0.0167778
					0.284643	0.0153433
					0.286242	0.0162298
					0.292924	0.0179678
					0.283493	0.0159457
					0.292364	0.0164222
					0.2964	0.0153735
					0.296412	0.0187379
					0.295271	0.0181835
					0.285351	0.0180686
					0.29674	0.0169139
					0.277011	0.0165077
					0.287081	0.0139535
					0.287786	0.0170373
					0.283438	0.0183081
					0.284966	0.0180691
					0.284732	0.0150147
					0.292546	0.0144087
					0.294317	0.0170785
					0.295181	0.0171478
					0.294169	0.015892
					0.283712	0.0175185
					0.283641	0.0166344
					0.296647	0.0154149
					0.285425	0.0188323
					0.284438	0.015684
					0.286932	0.0139825
					0.299891	0.0144145
					0.292294	0.0162818
					0.274586	0.0169894
					0.294405	0.0184499
					0.287273	0.0198944
					0.295297	0.0171836
					0.289091	0.0166062
					0.281228	0.0154365
					0.293834	0.0183544
					0.292779	0.0165061
					0.289979	0.0167872
					0.303724	0.016935
					0.290273	0.0173591
					0.296486	0.015824
					0.299396	0.0189613
					0.294445	0.0159543
					0.284943	0.0140639
					0.294749	0.0149459
					0.292507	0.0137471
					0.289145	0.0155526
					0.290229	0.0153601
					0.286643	0.0155205
					0.283732	0.0140531
					0.276881	0.0174013
					0.294603	0.0167701
					0.284043	0.0161221
					0.279052	0.0151341
					0.300773	0.0155942
					0.29333	0.015563
					0.296675	0.015238
					0.279573	0.0157967
					0.295091	0.0141895
					0.27843	0.0144744
					0.296132	0.0144442
					0.297615	0.0139659
					0.28421	0.0140859
					0.283751	0.0181127
					0.291381	0.0141436
					0.298251	0.0157345
					0.300898	0.0160131
					0.291989	0.0158427
					0.290041	0.0168818
					0.284952	0.0180239
					0.302379	0.0170095
					0.292171	0.0184226
					0.287915	0.0157143
					0.28898	0.018851
					0.297402	0.0161331
					0.299809	0.0163958
					0.293193	0.0167483
					0.287337	0.0153848
					0.28639	0.0144384
					0.292721	0.0152772
					0.281946	0.0136485
					0.29909	0.0152119
					0.285039	0.0172895
					0.29302	0.0159141
					0.285209	0.0169592
					0.293815	0.0143294
					0.299722	0.014473
					0.298686	0.0136339
					0.290503	0.015324
					0.27841	0.0153192
					0.285987	0.014497
					0.286761	0.0158318
					0.285521	0.015153
					0.287755	0.0158391
					0.287503	0.0165139
					0.293871	0.0153055
					0.286124	0.0137622
					0.288808	0.0165172
					0.288077	0.016741
					0.295619	0.0180312
					0.298618	0.014491
					0.295985	0.0159226
					0.301584	0.0165748
					0.291611	0.0171151
					0.303017	0.0161406
					0.291824	0.0148799
					0.281761	0.0158588
					0.292626	0.0161648
					0.285089	0.0135365
					0.299502	0.0152685
					0.297158	0.0171454
					0.290221	0.0193106
					0.299443	0.0162912
					0.291392	0.0158937
					0.308312	0.016937
					0.290522	0.0162821
					0.29922	0.0153461
					0.298522	0.0166282
					0.293607	0.017028
					0.291515	0.0158286
					0.282737	0.0163715
					0.297091	0.0180254
					0.296474	0.0162345
					0.29242	0.0187984
					0.294368	0.0157363
					0.299807	0.0179152
					0.295615	0.0161472
					0.306665	0.0169372
					0.296589	0.0172406
					0.286046	0.017866
					0.29178	0.0170658
					0.293737	0.0178123
					0.298035	0.0145996
					0.284791	0.0174676
					0.286965	0.0173052
					0.29036	0.014596
					0.298098	0.017272
					0.2851	0.0153353
					0.292445	0.0185633
					0.290645	0.0156408
					0.304745	0.016398
					0.283183	0.0168373
					0.291139	0.0179588
					0.289894	0.0157961
					0.296372	0.0177873
					0.298373	0.0166266
					0.28397	0.0135228
					0.289642	0.0161178
					0.280845	0.0163427
					0.296861	0.0163005
					0.299226	0.0175461
					0.288322	0.0148839
					0.283511	0.0175418
					0.292639	0.0161738
					0.291978	0.0149907
					0.296207	0.0144204
					0.28924	0.0183245
					0.28714	0.018319
					0.289946	0.0161863
					0.298331	0.0131121
					0.288701	0.0143032
					0.288428	0.0158722
					0.286704	0.017132
					0.283543	0.01663
					0.30165	0.0147171
					0.296026	0.0150826
					0.300803	0.0160388
					0.289103	0.0162932
					0.288876	0.014504
					0.28865	0.0155417
					0.289884	0.0176306
					0.286366	0.0144233
					0.300256	0.0166625
					0.304335	0.0156181
					0.280978	0.0168166
					0.282685	0.0146037
					0.293541	0.0181363
					0.292991	0.0170768
					0.30765	0.0154465
					0.290705	0.0166359
					0.292169	0.0159489
					0.282452	0.0167846
					0.289695	0.0151775
					0.294521	0.0136629
					0.295991	0.0153819
					0.287695	0.0161729
					0.296388	0.0155409
					0.27979	0.0141314
					0.286155	0.0154743
					0.294257	0.0139669
					0.295391	0.0165451
					0.2943	0.0184121
					0.298966	0.0160727
					0.297285	0.0159455
					0.303681	0.0151987
					0.284253	0.0172011
					0.290221	0.0199153
					0.286503	0.0166313
					0.30436	0.0184241
					0.292157	0.0173183
					0.297368	0.0171515
					0.282749	0.0140747
					0.288808	0.0168243
					0.292784	0.0169189
					0.286524	0.0157771
					0.28847	0.0148144
					0.296711	0.0176458
					0.292176	0.0166141
					0.292567	0.0169244
					0.282629	0.0171967
					0.290222	0.0168917
					0.303446	0.017908
					0.297066	0.019524
					0.30031	0.0190223
					0.290774	0.0164194
					0.302298	0.0148899
					0.297495	0.0166883
					0.296795	0.0155261
					0.296335	0.0162393
					0.298693	0.0152019
					0.291166	0.0134045
					0.298156	0.0169639
					0.29524	0.0154388
					0.299552	0.0168966
					0.293859	0.0181765
					0.288544	0.0157054
					0.289143	0.0141594
					0.292531	0.0139228
					0.294728	0.0151564
					0.299763	0.0152283
					0.306794	0.0165911
					0.296908	0.016173
					0.293739	0.0159597
					0.294201	0.0136939
					0.306198	0.0154125
					0.305031	0.0137145
					0.298197	0.0139875
					0.303851	0.0154532
					0.291245	0.0151283
					0.29999	0.0132119
					0.292706	0.0138596
					0.299903	0.0149881
					0.307542	0.0150052
					0.295038	0.0168705
					0.293968	0.0161929
					0.298383	0.0156129
					0.296055	0.0160354
					0.306187	0.0167985
					0.299158	0.0172172
					0.301691	0.0193283
					0.295829	0.0144546
					0.299876	0.01653
					0.304567	0.017593
					0.3019	0.0181475
					0.311373	0.015465
					0.304713	0.0166915
					0.290595	0.0153567
					0.299614	0.0154763
					0.301177	0.014349
					0.306436	0.015137
					0.307213	0.016352
					0.295841	0.0169316
					0.307297	0.0161339
					0.295439	0.0158307
					0.297726	0.0152345
					0.30543	0.0168992
					0.300885	0.0172627
					0.28894	0.0136765
					0.298423	0.0139773
					0.302183	0.0160471
					0.296976	0.0153388
					0.292156	0.0166494
					0.298387	0.013981
					0.296742	0.0148137
					0.299041	0.0146133
					0.297564	0.0164512
					0.296387	0.0186369
					0.303519	0.0160706
					0.298019	0.017022
					0.291022	0.015964
					0.302458	0.0158547
					0.29761	0.0202211
					0.300437	0.0159383
					0.301578	0.0148473
					0.302076	0.0153852
					0.305647	0.0167117
					0.309395	0.0176466
					0.302502	0.0175055
					0.30159	0.0147642
					0.301536	0.0169286
					0.283694	0.0160781
					0.302284	0.015295
					0.292211	0.0165672
					0.299142	0.0179997
					0.305025	0.01478
					0.30346	0.0157813
					0.304924	0.0160168
					0.293146	0.0168193
					0.295545	0.014102
					0.300674	0.0150124
					0.299227	0.017341
					0.307924	0.015394
					0.324498	0.0169703
					0.318847	0.0169365
					0.307764	0.0181652
					0.323308	0.0168162
					0.297913	0.0160309
					0.31279	0.0160351
					0.315775	0.0159284
					0.312333	0.0178035
					0.3091	0.0165731
					0.325845	0.0143365
					0.326169	0.0153727
					0.323462	0.0150508
					0.321312	0.016235
					0.310303	0.0165638
					0.320386	0.0160895
					0.31385	0.0150872
					0.30767	0.0169604
					0.312176	0.0151673
					0.320894	0.0152177
					0.311515	0.0157309
					0.300573	0.0175965
					0.317282	0.0147428
					0.321092	0.0173411
					0.326124	0.0154263
					0.31864	0.0147602
					0.317405	0.0156568
					0.315368	0.0164488
					0.310009	0.015906
					0.306486	0.0174797
					0.312371	0.014317
					0.308586	0.0147633
					0.315588	0.0168902
					0.310924	0.0154831
					0.318037	0.0137409
					0.310969	0.0168685
					0.309369	0.0170213
					0.318574	0.0139568
					0.321564	0.0130574
					0.311092	0.0163215
					0.315254	0.0169863
					0.323763	0.0155327
					0.317981	0.0164362
					0.303499	0.0162187
					0.318808	0.01638
					0.322768	0.0167222
					0.313548	0.0134394
					0.317932	0.0133987
					0.319988	0.0129497
					0.311001	0.0146688
					0.323265	0.0142043
					0.312743	0.0141657
					0.316718	0.0176764
					0.32465	0.0173574
					0.30863	0.0166066
					0.318495	0.0180652
					0.314968	0.0151169
					0.312519	0.014323
					0.320904	0.0151273
					0.311276	0.018026
					0.329576	0.0138041
					0.312411	0.0150685
					0.319804	0.015667
					0.313743	0.0139134
					0.307692	0.0152015
					0.318107	0.0169674
					0.320599	0.0170969
					0.320044	0.014095
					0.313222	0.0160361
					0.316805	0.0162087
					0.310483	0.0175082
					0.311057	0.0184716
					0.318553	0.0169047
					0.315359	0.0161902
					0.308025	0.0153309
					0.310262	0.0160194
					0.322799	0.0163195
					0.321926	0.0173698
					0.316347	0.0155591
					0.320225	0.0155877
					0.30956	0.0169549
					0.324218	0.0141459
					0.312935	0.0158302
					0.31201	0.0173944
					0.319686	0.0165654
					0.308761	0.0147388
					0.310194	0.0145652
					0.314265	0.0184745
					0.314255	0.0178908
					0.325123	0.0176506
					0.322561	0.0162186
					0.309492	0.0160604
					0.30489	0.0174727
					0.309902	0.0176348
					0.322036	0.0172706
					0.316537	0.0169575
					0.31837	0.0162311
					0.326703	0.0177604
					0.313162	0.0177349
					0.321136	0.0170448
					0.319602	0.0166812
					0.31856	0.0171327
					0.323851	0.0166929
					0.320157	0.0141652
					0.317271	0.0140798
					0.315765	0.0157399
					0.311204	0.0176305
					0.327915	0.0170206
					0.311749	0.0154164
					0.317699	0.018308
					0.313688	0.0161852
					0.32069	0.01596
					0.307574	0.0139898
					0.314651	0.0163514
					0.31413	0.0168634
					0.313602	0.0179685
					0.314887	0.0154385
					0.311014	0.0157579
					0.320037	0.0153076
					0.316125	0.0151609
					0.305643	0.0162347
					0.330159	0.0130481
					0.307276	0.0140523
					0.322658	0.0148943
					0.319351	0.0160803
					0.309042	0.0145797
					0.31669	0.018299
					0.329677	0.0175943
					0.325243	0.0162585
					0.316424	0.0162423
					0.313574	0.0140656
					0.305958	0.0141547
					0.319476	0.0154078
					0.325015	0.0167589
					0.309458	0.0153469
					0.315728	0.0147998
					0.327165	0.0171729
					0.325441	0.0157852
					0.332355	0.0164717
					0.327848	0.0156543
					0.328955	0.0153715
					0.317224	0.0165994
					0.324516	0.0159586
					0.323115	0.015522
					0.318547	0.0153702
					0.31804	0.0170906
					0.32302	0.0157109
					0.320111	0.0166828
					0.323811	0.0143861
					0.328466	0.0148691
					0.328833	0.0160691
					0.31462	0.016032
					0.326354	0.0161985
					0.318473	0.016874
					0.31562	0.0134222
					0.32917	0.0163219
					0.316877	0.0144771
					0.321784	0.0148568
					0.315741	0.0148981
					0.324952	0.01474
					0.321497	0.013789
					0.325273	0.0179875
					0.324503	0.0158353
					0.323643	0.0158878
					0.330886	0.0151456
					0.328019	0.0162424
					0.315433	0.0157087
					0.333245	0.0171952
					0.339153	0.0157361
					0.335465	0.0172305
					0.310235	0.0137209
					0.320841	0.0153865
					0.318343	0.0148805
					0.329402	0.0160672
					0.32827	0.017329
					0.317748	0.0150507
					0.319522	0.0157359
					0.328431	0.0164505
					0.316706	0.0148918
					0.331838	0.0154864
					0.326521	0.0165682
					0.32793	0.016281
					0.332541	0.0162164
					0.323589	0.0169006
					0.320022	0.0159852
					0.316221	0.0172059
					0.331285	0.017793
					0.319554	0.0163026
					0.310061	0.0168354
					0.314185	0.0146135
					0.326542	0.0161385
					0.323956	0.0173654
					0.318291	0.0159491
					0.318271	0.0159488
					0.328733	0.0192132
					0.329026	0.0199185
					0.319979	0.0157008
					0.330874	0.0158915
					0.326498	0.0184437
					0.315735	0.0151314
					0.326384	0.0157268
					0.319486	0.0169247
					0.330157	0.0159864
					0.315033	0.0150452
					0.315689	0.016129
					0.329065	0.0159415
					0.317093	0.0144547
					0.330224	0.0174854
					0.327099	0.0184457
					0.337999	0.0170227
					0.325692	0.0136836
					0.323382	0.0159477
					0.327764	0.0165801
					0.309748	0.0180152
					0.317115	0.0150677
					0.322355	0.0163639
					0.321929	0.0141833
					0.329252	0.0157908
					0.327147	0.0170466
					0.316449	0.0175544
					0.321198	0.0174642
					0.324862	0.0150987
					0.322551	0.0134377
					0.325483	0.0166277
					0.325527	0.0146554
					0.317613	0.0146337
					0.325778	0.0178828
					0.323364	0.0141768
					0.314444	0.0151599
					0.334912	0.0131649
					0.337046	0.013674
					0.320894	0.0163796
					0.320027	0.0150091
					0.326029	0.0156579
					0.328892	0.0150065
					0.31613	0.0179572
					0.309782	0.014368
					0.330409	0.016802
					0.321967	0.0160455
					0.314487	0.013676
					0.321137	0.0169837
					0.323483	0.0163917
					0.327557	0.0174079
					0.326412	0.0146765
					0.31793	0.0142997
					0.330989	0.0150668
					0.326707	0.0175933
					0.315465	0.0187286
					0.327212	0.0149165
					0.322288	0.0152355
					0.322248	0.0143236
					0.320614	0.0135137
					0.326271	0.0157145
					0.337181	0.0170907
					0.319986	0.0151798
					0.323325	0.018087
					0.319364	0.010881
					0.336492	0.013646
					0.31775	0.0142953
					0.328616	0.0154755
					0.321297	0.0155591
					0.323004	0.0173439
					0.321346	0.0143012
					0.330693	0.0165097
					0.321113	0.0176035
					0.334825	0.0149352
					0.33352	0.0163697
					0.318009	0.0137141
					0.326981	0.0167964
					0.315595	0.0160906
					0.317937	0.0154858
					0.316485	0.0149745
					0.333045	0.0176451
					0.3355	0.0176091
					0.324454	0.0158296
					0.323086	0.014182
					0.321711	0.0188701
					0.317129	0.0159371
					0.316647	0.0158333
					0.316326	0.0188129
					0.317641	0.0159239
					0.32309	0.0173243
					0.331761	0.0164028
					0.326932	0.0148183
					0.325657	0.0186
					0.329973	0.0164543
					0.332824	0.0169751
					0.328211	0.0192582
					0.324655	0.0177999
					0.327081	0.0179346
					0.317066	0.0148155
					0.321371	0.0171583
					0.32046	0.0151731
					0.316928	0.0160061
					0.326572	0.0154471
					0.311587	0.0159645
					0.320342	0.017488
					0.330679	0.0169388
					0.319905	0.0155614
					0.32622	0.01486
					0.336162	0.0166282
					0.326843	0.0166811
					0.340423	0.0169575
					0.328165	0.0160611
					0.319902	0.0164082
					0.327472	0.0162238
					0.325773	0.0172663
					0.334455	0.0180334
					0.320672	0.0144415
					0.329645	0.0148471
					0.333513	0.0157047
					0.342944	0.0132227
					0.329063	0.0158346
					0.330546	0.0162922
					0.327394	0.0184696
					0.330643	0.0153089
					0.337307	0.0174479
					0.329941	0.0156671
					0.334551	0.0160761
					0.329373	0.0185918
					0.328436	0.0149065
					0.339917	0.014945
					0.325794	0.0149617
					0.329957	0.0161389
					0.335714	0.0176524
					0.333875	0.0146963
					0.334334	0.0147781
					0.330481	0.0128196
					0.338145	0.0160776
					0.335971	0.0160564
					0.335322	0.0152981
					0.329239	0.0172639
					0.323952	0.012454
					0.337753	0.0140576
					0.321178	0.0161179
					0.321549	0.0170208
					0.321103	0.0158695
					0.32422	0.0158754
					0.330082	0.0148091
					0.335005	0.0173171
					0.326124	0.0163711
					0.333394	0.0142909
					0.329402	0.0146429
					0.327906	0.0147852
					0.353058	0.01654
					0.337753	0.0165342
					0.34627	0.0159258
					0.33531	0.0145118
					0.336235	0.0136104
					0.340054	0.0153835
					0.335188	0.0165174
					0.337822	0.015955
					0.341516	0.0142355
					0.337531	0.0182785
					0.341382	0.0161807
					0.34398	0.0146123
					0.33635	0.0173265
					0.331932	0.0155519
					0.335438	0.0154032
					0.338884	0.0135751
					0.336447	0.0157637
					0.332305	0.0150052
					0.336973	0.0159747
					0.333699	0.0175604
					0.331543	0.0164511
					0.347522	0.0162535
					0.335439	0.0154734
					0.339331	0.0164844
					0.338243	0.0173702
					0.343868	0.0154498
					0.339794	0.0174589
					0.341888	0.0164403
					0.340204	0.0167608
					0.328618	0.0159676
					0.342223	0.0174068
					0.343102	0.0174515
					0.350074	0.0145822
					0.332462	0.016988
					0.335211	0.0159392
					0.331565	0.0159478
					0.340045	0.0180522
					0.336371	0.0147066
					0.341192	0.0152568
					0.340684	0.0150107
					0.335202	0.0181179
					0.331867	0.016532
					0.338488	0.0143767
					0.326834	0.0146266
					0.334803	0.0171017
					0.349885	0.0156053
					0.333828	0.0167025
					0.344229	0.015746
					0.341025	0.017017
					0.33809	0.014885
					0.334164	0.0143735
					0.339152	0.0148538
					0.337376	0.0144472
					0.333085	0.0161554
					0.324824	0.0157045
					0.335248	0.016387
					0.346186	0.0180185
					0.347191	0.0170914
					0.347353	0.0136972
					0.339076	0.0156988
					0.338629	0.0153904
					0.339025	0.0165586
					0.341864	0.0156478
					0.348136	0.0165309
					0.327998	0.0175362
					0.345977	0.0165305
					0.336651	0.0193468
					0.354558	0.01662
					0.340514	0.0175958
					0.335373	0.015325
					0.33824	0.0132263
					0.338615	0.016261
					0.336582	0.0162418
					0.346785	0.0159263
					0.34889	0.0131221
					0.325175	0.0138112
					0.336288	0.0153737
					0.339349	0.0154519
					0.347409	0.0160768
					0.341485	0.0181727
					0.3316	0.0173932
					0.333976	0.0165977
					0.333114	0.0153568
					0.348956	0.0143291
					0.334299	0.0159675
					0.341079	0.0162411
					0.335283	0.0171934
					0.344847	0.0163023
					0.344325	0.0176596
					0.338489	0.0139283
					0.33337	0.015941
					0.336691	0.0168828
					0.339202	0.0153745
					0.341234	0.0153755
					0.325548	0.0168849
					0.338941	0.0170234
					0.335267	0.0157886
					0.335456	0.0158177
					0.351078	0.0164187
					0.347303	0.0171788
					0.337828	0.0135223
					0.34219	0.016644
					0.337094	0.0174414
					0.338347	0.0167045
					0.334539	0.0182739
					0.34197	0.0155547
					0.340718	0.0170922
					0.35178	0.0145054
					0.359052	0.0181785
					0.359147	0.0163525
					0.356531	0.0168574
					0.347956	0.0170771
					0.363215	0.0150042
					0.351469	0.0165614
					0.358876	0.0168656
					0.357931	0.0180226
					0.36138	0.0178439
					0.353238	0.0180313
					0.349057	0.0177013
					0.348124	0.017678
					0.361324	0.0147742
					0.358586	0.0149687
					0.345749	0.0176053
					0.358536	0.0157317
					0.35731	0.0159485
					0.360898	0.0163534
					0.365494	0.0156109
					0.360676	0.0164158
					0.348657	0.0181392
					0.358425	0.0176404
					0.354773	0.0166337
					0.352692	0.0166518
					0.358152	0.0161327
					0.367851	0.0163916
					0.356056	0.0165556
					0.344936	0.0169139
					0.364973	0.01874
					0.357014	0.0194125
					0.355874	0.0174897
					0.351496	0.0158617
					0.353914	0.0158911
					0.34188	0.0152366
					0.350201	0.0165571
					0.355009	0.0164142
					0.349832	0.0165719
					0.35663	0.0156385
					0.35129	0.0152653
					0.361049	0.0156625
					0.344141	0.0168462
					0.358209	0.0156218
					0.362633	0.0153293
					0.346317	0.01579
					0.354715	0.014914
					0.333834	0.0152972
					0.351347	0.0146589
					0.361156	0.0165645
					0.359704	0.0170309
					0.35599	0.0158734
					0.357941	0.0144563
					0.365637	0.0153644
					0.346632	0.0152834
					0.341488	0.0156637
					0.368155	0.0151607
					0.357137	0.0153582
					0.351297	0.0175536
					0.359823	0.0149363
					0.356502	0.0146494
					0.351704	0.0182894
					0.351229	0.0173761
					0.35023	0.0153806
					0.348687	0.014903
					0.362398	0.0160403
					0.346852	0.0152804
					0.356706	0.0182475
					0.345528	0.0181938
					0.354646	0.0148739
					0.357733	0.0129124
					0.367742	0.0167754
					0.366253	0.0142258
					0.345435	0.0153617
					0.352413	0.0154088
					0.368485	0.0168066
					0.354724	0.0146648
					0.363958	0.0170918
					0.364277	0.0155543
					0.35725	0.016058
					0.361891	0.0177564
					0.370949	0.0172265
					0.371351	0.0177932
					0.358343	0.0164207
					0.367976	0.0141463
					0.363201	0.0140087
					0.356766	0.0152358
					0.366488	0.0160164
					0.359291	0.0181427
					0.356898	0.0154669
					0.363162	0.0159205
					0.359599	0.0156303
					0.362052	0.0139471
					0.34829	0.016271
					0.358961	0.0158894
					0.360071	0.0138528
					0.359897	0.0158378
					0.356126	0.0161191
					0.364469	0.0144682
					0.362917	0.0149416
					0.358863	0.0176705
					0.361684	0.0193099
					0.358579	0.0146819
					0.382055	0.0197398
					0.365564	0.0190416
					0.361679	0.0165081
					0.365524	0.014278
					0.363749	0.0162218
					0.368088	0.0154046
					0.36851	0.0153813
					0.374929	0.0156507
					0.367382	0.0151422
					0.368141	0.0163731
					0.371351	0.0153491
					0.368766	0.0188808
					0.3612	0.0157219
					0.359471	0.0184046
					0.363501	0.0161016
					0.36418	0.0179277
					0.353225	0.0147452
					0.36778	0.0156226
					0.358372	0.0155505
					0.36616	0.0155137
					0.364379	0.0161584
					0.376887	0.0180331
					0.374081	0.0162277
					0.368926	0.0168431
					0.375878	0.0163432
					0.366498	0.0164669
					0.37324	0.016068
					0.364777	0.0151033
					0.36258	0.0156461
					0.366567	0.0154037
					0.361593	0.0151024
					0.372105	0.0172627
					0.365927	0.016147
					0.366345	0.0191876
					0.369086	0.0165368
					0.36026	0.0155824
					0.365798	0.0154118
					0.367898	0.0179567
					0.371754	0.0154168
					0.373107	0.0151727
					0.367018	0.0168823
					0.378777	0.0166397
					0.370455	0.0144481
					0.358422	0.0163312
					0.351949	0.0161547
					0.357295	0.0157036
					0.360846	0.0163672
					0.362093	0.0161665
					0.362316	0.0162676
					0.353785	0.0137927
					0.357989	0.0145716
					0.361294	0.0169626
					0.370063	0.0155733
					0.356307	0.0171617
					0.355858	0.0150448
					0.36836	0.016924
					0.356654	0.0152051
					0.354017	0.0163781
					0.360597	0.0112113
					0.356022	0.0136809
					0.372221	0.0141195
					0.368533	0.0169724
					0.374224	0.0147178
					0.363545	0.0144563
					0.365327	0.0168941
					0.368291	0.0173546
					0.366616	0.016619
					0.370011	0.0129649
					0.375126	0.0136582
					0.359529	0.0164332
					0.351888	0.0185743
					0.360301	0.0160882
					0.380754	0.01873
					0.380389	0.01444
					0.363982	0.0130015
					0.373338	0.0147951
					0.362094	0.0146134
					0.36913	0.0157773
					0.357577	0.0135596
					0.366891	0.0167023
					0.363836	0.0156008
					0.362357	0.0187495
					0.373794	0.0130487
					0.382365	0.0159161
					0.3614	0.0171741
					0.363232	0.015138
					0.36385	0.0173791
					0.365961	0.0154526
					0.360819	0.0156855
					0.367858	0.0159805
					0.368925	0.0162303
					0.351659	0.0143314
					0.373874	0.017854
					0.36339	0.0142253
					0.361007	0.016112
					0.368712	0.0163466
					0.358079	0.0157915
					0.351683	0.0150833
					0.370147	0.0163412
					0.371477	0.0157622
					0.372861	0.0178394
					0.364409	0.0155391
					0.367156	0.0159208
					0.35457	0.0160694
					0.367999	0.0153564
					0.373481	0.0150273
					0.362289	0.0145655
					0.356506	0.0131095
					0.353268	0.0153548
					0.367567	0.0139667
					0.37335	0.0184961
					0.369513	0.0177563
					0.361464	0.0146774
					0.369189	0.0175055
					0.36667	0.0164621
					0.363082	0.0147015
					0.354717	0.0159371
					0.363595	0.0144079
					0.365734	0.018769
					0.359296	0.0177358
					0.354477	0.0161909
					0.367002	0.0162478
					0.360824	0.0157802
					0.360377	0.0163179
					0.35998	0.0188681
					0.364869	0.0163869
					0.361967	0.0156348
					0.368983	0.0159455
					0.366251	0.0136091
					0.366941	0.0175067
					0.369103	0.0181592
					0.386303	0.0166573
					0.393018	0.0171614
					0.37449	0.0151753
					0.378719	0.0188087
					0.380176	0.0162746
					0.360697	0.0183295
					0.381144	0.0159433
					0.372998	0.0155305
					0.358297	0.0167738
					0.371596	0.0160902
					0.38158	0.0158293
					0.368386	0.0159978
					0.384351	0.0160512
					0.375865	0.0190357
					0.383509	0.0144901
					0.382572	0.0148336
					0.382374	0.0162448
					0.372948	0.0148829
					0.376496	0.0185133
					0.366062	0.0175397
					0.372904	0.0155797
					0.365559	0.0167792
					0.364704	0.0144639
					0.370848	0.0157236
					0.356523	0.013852
					0.366161	0.0165785
					0.377473	0.014854
					0.367696	0.0171158
					0.368655	0.0158277
					0.367982	0.0166003
					0.370724	0.0141805
					0.371796	0.0144288
					0.368436	0.0190525
					0.366017	0.0138232
					0.364101	0.0172068
					0.370456	0.0164952
					0.373286	0.0162889
					0.36815	0.0154037
					0.38045	0.0169975
					0.37658	0.0151658
					0.38576	0.0170999
					0.37439	0.0170834
					0.366516	0.0165112
					0.377048	0.0138407
					0.374213	0.0162613
					0.366732	0.016557
					0.379862	0.0165697
					0.386457	0.0188795
					0.373581	0.0170883
					0.374624	0.0157939
					0.375183	0.0178849
					0.360289	0.0166706
					0.376854	0.0159196
					0.372232	0.0161414
					0.372564	0.0159606
					0.370061	0.0158752
					0.364894	0.0156231
					0.373952	0.0178553
					0.372565	0.0164423
					0.372059	0.0179546
					0.380784	0.0149536
					0.376569	0.0152817
					0.384281	0.0194555
					0.379841	0.0176468
					0.375698	0.0156958
					0.380034	0.0173344
					0.371879	0.0182252
					0.380597	0.0157733
					0.368608	0.0163529
					0.376923	0.0148529
					0.357041	0.014944
					0.372199	0.0174834
					0.383004	0.015677
					0.367562	0.0161953
					0.369648	0.0164429
					0.378523	0.0176972
					0.379374	0.0153382
					0.363039	0.0144534
					0.37366	0.0195289
					0.380898	0.015826
					0.372775	0.0169035
					0.36324	0.016621
					0.376932	0.0158564
					0.363889	0.0174547
					0.374835	0.0168397
					0.360366	0.0159966
					0.376624	0.0155794
					0.376494	0.0177003
					0.383516	0.0155455
					0.366125	0.0166158
					0.371238	0.016621
					0.364139	0.0156606
					0.393705	0.0173279
					0.378132	0.0164359
					0.376362	0.0161225
					0.380585	0.0161611
					0.371296	0.0153422
					0.367572	0.017634
					0.371929	0.0151036
					0.370483	0.0166369
					0.37619	0.014395
					0.371668	0.0153969
					0.35345	0.0162613
					0.367823	0.0161387
					0.377218	0.0149137
					0.381062	0.0151913
					0.378031	0.0150136
					0.372321	0.0151558
					0.373593	0.0173946
					0.378965	0.0166869
					0.371793	0.0142517
					0.36725	0.0169723
					0.373103	0.0173422
					0.387609	0.016009
					0.392104	0.0159032
					0.390509	0.0187471
					0.377936	0.014994
					0.375534	0.0171791
					0.389311	0.0164323
					0.375787	0.0156568
					0.388095	0.0136992
					0.391821	0.0156753
					0.375875	0.0153978
					0.385643	0.0153408
					0.393071	0.015894
					0.37958	0.0147028
					0.379281	0.0177513
					0.387167	0.015067
					0.381131	0.013899
					0.372508	0.0151825
					0.3848	0.0149931
					0.379974	0.0187007
					0.378075	0.0172939
					0.379924	0.015813
					0.367237	0.0158603
					0.376954	0.0157735
					0.389376	0.0178395
					0.376438	0.015561
					0.375656	0.0158555
					0.381816	0.0142796
					0.372605	0.0157922
					0.378482	0.0179416
					0.380384	0.0160397
					0.384555	0.016362
					0.378501	0.0191237
					0.381093	0.0169378
					0.404126	0.0166855
