sub2	tbasej2	rp2837	rp4150b	cur2_38	cur2_39	lap2_38	lap2_39
				0.0161206	0.0160282	16.149	15.8278
				0.0173407	0.0134304	16.1491	15.8278
				0.0163276	0.0129544	16.1491	15.8279
				0.0176648	0.0141246	16.1491	15.8279
				0.0182801	0.01484	16.1491	15.828
				0.0181921	0.0153707	16.1491	15.828
				0.0183368	0.0156456	16.1491	15.8281
				0.0178451	0.0140181	16.1491	15.8281
				0.0185718	0.0150707	16.1491	15.8282
				0.0193657	0.0171183	16.1491	15.8283
				0.0180511	0.014677	16.1491	15.8283
				0.0179169	0.0144062	16.1491	15.8283
				0.0202271	0.0156611	16.1491	15.8284
				0.0176205	0.0161084	16.1491	15.8284
				0.0177527	0.013557	16.1491	15.8285
				0.0170777	0.0167814	16.1491	15.8285
				0.0182227	0.0144309	16.1491	15.8286
				0.0178262	0.0170668	16.1491	15.8286
				0.016575	0.0153147	16.1491	15.8287
				0.0191202	0.015053	16.1491	15.8287
				0.0164557	0.0158705	16.1491	15.8288
				0.0168986	0.0172732	16.1491	15.8288
				0.0178091	0.0159888	16.1491	15.8289
				0.0188199	0.0162604	16.1491	15.8289
				0.0188472	0.0164139	16.1491	15.8289
				0.0190444	0.0166154	16.1491	15.829
				0.0199125	0.0148164	16.1491	15.829
				0.0179976	0.0132443	16.1491	15.8291
				0.0188713	0.0141672	16.1491	15.8291
				0.0162088	0.0157381	16.1491	15.8292
				0.0177395	0.0157437	16.1491	15.8292
				0.0175422	0.0129497	16.1491	15.8292
				0.0164096	0.0113228	16.1491	15.8293
				0.0160211	0.0133611	16.1491	15.8293
				0.0177199	0.0152314	16.1491	15.8293
				0.0165895	0.0177103	16.1491	15.8294
				0.0180686	0.0115435	16.1491	15.8294
				0.0180363	0.0153506	16.1491	15.8294
				0.019734	0.0173264	16.1491	15.8295
				0.0184932	0.0157491	16.1491	15.8295
				0.0180129	0.0137277	16.1491	15.8295
				0.016906	0.0158963	16.1492	15.8296
				0.020613	0.0164407	16.1492	15.8296
				0.0181272	0.0152065	16.1492	15.8296
				0.0177537	0.0151164	16.1492	15.8296
				0.0186288	0.0146409	16.1492	15.8297
				0.0183189	0.0154505	16.1492	15.8297
				0.0201594	0.0132904	16.1492	15.8297
				0.0170157	0.0174058	16.1492	15.8297
				0.0201226	0.0152193	16.1492	15.8297
				0.0186813	0.0150714	16.1492	15.8297
				0.0193196	0.0147707	16.1492	15.8298
				0.0176959	0.0156776	16.1492	15.8298
				0.0176729	0.0167793	16.1491	15.8298
				0.0173192	0.016881	16.1491	15.8298
				0.0182963	0.0172793	16.1491	15.8298
				0.0197307	0.0146208	16.1491	15.8298
				0.0173462	0.0147216	16.1491	15.8299
				0.0164394	0.0172055	16.1491	15.8299
				0.0183059	0.0159571	16.1491	15.8299
				0.0162154	0.014632	16.1491	15.8299
				0.0182094	0.0153657	16.1491	15.8299
				0.0182069	0.0158375	16.1491	15.83
				0.0180356	0.0180442	16.1491	15.83
				0.0181499	0.0142522	16.1491	15.83
				0.0195843	0.0143638	16.1491	15.83
				0.0181453	0.0139293	16.149	15.83
				0.0164714	0.0139798	16.149	15.83
				0.0205031	0.0147273	16.149	15.83
				0.0180607	0.0169304	16.149	15.83
				0.0177551	0.014158	16.149	15.83
				0.0182731	0.0151399	16.149	15.83
				0.0176897	0.0163749	16.149	15.83
				0.016897	0.0156228	16.149	15.83
				0.0180613	0.0139416	16.149	15.8301
				0.016901	0.014399	16.149	15.8301
				0.0161991	0.0152964	16.149	15.8301
				0.017457	0.0129716	16.149	15.8301
				0.0180359	0.0130867	16.149	15.8301
				0.0191494	0.015725	16.149	15.8301
				0.0173864	0.0153051	16.149	15.8302
				0.0170657	0.013526	16.149	15.8302
				0.0184159	0.0151829	16.149	15.8302
				0.01934	0.0125051	16.149	15.8302
				0.0174324	0.0157795	16.149	15.8302
				0.0159278	0.0172445	16.149	15.8303
				0.016244	0.0150542	16.149	15.8303
				0.0178757	0.0169758	16.149	15.8303
				0.015485	0.0137796	16.149	15.8304
				0.0180212	0.0154656	16.149	15.8304
				0.0184689	0.0161831	16.149	15.8304
				0.0191361	0.0122256	16.149	15.8304
				0.017476	0.0170064	16.149	15.8305
				0.0179302	0.0169112	16.149	15.8305
				0.0194169	0.0136291	16.149	15.8305
				0.0168236	0.0152694	16.149	15.8306
				0.0177572	0.0118752	16.149	15.8306
				0.0200926	0.0158492	16.149	15.8306
				0.0172721	0.0146817	16.149	15.8307
				0.0190626	0.0137367	16.149	15.8307
				0.0179082	0.0157253	16.149	15.8308
				0.0196765	0.0141796	16.149	15.8308
				0.0181228	0.0148579	16.149	15.8308
				0.0181727	0.0149931	16.149	15.8309
				0.0181931	0.0156204	16.1491	15.8309
				0.0206301	0.0135308	16.1491	15.8309
				0.0168083	0.0143029	16.1491	15.8309
				0.0178798	0.0149958	16.1491	15.831
				0.0178882	0.0121965	16.1491	15.831
				0.0178922	0.0156304	16.1491	15.831
				0.016901	0.0136219	16.1491	15.831
				0.0177911	0.0152457	16.1491	15.8311
				0.0180042	0.0157674	16.1491	15.8311
				0.0183385	0.0185623	16.1491	15.8311
				0.0199946	0.0149105	16.1491	15.8312
				0.0158408	0.0118744	16.1491	15.8312
				0.0208364	0.0155481	16.1492	15.8312
				0.0164566	0.0163355	16.1492	15.8312
				0.0184961	0.014569	16.1492	15.8313
				0.0167466	0.0134789	16.1492	15.8313
				0.0191151	0.0140661	16.1492	15.8313
				0.0181088	0.0139134	16.1492	15.8313
				0.0192974	0.0156869	16.1492	15.8314
				0.0188278	0.0142336	16.1492	15.8314
				0.0185881	0.0149786	16.1492	15.8314
				0.0200932	0.0146566	16.1492	15.8314
				0.018319	0.0153837	16.1493	15.8315
				0.0194842	0.0141485	16.1493	15.8315
				0.0193389	0.0140106	16.1493	15.8315
				0.0198395	0.0143713	16.1493	15.8315
				0.0177686	0.0157054	16.1493	15.8315
				0.0182924	0.0157241	16.1493	15.8315
				0.0171004	0.0148046	16.1493	15.8315
				0.0200687	0.0163374	16.1493	15.8315
				0.0172557	0.0124013	16.1493	15.8316
				0.0156767	0.0152161	16.1493	15.8316
				0.0183884	0.0145375	16.1493	15.8316
				0.0164849	0.014305	16.1493	15.8316
				0.0165926	0.0179774	16.1493	15.8316
				0.0185127	0.0152994	16.1493	15.8316
				0.0176625	0.0167297	16.1493	15.8316
				0.0192647	0.0154691	16.1493	15.8316
				0.0183653	0.0146723	16.1493	15.8316
				0.0180074	0.0146065	16.1493	15.8316
				0.0148427	0.0143346	16.1493	15.8317
				0.0183838	0.0140241	16.1493	15.8317
				0.0180075	0.0148317	16.1493	15.8317
				0.0168729	0.015325	16.1494	15.8317
				0.0184484	0.0160612	16.1494	15.8317
				0.0193582	0.0148664	16.1494	15.8317
				0.0188833	0.016749	16.1494	15.8317
				0.0196878	0.0167709	16.1494	15.8317
				0.0165693	0.014534	16.1494	15.8317
				0.0182809	0.0147774	16.1494	15.8317
				0.0169192	0.0147414	16.1494	15.8317
				0.018984	0.016156	16.1494	15.8317
				0.017008	0.0198616	16.1494	15.8317
				0.0159113	0.0147518	16.1494	15.8317
				0.0164886	0.012061	16.1494	15.8318
				0.0177339	0.0131238	16.1494	15.8317
				0.0199164	0.0161998	16.1494	15.8318
				0.0174392	0.0153575	16.1494	15.8318
				0.017782	0.014206	16.1494	15.8318
				0.0180578	0.0141	16.1495	15.8318
				0.0201688	0.0139627	16.1495	15.8318
				0.0163932	0.0156051	16.1495	15.8318
				0.0182765	0.012756	16.1495	15.8318
				0.0171569	0.0147743	16.1495	15.8318
				0.0185866	0.0154178	16.1495	15.8318
				0.0182507	0.0146666	16.1495	15.8318
				0.0168467	0.0135327	16.1495	15.8318
				0.0191769	0.012027	16.1495	15.8318
				0.0175232	0.0172316	16.1495	15.8318
				0.0185531	0.0161469	16.1495	15.8318
				0.0160595	0.0143933	16.1495	15.8318
				0.0163786	0.0160945	16.1495	15.8318
				0.0170079	0.0153974	16.1495	15.8318
				0.0196024	0.0141729	16.1495	15.8318
				0.0141252	0.0138308	16.1495	15.8318
				0.0165922	0.013903	16.1496	15.8318
				0.01685	0.014406	16.1496	15.8317
				0.0173026	0.0174108	16.1495	15.8317
				0.0187713	0.0136416	16.1495	15.8317
				0.0171071	0.0141285	16.1495	15.8317
				0.01694	0.0153378	16.1495	15.8317
				0.0178841	0.0147273	16.1495	15.8317
				0.0170783	0.0156392	16.1495	15.8317
				0.0166185	0.0143461	16.1495	15.8317
				0.0159866	0.0159069	16.1495	15.8317
				0.0192524	0.0127296	16.1495	15.8317
				0.0170385	0.0153179	16.1495	15.8317
				0.0170894	0.0171267	16.1495	15.8317
				0.0194723	0.0155032	16.1495	15.8317
				0.0175596	0.0141288	16.1494	15.8317
				0.0175002	0.0175798	16.1494	15.8317
				0.0153497	0.0154636	16.1494	15.8317
				0.0167858	0.0156191	16.1494	15.8317
				0.0154748	0.0136345	16.1494	15.8317
				0.0180438	0.0135876	16.1494	15.8317
				0.0186261	0.0149126	16.1494	15.8316
				0.0198228	0.0148964	16.1493	15.8316
				0.0177177	0.0160479	16.1493	15.8316
				0.0169041	0.0174239	16.1493	15.8316
				0.0167027	0.0149184	16.1493	15.8316
				0.019099	0.0134667	16.1493	15.8316
				0.0184135	0.0142807	16.1493	15.8316
				0.0214715	0.0148165	16.1493	15.8316
				0.0171452	0.0146408	16.1493	15.8315
				0.0161862	0.0158679	16.1493	15.8315
				0.0179834	0.0140148	16.1493	15.8315
				0.0195216	0.0142298	16.1493	15.8315
				0.0175915	0.0127486	16.1493	15.8315
				0.0196114	0.0151239	16.1493	15.8315
				0.0193251	0.0160851	16.1492	15.8315
				0.0186635	0.0135158	16.1492	15.8315
				0.0171589	0.0134751	16.1492	15.8315
				0.0192495	0.0171991	16.1492	15.8314
				0.0178746	0.0159458	16.1492	15.8314
				0.0181648	0.0158464	16.1492	15.8314
				0.0185275	0.0139781	16.1492	15.8314
				0.0171313	0.0147875	16.1492	15.8314
				0.0176434	0.0154376	16.1492	15.8314
				0.020191	0.0162029	16.1492	15.8313
				0.0169097	0.0154236	16.1492	15.8313
				0.0176934	0.0136799	16.1492	15.8313
				0.0194577	0.014695	16.1492	15.8313
				0.0170746	0.0161005	16.1492	15.8313
				0.0176816	0.0157795	16.1491	15.8313
				0.0181722	0.0160759	16.1491	15.8313
				0.0173417	0.0148544	16.1491	15.8313
				0.0170855	0.0148618	16.1491	15.8313
				0.0152092	0.0145592	16.1491	15.8313
				0.0181352	0.0159292	16.1492	15.8313
				0.0164786	0.0155517	16.1492	15.8313
				0.0166251	0.0158667	16.1492	15.8313
				0.0163586	0.0145745	16.1492	15.8312
				0.019287	0.0120554	16.1492	15.8312
				0.0169472	0.0131614	16.1492	15.8312
				0.0173653	0.0172077	16.1492	15.8312
				0.0160151	0.0129811	16.1492	15.8312
				0.0156502	0.0136817	16.1492	15.8312
				0.0189415	0.0139176	16.1493	15.8312
				0.0157973	0.0165287	16.1493	15.8312
				0.0153841	0.0168288	16.1493	15.8312
				0.0181303	0.0165369	16.1493	15.8312
				0.0181755	0.01672	16.1493	15.8312
				0.018889	0.0176454	16.1493	15.8312
				0.0180343	0.0155602	16.1493	15.8312
				0.0187502	0.0143041	16.1494	15.8312
				0.0172666	0.0148853	16.1494	15.8312
				0.0194868	0.0174934	16.1494	15.8312
				0.0175782	0.0140311	16.1494	15.8312
				0.018039	0.0135536	16.1494	15.8312
				0.0158823	0.0149272	16.1494	15.8312
				0.0172178	0.0153099	16.1494	15.8312
				0.0179694	0.0147744	16.1495	15.8312
				0.0159266	0.0136912	16.1495	15.8312
				0.016008	0.014525	16.1495	15.8312
				0.0174996	0.0161371	16.1495	15.8312
				0.0158766	0.014703	16.1496	15.8312
				0.0184076	0.0167369	16.1496	15.8312
				0.0181645	0.0141764	16.1496	15.8312
				0.0188594	0.0137473	16.1496	15.8312
				0.0172909	0.0176708	16.1497	15.8312
				0.017403	0.0163419	16.1497	15.8312
				0.0176	0.0151092	16.1497	15.8312
				0.0186601	0.0160288	16.1498	15.8312
				0.0192357	0.0145314	16.1498	15.8312
				0.0158921	0.016586	16.1498	15.8312
				0.0208457	0.0130914	16.1499	15.8312
				0.0168375	0.0167933	16.1499	15.8312
				0.0162053	0.0144226	16.15	15.8312
				0.0189736	0.014825	16.15	15.8312
				0.0193103	0.0157696	16.15	15.8312
				0.017017	0.0125687	16.1501	15.8312
				0.0176553	0.012818	16.1501	15.8312
				0.018309	0.0153154	16.1501	15.8312
				0.0170481	0.0149618	16.1502	15.8312
				0.0182824	0.0121213	16.1502	15.8312
				0.0186764	0.0142348	16.1503	15.8312
				0.0179242	0.013953	16.1503	15.8312
				0.0162461	0.0177943	16.1503	15.8312
				0.0187092	0.0151625	16.1504	15.8313
				0.0168608	0.0149415	16.1504	15.8313
				0.0179166	0.0124394	16.1505	15.8313
				0.0163008	0.0121006	16.1505	15.8313
				0.0185227	0.016145	16.1506	15.8313
				0.0179866	0.0157346	16.1506	15.8313
				0.0154903	0.0154592	16.1506	15.8313
				0.0183067	0.0155798	16.1507	15.8313
				0.0187727	0.0140225	16.1508	15.8313
				0.0167279	0.0163649	16.1508	15.8313
				0.0156453	0.0153608	16.1509	15.8313
				0.0170546	0.0148704	16.1509	15.8313
				0.0189727	0.0159397	16.151	15.8313
				0.0184626	0.0181877	16.1511	15.8313
				0.0175238	0.0154425	16.1511	15.8312
				0.0191479	0.0139036	16.1512	15.8312
				0.0185048	0.0177143	16.1512	15.8312
				0.0194421	0.0136975	16.1513	15.8312
				0.0181761	0.0139853	16.1514	15.8312
				0.0171771	0.0166211	16.1515	15.8313
				0.0172773	0.0156255	16.1515	15.8313
				0.0167934	0.0149348	16.1516	15.8313
				0.0160507	0.0148899	16.1517	15.8313
				0.0201254	0.0145396	16.1517	15.8313
				0.0196305	0.0135974	16.1518	15.8313
				0.0169164	0.0123822	16.1518	15.8313
				0.015616	0.0157014	16.1519	15.8313
				0.0168414	0.0134249	16.152	15.8313
				0.017724	0.0169332	16.152	15.8313
				0.0173275	0.0146077	16.1521	15.8313
				0.0173247	0.0153941	16.1522	15.8313
				0.0188864	0.0156748	16.1522	15.8313
				0.0185981	0.0142661	16.1523	15.8313
				0.0184648	0.0133899	16.1524	15.8313
				0.0170796	0.01545	16.1524	15.8313
				0.0158068	0.0160082	16.1525	15.8314
				0.0189714	0.0146663	16.1526	15.8314
				0.0163246	0.0161025	16.1527	15.8314
				0.016369	0.0134234	16.1527	15.8314
				0.0172833	0.0159742	16.1528	15.8314
				0.018615	0.0165767	16.1529	15.8314
				0.0195074	0.0140219	16.153	15.8314
				0.015154	0.0147519	16.153	15.8314
				0.0187602	0.0153959	16.1531	15.8314
				0.0196922	0.013339	16.1532	15.8314
				0.0173976	0.0167683	16.1533	15.8314
				0.0178278	0.0148841	16.1534	15.8315
				0.018505	0.0164976	16.1534	15.8315
				0.0184377	0.0151536	16.1535	15.8315
				0.0191237	0.0137641	16.1536	15.8315
				0.0182802	0.0154481	16.1537	15.8315
				0.0166504	0.0144492	16.1537	15.8315
				0.0154931	0.014622	16.1538	15.8315
				0.0180301	0.0150273	16.1539	15.8315
				0.0181363	0.015281	16.1539	15.8315
				0.0159138	0.0164011	16.154	15.8315
				0.018056	0.0158612	16.154	15.8315
				0.0162573	0.0158939	16.1541	15.8315
				0.0200136	0.0141736	16.1542	15.8315
				0.017323	0.0142638	16.1542	15.8315
				0.018009	0.0132659	16.1543	15.8315
				0.019061	0.0152985	16.1543	15.8315
				0.0171141	0.014534	16.1544	15.8315
				0.0181278	0.0160308	16.1544	15.8316
				0.0185343	0.014661	16.1545	15.8316
				0.0175229	0.016322	16.1546	15.8316
				0.0179284	0.0125576	16.1546	15.8316
				0.0179343	0.0132522	16.1547	15.8315
				0.0189797	0.0148202	16.1548	15.8315
				0.018736	0.0165563	16.1548	15.8315
				0.0192171	0.0160562	16.1549	15.8315
				0.0181184	0.0137017	16.155	15.8315
				0.0178735	0.0150125	16.155	15.8315
				0.0172621	0.0136212	16.1551	15.8315
				0.0182269	0.01462	16.1552	15.8315
				0.0192472	0.014115	16.1552	15.8315
				0.0162051	0.0148257	16.1553	15.8315
				0.01676	0.0180894	16.1553	15.8315
				0.0205322	0.0164705	16.1554	15.8315
				0.0180045	0.0159399	16.1555	15.8315
				0.0191161	0.0132547	16.1555	15.8315
				0.0166378	0.0151079	16.1556	15.8315
				0.0173576	0.01595	16.1556	15.8315
				0.0182075	0.0174624	16.1557	15.8314
				0.0201612	0.016897	16.1557	15.8314
				0.0178965	0.0129722	16.1558	15.8314
				0.0177184	0.015014	16.1558	15.8314
				0.0171997	0.0154294	16.1559	15.8314
				0.0185532	0.0151025	16.1559	15.8314
				0.0190355	0.0157656	16.1559	15.8314
				0.0164405	0.0157068	16.156	15.8314
				0.0189842	0.0130988	16.156	15.8314
				0.0193665	0.0163868	16.1561	15.8314
				0.0184174	0.0163295	16.1561	15.8314
				0.0181958	0.0162045	16.1562	15.8313
				0.0163429	0.0158636	16.1562	15.8313
				0.0175936	0.0153775	16.1563	15.8313
				0.0182397	0.0129458	16.1563	15.8313
				0.0167106	0.0140914	16.1563	15.8313
				0.018141	0.0136504	16.1564	15.8313
				0.0170404	0.015488	16.1564	15.8313
				0.0175846	0.0158736	16.1565	15.8312
				0.0164736	0.01322	16.1565	15.8312
				0.0160731	0.0161581	16.1566	15.8312
				0.0186426	0.0172364	16.1566	15.8312
				0.0177242	0.0163088	16.1567	15.8312
				0.0186367	0.0140815	16.1567	15.8312
				0.0169904	0.0166747	16.1568	15.8311
				0.0172442	0.0144259	16.1568	15.8311
				0.0177628	0.0136662	16.1568	15.8311
				0.018513	0.0149683	16.1569	15.8311
				0.0168595	0.0165985	16.1569	15.8311
				0.0168325	0.016356	16.1569	15.8311
				0.0184995	0.0136989	16.157	15.831
				0.0192952	0.0152716	16.157	15.831
				0.0172018	0.0146027	16.157	15.831
				0.0171605	0.0148504	16.1571	15.831
				0.0183672	0.0145493	16.1571	15.831
				0.0170943	0.0134106	16.1571	15.831
				0.0185385	0.0138858	16.1571	15.831
				0.0173359	0.016772	16.1572	15.831
				0.0168028	0.0143368	16.1572	15.8309
				0.019634	0.0144342	16.1572	15.8309
				0.0193359	0.0132824	16.1572	15.8309
				0.0168599	0.0163556	16.1573	15.8309
				0.0175343	0.0147266	16.1573	15.8309
				0.01643	0.0138069	16.1573	15.8309
				0.0168053	0.0141728	16.1573	15.8309
				0.018243	0.0155897	16.1574	15.8308
				0.0177357	0.0148324	16.1574	15.8308
				0.0181209	0.0150299	16.1574	15.8308
				0.0172229	0.0131145	16.1574	15.8308
				0.0162255	0.0155122	16.1575	15.8308
				0.0192925	0.0163759	16.1575	15.8307
				0.018857	0.0141451	16.1575	15.8307
				0.0162194	0.0163689	16.1575	15.8307
				0.0170492	0.0130312	16.1575	15.8307
				0.0200659	0.0146714	16.1576	15.8307
				0.0167987	0.0159686	16.1576	15.8306
				0.0191218	0.0144515	16.1576	15.8306
				0.0193999	0.0143591	16.1576	15.8306
				0.0193795	0.0132675	16.1576	15.8306
				0.0182561	0.0138149	16.1576	15.8306
				0.0170016	0.0140897	16.1576	15.8305
				0.0157125	0.0155277	16.1576	15.8305
				0.0185871	0.014593	16.1576	15.8305
				0.0180525	0.0153383	16.1576	15.8305
				0.0196548	0.0144559	16.1576	15.8305
				0.0187296	0.0160569	16.1576	15.8305
				0.0175429	0.0135593	16.1576	15.8304
				0.0148887	0.0160057	16.1576	15.8304
				0.0147854	0.0152057	16.1576	15.8304
				0.0196275	0.0152868	16.1576	15.8304
				0.0206162	0.0161576	16.1577	15.8304
				0.0176667	0.0158086	16.1577	15.8304
				0.017671	0.0138701	16.1577	15.8304
				0.0174415	0.0147927	16.1577	15.8304
				0.0190172	0.0154678	16.1577	15.8304
				0.0174539	0.0164281	16.1577	15.8303
				0.0164198	0.01452	16.1577	15.8303
				0.0191801	0.015121	16.1577	15.8303
				0.0173354	0.0129638	16.1577	15.8303
				0.0187337	0.0159018	16.1577	15.8303
				0.016563	0.0169732	16.1577	15.8303
				0.0186564	0.0139636	16.1577	15.8303
				0.019948	0.0149855	16.1577	15.8303
				0.0192895	0.0140882	16.1577	15.8303
				0.0163216	0.0158226	16.1577	15.8303
				0.0189969	0.0155563	16.1577	15.8303
				0.0173093	0.0147426	16.1577	15.8303
				0.0189047	0.013177	16.1577	15.8303
				0.0187334	0.0135333	16.1577	15.8303
				0.017107	0.0127939	16.1577	15.8303
				0.0166501	0.0140384	16.1577	15.8303
				0.0177446	0.0156324	16.1577	15.8303
				0.0180165	0.0130687	16.1577	15.8303
				0.0164312	0.0176739	16.1577	15.8303
				0.0167661	0.0159649	16.1577	15.8303
				0.0183953	0.0174307	16.1577	15.8303
				0.0173151	0.0147135	16.1577	15.8304
				0.0189228	0.0126644	16.1577	15.8304
				0.0163744	0.014828	16.1577	15.8304
				0.0165987	0.0154686	16.1577	15.8304
				0.0191176	0.0155695	16.1577	15.8304
				0.0185671	0.0165735	16.1577	15.8304
				0.0177899	0.0168077	16.1577	15.8304
				0.0139539	0.0159535	16.1577	15.8304
				0.0181316	0.01595	16.1577	15.8305
				0.018454	0.0144847	16.1577	15.8305
				0.0192797	0.0156673	16.1577	15.8305
				0.0162442	0.0143569	16.1577	15.8305
				0.0180922	0.0158043	16.1577	15.8305
				0.0198577	0.0138402	16.1577	15.8305
				0.0162626	0.0154545	16.1577	15.8305
				0.0165936	0.0164416	16.1577	15.8305
				0.0201624	0.0149308	16.1577	15.8305
				0.0164262	0.0138968	16.1577	15.8306
				0.0178792	0.0153112	16.1577	15.8306
				0.0179931	0.0132515	16.1577	15.8306
				0.017646	0.0153051	16.1577	15.8306
				0.0179133	0.014284	16.1577	15.8306
				0.0172204	0.0143037	16.1577	15.8306
				0.0185877	0.0145737	16.1577	15.8306
				0.0192385	0.0136274	16.1577	15.8307
				0.0190451	0.0141508	16.1577	15.8307
				0.0182377	0.0147554	16.1577	15.8307
				0.0179591	0.0120822	16.1577	15.8307
				0.0176162	0.0163993	16.1577	15.8307
				0.0173128	0.0160034	16.1577	15.8307
				0.0160848	0.0142659	16.1577	15.8307
				0.0147959	0.0146586	16.1577	15.8308
				0.019013	0.0147851	16.1576	15.8308
				0.0177638	0.013871	16.1576	15.8308
				0.0161634	0.0121475	16.1576	15.8308
				0.0181443	0.0169733	16.1576	15.8308
				0.0165014	0.0167747	16.1576	15.8308
				0.0171208	0.0173183	16.1576	15.8308
				0.0175372	0.0131706	16.1576	15.8308
				0.0172966	0.0168417	16.1576	15.8308
				0.0158455	0.0171747	16.1576	15.8308
				0.0167533	0.0126562	16.1576	15.8309
				0.0174916	0.0157126	16.1576	15.8309
				0.0197049	0.0148636	16.1576	15.8309
				0.0171482	0.0140714	16.1576	15.8309
				0.0184457	0.0159955	16.1576	15.8309
				0.0185915	0.0163944	16.1576	15.8309
				0.0196641	0.0153783	16.1576	15.8309
				0.0162872	0.0162891	16.1575	15.8309
				0.0194195	0.0147562	16.1575	15.8309
				0.0179194	0.0170644	16.1575	15.8309
				0.018946	0.0157401	16.1575	15.831
				0.0198929	0.0151647	16.1575	15.831
				0.0172908	0.0137287	16.1575	15.831
				0.0181489	0.0161656	16.1575	15.831
				0.0175115	0.0165747	16.1575	15.831
				0.0189303	0.0133848	16.1575	15.831
				0.0175309	0.0155425	16.1575	15.8311
				0.0187787	0.0163002	16.1575	15.8311
				0.0175393	0.0169173	16.1575	15.8311
				0.0164023	0.0169157	16.1575	15.8311
				0.0178123	0.0138317	16.1575	15.8311
				0.0173119	0.0149944	16.1575	15.8311
				0.0183149	0.0134218	16.1575	15.8311
				0.0194038	0.0158	16.1575	15.8312
				0.0175423	0.0117132	16.1575	15.8312
				0.0186772	0.0145697	16.1575	15.8312
				0.0191822	0.0149523	16.1575	15.8312
				0.0156536	0.0162231	16.1575	15.8312
				0.0175975	0.0151821	16.1575	15.8313
				0.0176408	0.0139455	16.1575	15.8313
				0.0170557	0.0135839	16.1575	15.8313
				0.0172643	0.0150156	16.1575	15.8313
				0.0196415	0.0151959	16.1575	15.8313
				0.0182962	0.0147802	16.1575	15.8313
				0.0185735	0.013406	16.1575	15.8313
				0.0179915	0.0141083	16.1575	15.8313
				0.0155021	0.0160222	16.1575	15.8313
				0.0188304	0.014708	16.1575	15.8313
				0.0181953	0.012822	16.1575	15.8314
				0.0175508	0.0148211	16.1575	15.8314
				0.0175496	0.0150373	16.1575	15.8314
				0.0157222	0.0151602	16.1575	15.8314
				0.0187501	0.0151368	16.1575	15.8314
				0.0176378	0.0162005	16.1575	15.8314
				0.0176357	0.0149812	16.1575	15.8314
				0.0197975	0.0160923	16.1575	15.8314
				0.0187867	0.0137359	16.1575	15.8314
				0.0207101	0.0143708	16.1575	15.8314
				0.0162469	0.0131026	16.1575	15.8314
				0.0176084	0.0161617	16.1575	15.8315
				0.0185872	0.0144689	16.1575	15.8315
				0.0180644	0.0140966	16.1575	15.8315
				0.0187876	0.0174016	16.1575	15.8315
				0.0187738	0.0148858	16.1575	15.8315
				0.018324	0.0141759	16.1575	15.8314
				0.0190182	0.013911	16.1575	15.8314
				0.0178318	0.0143352	16.1575	15.8314
				0.0169589	0.0140989	16.1575	15.8314
				0.0194175	0.0120012	16.1575	15.8314
				0.0183471	0.0141747	16.1575	15.8314
				0.021039	0.0154329	16.1575	15.8314
				0.0169648	0.0155601	16.1575	15.8314
				0.0177855	0.0162087	16.1575	15.8313
				0.0181491	0.0119669	16.1575	15.8313
				0.0193242	0.013877	16.1575	15.8313
				0.0199692	0.0134846	16.1575	15.8313
				0.0199229	0.01364	16.1575	15.8313
				0.019857	0.0134639	16.1575	15.8313
				0.02084	0.015053	16.1575	15.8312
				0.018794	0.0148106	16.1575	15.8312
				0.01978	0.0169047	16.1575	15.8312
				0.018073	0.0152294	16.1575	15.8312
				0.0176047	0.0154768	16.1576	15.8311
				0.0197579	0.0142336	16.1576	15.8311
				0.0166479	0.013697	16.1576	15.8311
				0.0197067	0.0138729	16.1575	15.8311
				0.0164787	0.0146004	16.1575	15.8311
				0.0173923	0.0183189	16.1575	15.831
				0.0177542	0.0139803	16.1575	15.831
				0.0159287	0.0153222	16.1575	15.831
				0.0202203	0.0126938	16.1575	15.831
				0.0188128	0.0134552	16.1575	15.8309
				0.0179023	0.0142241	16.1575	15.8309
				0.0160182	0.0144637	16.1575	15.8309
				0.0166365	0.0154568	16.1575	15.8309
				0.01774	0.0153105	16.1575	15.8309
				0.0185798	0.0151411	16.1575	15.8309
				0.0160051	0.015693	16.1575	15.8308
				0.0165656	0.0138628	16.1575	15.8308
				0.0194492	0.0161786	16.1576	15.8308
				0.0182573	0.0146187	16.1576	15.8308
				0.0167617	0.0137536	16.1576	15.8308
				0.0179356	0.0151353	16.1576	15.8308
				0.0200139	0.014245	16.1576	15.8307
				0.0176674	0.0150998	16.1576	15.8307
				0.0192079	0.0129428	16.1576	15.8307
				0.0186952	0.0162462	16.1576	15.8307
				0.0187041	0.0150851	16.1576	15.8307
				0.0172242	0.0151627	16.1576	15.8307
				0.015636	0.0141825	16.1576	15.8307
				0.0188938	0.016086	16.1576	15.8307
				0.0167048	0.0151461	16.1576	15.8307
				0.0173937	0.0121615	16.1576	15.8307
				0.0189658	0.0157008	16.1576	15.8307
				0.0171649	0.0138105	16.1576	15.8307
				0.0163709	0.0143325	16.1576	15.8307
				0.0185661	0.0175113	16.1576	15.8307
				0.0184392	0.0152229	16.1576	15.8306
				0.018602	0.012219	16.1576	15.8306
				0.0191258	0.0147684	16.1576	15.8306
				0.0178802	0.016006	16.1576	15.8306
				0.0168599	0.0179701	16.1576	15.8306
				0.0172591	0.0155729	16.1576	15.8306
				0.0176935	0.0145017	16.1576	15.8306
