jlap1_35	jlap1_36	jlap1_42	jlap1_44	cur1_35	cur1_36	cur1_42	cur1_44
0.248155	0.503786	9.7467	17.3328	-0.169233	-0.168917	-0.167628	-0.168647
0.255588	0.492205	9.74792	17.3243	-0.166511	-0.168477	-0.166925	-0.169164
0.24278	0.495941	9.76031	17.3198	-0.16573	-0.166045	-0.168742	-0.16844
0.239281	0.503235	9.733	17.3191	-0.166868	-0.166457	-0.169681	-0.168093
0.244636	0.521232	9.76585	17.3326	-0.168993	-0.168194	-0.164278	-0.171881
0.237977	0.512154	9.76543	17.3232	-0.167174	-0.168348	-0.167395	-0.165693
0.229712	0.505509	9.78101	17.3227	-0.164781	-0.168541	-0.164818	-0.171415
0.237176	0.500243	9.77009	17.3118	-0.168494	-0.16761	-0.16987	-0.170183
0.244339	0.511936	9.76225	17.3226	-0.167895	-0.169282	-0.165605	-0.168519
0.249661	0.513206	9.78447	17.3237	-0.167184	-0.166241	-0.164928	-0.169196
0.234498	0.513363	9.76968	17.3148	-0.167048	-0.168006	-0.166858	-0.170107
0.239414	0.513668	9.79174	17.336	-0.170988	-0.167741	-0.166916	-0.16944
0.23531	0.50498	9.79151	17.3321	-0.167234	-0.168104	-0.167405	-0.168736
0.245229	0.510422	9.79226	17.3157	-0.168973	-0.167349	-0.16601	-0.168699
0.232765	0.499052	9.79835	17.3227	-0.168664	-0.165779	-0.166218	-0.170304
0.245142	0.512386	9.82328	17.3192	-0.166058	-0.167568	-0.169206	-0.169124
0.232531	0.510798	9.8234	17.3178	-0.165805	-0.16381	-0.169347	-0.166739
0.227125	0.510464	9.80787	17.3169	-0.167132	-0.168082	-0.16853	-0.16756
0.243312	0.507138	9.81665	17.3179	-0.168496	-0.165099	-0.167598	-0.169223
0.242227	0.50109	9.81499	17.318	-0.168411	-0.169404	-0.167737	-0.167565
0.237114	0.501734	9.83125	17.3101	-0.16869	-0.166976	-0.168103	-0.169871
0.234296	0.49623	9.82213	17.328	-0.167099	-0.166796	-0.167324	-0.169769
0.241537	0.519611	9.82868	17.3209	-0.166977	-0.166645	-0.165325	-0.167435
0.241974	0.516543	9.85256	17.3129	-0.167453	-0.166917	-0.166479	-0.169288
0.237341	0.500961	9.83518	17.3149	-0.167968	-0.167914	-0.167434	-0.170115
0.23693	0.493987	9.84835	17.3309	-0.167699	-0.167878	-0.170246	-0.170603
0.239369	0.503987	9.86026	17.3177	-0.171145	-0.165774	-0.166206	-0.170349
0.245074	0.518953	9.86363	17.3133	-0.165899	-0.167442	-0.169119	-0.167525
0.247537	0.506275	9.85383	17.3213	-0.166962	-0.165624	-0.166521	-0.170588
0.245362	0.511174	9.83553	17.3247	-0.168647	-0.16541	-0.167218	-0.170071
0.233652	0.513365	9.8614	17.3038	-0.171157	-0.165994	-0.168609	-0.169707
0.240682	0.511549	9.88206	17.3271	-0.168624	-0.165315	-0.167418	-0.169951
0.245471	0.518517	9.87933	17.3402	-0.167508	-0.167758	-0.166873	-0.167928
0.231711	0.509827	9.87037	17.3109	-0.167175	-0.1673	-0.167679	-0.168193
0.238376	0.508566	9.8683	17.3315	-0.167054	-0.164903	-0.168962	-0.168743
0.240144	0.516625	9.88875	17.3357	-0.16718	-0.170321	-0.166237	-0.168134
0.239259	0.51474	9.90507	17.307	-0.166567	-0.166864	-0.166188	-0.170134
0.25022	0.507577	9.89832	17.3357	-0.168243	-0.166918	-0.167935	-0.168443
0.244109	0.514317	9.89837	17.3168	-0.168663	-0.166301	-0.165534	-0.169413
0.242665	0.502772	9.89444	17.3226	-0.168781	-0.166803	-0.167451	-0.169417
0.236374	0.496956	9.88746	17.3315	-0.167029	-0.168086	-0.169672	-0.170038
0.237583	0.507267	9.89921	17.3158	-0.167209	-0.168826	-0.167569	-0.16885
0.232493	0.492173	9.92252	17.3168	-0.166246	-0.16845	-0.168489	-0.170521
0.239865	0.523492	9.89697	17.3176	-0.166561	-0.167428	-0.167473	-0.170802
0.236649	0.50815	9.9084	17.3233	-0.167889	-0.168468	-0.165929	-0.168587
0.235694	0.491426	9.9217	17.315	-0.16812	-0.165372	-0.167537	-0.166058
0.248425	0.521468	9.91547	17.3224	-0.166818	-0.165883	-0.167464	-0.167814
0.248563	0.50879	9.92109	17.3056	-0.168545	-0.165217	-0.167364	-0.167719
0.244771	0.502773	9.9183	17.3211	-0.169251	-0.163796	-0.165807	-0.166875
0.235896	0.509303	9.93229	17.3281	-0.167048	-0.167023	-0.16661	-0.169541
0.239562	0.500447	9.952	17.3163	-0.167524	-0.168523	-0.166283	-0.169846
0.240373	0.509699	9.95849	17.324	-0.169152	-0.165179	-0.1654	-0.168528
0.236886	0.522791	9.94247	17.3171	-0.166986	-0.165359	-0.167271	-0.168674
0.253874	0.517652	9.94243	17.3211	-0.171134	-0.170372	-0.167655	-0.169342
0.228865	0.512685	9.95608	17.3125	-0.167992	-0.167434	-0.167108	-0.171065
0.23241	0.513023	9.95617	17.3327	-0.167966	-0.166318	-0.168197	-0.169158
0.239797	0.490138	9.96175	17.3195	-0.167298	-0.166974	-0.165644	-0.172053
0.248471	0.506563	9.96414	17.3447	-0.168697	-0.166157	-0.16506	-0.170555
0.234816	0.501562	9.95836	17.3042	-0.168385	-0.167254	-0.166485	-0.170584
0.234656	0.513882	9.98108	17.3086	-0.169138	-0.165798	-0.165913	-0.168593
0.230331	0.499647	9.96893	17.3201	-0.167403	-0.165626	-0.166237	-0.1684
0.237448	0.51369	9.96972	17.3156	-0.16773	-0.166338	-0.165938	-0.169316
0.234033	0.507739	9.96764	17.3266	-0.167029	-0.166993	-0.165793	-0.169155
0.23799	0.512428	9.97826	17.3145	-0.166973	-0.166873	-0.166836	-0.169598
0.24491	0.492517	9.99466	17.3335	-0.167636	-0.169624	-0.166833	-0.168438
0.241103	0.508225	9.98447	17.3311	-0.167625	-0.166048	-0.166746	-0.16837
0.243376	0.521566	10.0014	17.3272	-0.167367	-0.16715	-0.168902	-0.169559
0.247593	0.503418	10.0049	17.3319	-0.168306	-0.165548	-0.167333	-0.169358
0.222726	0.504624	10.0163	17.3234	-0.168591	-0.166366	-0.167986	-0.168608
0.243168	0.504919	10.0066	17.3186	-0.164008	-0.16474	-0.167716	-0.168867
0.236448	0.523401	10.0193	17.3325	-0.167384	-0.167439	-0.168031	-0.171202
0.233779	0.499882	10.0144	17.3148	-0.168431	-0.166545	-0.168491	-0.166873
0.240178	0.508816	10.0291	17.3085	-0.16911	-0.166899	-0.168056	-0.169755
0.24303	0.509079	10.0232	17.3149	-0.168761	-0.165638	-0.166559	-0.169185
0.224955	0.514092	10.022	17.331	-0.170607	-0.167891	-0.167577	-0.170797
0.247442	0.512413	10.0334	17.3204	-0.169122	-0.167275	-0.166191	-0.170291
0.235192	0.515408	10.0419	17.3388	-0.169309	-0.167469	-0.167387	-0.169174
0.233112	0.512386	10.0252	17.336	-0.170749	-0.16794	-0.167787	-0.169605
0.242265	0.513376	10.0185	17.3152	-0.168382	-0.165354	-0.166059	-0.170182
0.232114	0.5002	10.0271	17.3206	-0.166471	-0.166578	-0.167595	-0.171539
0.238252	0.509976	10.0369	17.3123	-0.169137	-0.166836	-0.169863	-0.171263
0.238548	0.499041	10.0394	17.3294	-0.169708	-0.164777	-0.166875	-0.168126
0.245899	0.511594	10.0381	17.3301	-0.165213	-0.167322	-0.167763	-0.169443
0.244604	0.502665	10.0355	17.3268	-0.16826	-0.168372	-0.167124	-0.169222
0.235267	0.50732	10.0502	17.322	-0.168825	-0.16847	-0.167316	-0.169629
0.238659	0.504804	10.0486	17.3412	-0.167555	-0.169094	-0.164407	-0.171816
0.24873	0.506579	10.0602	17.3241	-0.16829	-0.166954	-0.165724	-0.169988
0.236559	0.510165	10.0648	17.334	-0.168218	-0.167205	-0.166058	-0.168322
0.238644	0.51204	10.0562	17.3333	-0.17072	-0.168497	-0.166836	-0.169939
0.235346	0.519428	10.0913	17.3404	-0.168727	-0.169657	-0.164687	-0.168014
0.236743	0.506887	10.0848	17.3284	-0.167864	-0.166791	-0.167395	-0.170933
0.24453	0.512259	10.0686	17.3217	-0.16939	-0.168048	-0.167165	-0.169708
0.24427	0.516354	10.0883	17.333	-0.168183	-0.167542	-0.167786	-0.169993
0.249217	0.513139	10.0955	17.3064	-0.168281	-0.169219	-0.168707	-0.169621
0.248709	0.508479	10.0818	17.3166	-0.167247	-0.167418	-0.166066	-0.168473
0.239508	0.505929	10.1012	17.3378	-0.166425	-0.165965	-0.16896	-0.168586
0.243713	0.501276	10.1107	17.3316	-0.167403	-0.168869	-0.165057	-0.169151
0.234211	0.506374	10.1048	17.3136	-0.167091	-0.167435	-0.16628	-0.169126
0.232816	0.491436	10.1197	17.3158	-0.166773	-0.167956	-0.169745	-0.170605
0.246919	0.513719	10.123	17.3247	-0.166583	-0.165978	-0.164131	-0.169064
0.240454	0.509548	10.1343	17.3257	-0.167645	-0.165371	-0.167024	-0.16909
0.238761	0.523106	10.1344	17.32	-0.166029	-0.166823	-0.167731	-0.169862
0.244666	0.52018	10.1289	17.3303	-0.167976	-0.166504	-0.168369	-0.168271
0.243103	0.500713	10.1352	17.3098	-0.166192	-0.168474	-0.165715	-0.1676
0.244823	0.511004	10.1301	17.3275	-0.167495	-0.167512	-0.167211	-0.169688
0.245426	0.510317	10.1547	17.2989	-0.166759	-0.166035	-0.166875	-0.171074
0.240704	0.511915	10.1252	17.3058	-0.168715	-0.169087	-0.166084	-0.171003
0.236246	0.506631	10.1511	17.3336	-0.169845	-0.167374	-0.167227	-0.170155
0.244291	0.501743	10.1491	17.3261	-0.168149	-0.165744	-0.166992	-0.172782
0.232261	0.505189	10.1575	17.3285	-0.168584	-0.166925	-0.16765	-0.169865
0.249632	0.504118	10.1583	17.3318	-0.16562	-0.169773	-0.167633	-0.170048
0.240456	0.499013	10.1634	17.3299	-0.165123	-0.167827	-0.167878	-0.169011
0.229439	0.509022	10.1703	17.3178	-0.165885	-0.166844	-0.166971	-0.170011
0.240453	0.499945	10.1614	17.3234	-0.168905	-0.167698	-0.167285	-0.169039
0.233455	0.511823	10.1906	17.332	-0.167872	-0.164697	-0.168608	-0.169365
0.233332	0.497468	10.1697	17.3212	-0.168469	-0.166093	-0.167873	-0.169299
0.247437	0.512561	10.1797	17.3563	-0.16712	-0.167417	-0.1675	-0.167162
0.237376	0.49302	10.1893	17.3216	-0.167529	-0.166724	-0.164982	-0.170559
0.245114	0.523761	10.2045	17.3201	-0.166265	-0.167494	-0.168679	-0.1709
0.244577	0.509085	10.1967	17.3393	-0.166931	-0.16587	-0.16798	-0.171158
0.24008	0.505313	10.1958	17.3327	-0.16636	-0.165532	-0.167002	-0.171791
0.242476	0.502322	10.1748	17.3274	-0.167124	-0.169363	-0.167281	-0.170814
0.243763	0.504352	10.2106	17.3287	-0.165894	-0.168424	-0.168867	-0.169004
0.23407	0.499087	10.2134	17.327	-0.168959	-0.168119	-0.166216	-0.167002
0.233061	0.490471	10.2078	17.3345	-0.167399	-0.167557	-0.166654	-0.169102
0.236593	0.509151	10.2038	17.3229	-0.166776	-0.166334	-0.16556	-0.17121
0.244493	0.507652	10.2031	17.3192	-0.167127	-0.166615	-0.165443	-0.170178
0.251008	0.510865	10.2013	17.3212	-0.168112	-0.164922	-0.166131	-0.170604
0.247416	0.516033	10.2141	17.3059	-0.167294	-0.167617	-0.166991	-0.168254
0.236828	0.495688	10.2358	17.3084	-0.167633	-0.16707	-0.168281	-0.168118
0.237554	0.51244	10.2276	17.3306	-0.165	-0.168493	-0.167215	-0.168669
0.235799	0.504067	10.2469	17.3217	-0.16427	-0.171369	-0.16682	-0.169748
0.24105	0.499719	10.2567	17.3077	-0.166445	-0.169585	-0.169079	-0.170477
0.233616	0.521032	10.2219	17.3131	-0.164524	-0.166353	-0.16705	-0.169911
0.233334	0.496408	10.2518	17.3259	-0.16979	-0.16781	-0.16666	-0.168112
0.236838	0.521197	10.2494	17.3139	-0.167178	-0.1675	-0.167755	-0.170734
0.236409	0.514544	10.2434	17.3218	-0.167314	-0.167005	-0.167453	-0.169522
0.235211	0.50658	10.2631	17.3205	-0.167313	-0.168844	-0.168728	-0.169878
0.247709	0.507835	10.2469	17.315	-0.168078	-0.169311	-0.167659	-0.168807
0.249337	0.5021	10.2492	17.3169	-0.167481	-0.168751	-0.166706	-0.168556
0.236766	0.510382	10.2915	17.3309	-0.166798	-0.169079	-0.166001	-0.16942
0.24468	0.500903	10.2943	17.3379	-0.16875	-0.168758	-0.165389	-0.170348
0.24086	0.517932	10.2871	17.299	-0.167486	-0.168002	-0.168637	-0.167143
0.246417	0.497777	10.2848	17.3209	-0.169485	-0.166219	-0.168019	-0.166756
0.249205	0.509798	10.2969	17.3007	-0.166219	-0.167125	-0.170019	-0.168493
0.23257	0.501838	10.287	17.3112	-0.16633	-0.168553	-0.168069	-0.169751
0.241408	0.503019	10.2873	17.3261	-0.16555	-0.168653	-0.167247	-0.17028
0.245321	0.504157	10.3043	17.3041	-0.165415	-0.16666	-0.165821	-0.16881
0.240741	0.510798	10.3017	17.3197	-0.16685	-0.166435	-0.166648	-0.169627
0.239454	0.50756	10.2912	17.318	-0.167256	-0.166859	-0.166397	-0.16781
0.243621	0.514901	10.3099	17.3117	-0.167572	-0.167781	-0.164391	-0.170773
0.243238	0.500199	10.3345	17.3257	-0.165994	-0.17014	-0.166187	-0.169259
0.235547	0.500209	10.3094	17.3137	-0.169654	-0.168961	-0.16657	-0.166807
0.237716	0.495457	10.3202	17.3252	-0.167929	-0.166743	-0.168248	-0.16771
0.248087	0.500121	10.3335	17.3174	-0.166415	-0.167271	-0.166985	-0.172689
0.243773	0.506198	10.332	17.3356	-0.167133	-0.167908	-0.165075	-0.170556
0.240691	0.501468	10.3329	17.3238	-0.169175	-0.168316	-0.167246	-0.168311
0.233449	0.508795	10.3356	17.3121	-0.167926	-0.169998	-0.167369	-0.16957
0.234463	0.507967	10.3308	17.3189	-0.17073	-0.167372	-0.167156	-0.168645
0.249164	0.507975	10.3491	17.3187	-0.166617	-0.165716	-0.169504	-0.170968
0.248351	0.517376	10.3749	17.3152	-0.164734	-0.167867	-0.167879	-0.168941
0.243609	0.519673	10.3524	17.3283	-0.166988	-0.167189	-0.170057	-0.169484
0.237054	0.515827	10.3546	17.3259	-0.166103	-0.168654	-0.169588	-0.171304
0.232448	0.512777	10.3637	17.321	-0.169086	-0.167361	-0.166398	-0.167231
0.237528	0.513842	10.3562	17.3129	-0.167272	-0.16945	-0.165696	-0.170782
0.237159	0.515501	10.358	17.3192	-0.167285	-0.167551	-0.168993	-0.167364
0.234482	0.51428	10.3503	17.3348	-0.166621	-0.167394	-0.166413	-0.167508
0.242888	0.507175	10.3857	17.3023	-0.167969	-0.167808	-0.169151	-0.167679
0.239425	0.508867	10.3908	17.3093	-0.168952	-0.167185	-0.167624	-0.169318
0.246211	0.516965	10.393	17.3236	-0.165638	-0.166219	-0.167485	-0.170428
0.244613	0.508414	10.3962	17.3125	-0.166202	-0.168635	-0.167942	-0.169609
0.22959	0.502761	10.4159	17.314	-0.168517	-0.167845	-0.168767	-0.172749
0.248849	0.50435	10.4055	17.3186	-0.167355	-0.167341	-0.166152	-0.170217
0.240875	0.500974	10.4263	17.2989	-0.167735	-0.1677	-0.166743	-0.168552
0.233992	0.511567	10.3905	17.3188	-0.16837	-0.167251	-0.166708	-0.167964
0.243296	0.513858	10.3967	17.328	-0.167029	-0.165927	-0.168106	-0.166729
0.246859	0.502559	10.4113	17.3207	-0.167134	-0.168841	-0.168401	-0.167668
0.237219	0.498201	10.4153	17.3393	-0.169386	-0.166456	-0.167938	-0.168801
0.238712	0.503657	10.4202	17.3363	-0.166573	-0.164508	-0.167828	-0.171022
0.247112	0.506838	10.4569	17.3231	-0.168467	-0.165835	-0.168596	-0.167863
0.232977	0.515261	10.441	17.304	-0.166106	-0.166041	-0.166537	-0.169641
0.232168	0.503796	10.4488	17.3198	-0.168436	-0.167985	-0.167577	-0.169495
0.235496	0.495667	10.4582	17.324	-0.16686	-0.166272	-0.165993	-0.169232
0.251133	0.506264	10.4574	17.3275	-0.167725	-0.168574	-0.16658	-0.168342
0.245847	0.501218	10.4539	17.318	-0.166426	-0.167501	-0.166556	-0.170446
0.242065	0.50258	10.4678	17.3334	-0.168594	-0.167529	-0.167204	-0.167392
0.235728	0.502147	10.4496	17.3216	-0.166322	-0.166912	-0.167532	-0.168863
0.235576	0.50896	10.4512	17.3156	-0.168045	-0.168739	-0.166322	-0.168658
0.223134	0.512146	10.4795	17.3322	-0.169746	-0.168202	-0.164797	-0.172059
0.24437	0.511125	10.4892	17.3197	-0.168195	-0.162801	-0.169594	-0.168196
0.229413	0.498676	10.4789	17.306	-0.167653	-0.168107	-0.16973	-0.17025
0.249257	0.506162	10.4858	17.3206	-0.168648	-0.16861	-0.168725	-0.169221
0.234168	0.511436	10.4863	17.3162	-0.167195	-0.16751	-0.166261	-0.167834
0.234269	0.487965	10.5086	17.3203	-0.166243	-0.168006	-0.167579	-0.169319
0.240252	0.499758	10.5051	17.3205	-0.167505	-0.168143	-0.167087	-0.169991
0.23691	0.499506	10.492	17.3145	-0.167902	-0.164573	-0.167325	-0.167561
0.232068	0.515283	10.5014	17.3152	-0.164819	-0.166497	-0.168187	-0.168087
0.237114	0.507723	10.4964	17.3384	-0.16532	-0.166439	-0.168848	-0.17064
0.245852	0.510773	10.5212	17.3148	-0.167895	-0.164113	-0.167265	-0.167967
0.23211	0.503348	10.5078	17.3128	-0.166709	-0.167136	-0.167	-0.168498
0.247955	0.498289	10.5187	17.3197	-0.168708	-0.165091	-0.167324	-0.17172
0.237576	0.503517	10.5232	17.3055	-0.166656	-0.165885	-0.170079	-0.168794
0.239342	0.508582	10.5644	17.3259	-0.166867	-0.166868	-0.166734	-0.170939
0.254861	0.502168	10.5251	17.3118	-0.167951	-0.164679	-0.167886	-0.169807
0.256184	0.500552	10.512	17.31	-0.168815	-0.169648	-0.166782	-0.169033
0.234919	0.494658	10.5481	17.3188	-0.167168	-0.166748	-0.168833	-0.168935
0.231944	0.512756	10.5376	17.3391	-0.169713	-0.166981	-0.167499	-0.168537
0.238394	0.510608	10.5503	17.321	-0.166821	-0.166243	-0.167158	-0.16891
0.240068	0.509505	10.5289	17.3167	-0.166354	-0.167007	-0.169235	-0.170615
0.231381	0.508293	10.5626	17.3464	-0.165365	-0.166742	-0.167105	-0.168268
0.238912	0.502436	10.5856	17.3172	-0.167953	-0.164934	-0.168328	-0.168548
0.243507	0.504983	10.566	17.3094	-0.16701	-0.166873	-0.166374	-0.170031
0.240853	0.511353	10.5738	17.3332	-0.166572	-0.164851	-0.167892	-0.168818
0.24354	0.508116	10.5755	17.3163	-0.165955	-0.166167	-0.165501	-0.169268
0.238525	0.516424	10.5871	17.3196	-0.166882	-0.169117	-0.16868	-0.170765
0.229797	0.505593	10.594	17.3273	-0.166558	-0.169734	-0.165617	-0.168633
0.235846	0.5021	10.5906	17.3261	-0.168413	-0.167368	-0.164611	-0.171101
0.245423	0.508853	10.5998	17.3176	-0.16885	-0.166907	-0.166414	-0.168184
0.236383	0.504293	10.6268	17.3205	-0.165983	-0.168091	-0.167173	-0.170014
0.241969	0.500238	10.6183	17.3333	-0.168165	-0.168934	-0.165261	-0.168971
0.242847	0.498343	10.5986	17.3262	-0.166345	-0.166615	-0.167038	-0.169005
0.246298	0.502148	10.6119	17.3333	-0.163031	-0.167763	-0.16975	-0.17055
0.230484	0.509138	10.6139	17.3156	-0.16925	-0.168866	-0.168299	-0.16745
0.239424	0.496515	10.6358	17.3434	-0.168527	-0.167657	-0.167743	-0.166478
0.237627	0.521039	10.6419	17.3175	-0.168544	-0.167836	-0.168461	-0.167583
0.232547	0.505419	10.6275	17.314	-0.170154	-0.167264	-0.16856	-0.168049
0.234228	0.51981	10.6178	17.3183	-0.164622	-0.167767	-0.167197	-0.168404
0.242459	0.502877	10.6539	17.3149	-0.16736	-0.165849	-0.166825	-0.169699
0.244279	0.500054	10.6309	17.3252	-0.169197	-0.168866	-0.167668	-0.168832
0.243584	0.518676	10.6387	17.3188	-0.167527	-0.165463	-0.166471	-0.168678
0.246973	0.512732	10.6332	17.3004	-0.169057	-0.167029	-0.167472	-0.16812
0.230806	0.515823	10.68	17.3232	-0.165927	-0.168913	-0.166257	-0.168329
0.244775	0.504161	10.6687	17.3302	-0.169028	-0.166709	-0.167758	-0.171002
0.241775	0.504174	10.6726	17.3072	-0.166984	-0.168943	-0.165993	-0.169583
0.241876	0.506214	10.661	17.3198	-0.166773	-0.170287	-0.166811	-0.171024
0.237048	0.504404	10.6881	17.3115	-0.167887	-0.168176	-0.16734	-0.168974
0.237324	0.512396	10.6769	17.3309	-0.168469	-0.168471	-0.16555	-0.168145
0.234969	0.514907	10.6625	17.3155	-0.168062	-0.169408	-0.167674	-0.169557
0.240259	0.50041	10.6862	17.3254	-0.16845	-0.166523	-0.166288	-0.168287
0.231984	0.502764	10.6835	17.3064	-0.166424	-0.167357	-0.167904	-0.169406
0.23811	0.509844	10.6873	17.3062	-0.168665	-0.166498	-0.16808	-0.169486
0.244158	0.510682	10.6969	17.3073	-0.168059	-0.166398	-0.168805	-0.166582
0.247431	0.495448	10.6834	17.3283	-0.169883	-0.166685	-0.166264	-0.167678
0.223175	0.512118	10.7181	17.3229	-0.165376	-0.166794	-0.166624	-0.170954
0.24034	0.512894	10.705	17.311	-0.168996	-0.164764	-0.165938	-0.168891
0.238817	0.51768	10.7079	17.3342	-0.168166	-0.168391	-0.166735	-0.169364
0.23745	0.501411	10.7193	17.3237	-0.166558	-0.165943	-0.166514	-0.167078
0.2379	0.507155	10.7033	17.3334	-0.167176	-0.168779	-0.16551	-0.166139
0.243398	0.51331	10.7315	17.3296	-0.168305	-0.168769	-0.166105	-0.17034
0.244017	0.516697	10.7238	17.3152	-0.167607	-0.16843	-0.167252	-0.168823
0.246353	0.514754	10.7309	17.3189	-0.166532	-0.166696	-0.167201	-0.169131
0.241483	0.51062	10.732	17.3151	-0.166474	-0.166935	-0.163953	-0.17106
0.24069	0.503272	10.7382	17.3321	-0.167851	-0.165026	-0.165099	-0.169629
0.24329	0.50801	10.7265	17.3235	-0.166514	-0.167	-0.16754	-0.168539
0.238204	0.500871	10.7413	17.3405	-0.16817	-0.168285	-0.165784	-0.169688
0.244165	0.487874	10.7513	17.3266	-0.168607	-0.165715	-0.16539	-0.168194
0.233	0.502266	10.7671	17.3163	-0.168662	-0.16787	-0.167608	-0.168381
0.243513	0.494137	10.7505	17.3075	-0.168964	-0.166372	-0.16809	-0.168012
0.24337	0.521921	10.7741	17.3327	-0.167738	-0.168576	-0.165617	-0.171928
0.238918	0.512337	10.7749	17.3255	-0.169072	-0.166498	-0.167176	-0.16775
0.240706	0.504578	10.7885	17.3193	-0.166284	-0.165275	-0.168444	-0.167264
0.230394	0.518951	10.7815	17.3318	-0.167354	-0.166419	-0.167121	-0.169392
0.238768	0.503641	10.7645	17.3169	-0.167661	-0.166275	-0.169275	-0.168965
0.242935	0.504422	10.7946	17.3132	-0.166187	-0.168514	-0.167418	-0.172787
0.234894	0.508874	10.7817	17.3169	-0.168155	-0.169116	-0.16837	-0.171048
0.25302	0.513529	10.7749	17.3193	-0.16833	-0.169902	-0.166748	-0.170262
0.238562	0.517776	10.777	17.3296	-0.168831	-0.169158	-0.166242	-0.167475
0.233806	0.504857	10.7846	17.3071	-0.170202	-0.170427	-0.164128	-0.17116
0.243116	0.512994	10.8124	17.321	-0.170126	-0.170634	-0.167011	-0.167587
0.247939	0.505498	10.8162	17.3373	-0.167347	-0.167696	-0.165464	-0.169515
0.238233	0.514828	10.8064	17.2972	-0.169874	-0.169643	-0.167813	-0.168827
0.241821	0.512053	10.8231	17.3169	-0.167328	-0.167165	-0.168444	-0.171015
0.244206	0.500943	10.8138	17.3318	-0.167417	-0.168269	-0.167451	-0.169077
0.236395	0.499961	10.8271	17.3349	-0.16654	-0.165505	-0.166987	-0.167455
0.233995	0.511148	10.8266	17.3152	-0.167674	-0.167193	-0.167217	-0.171355
0.236474	0.509594	10.8318	17.3139	-0.169608	-0.167486	-0.167113	-0.167655
0.242603	0.515965	10.8307	17.3315	-0.167163	-0.166188	-0.1693	-0.165925
0.237117	0.511852	10.8476	17.3073	-0.168863	-0.166971	-0.167935	-0.170751
0.234649	0.505778	10.822	17.3305	-0.166717	-0.166469	-0.166577	-0.16704
0.245158	0.51454	10.8519	17.2974	-0.168796	-0.168085	-0.164515	-0.169532
0.239654	0.504654	10.8583	17.3095	-0.166053	-0.167273	-0.165247	-0.169054
0.241073	0.506951	10.8516	17.3252	-0.166207	-0.169529	-0.167192	-0.168376
0.238194	0.503897	10.8532	17.3321	-0.167278	-0.16905	-0.164687	-0.168916
0.233484	0.502441	10.8513	17.3104	-0.168315	-0.168109	-0.167699	-0.16755
0.248228	0.503845	10.8705	17.3324	-0.168563	-0.167229	-0.165834	-0.16956
0.247461	0.503773	10.8739	17.3275	-0.16772	-0.168081	-0.167168	-0.168842
0.226917	0.496173	10.8751	17.3158	-0.167781	-0.168241	-0.165877	-0.168191
0.240981	0.499577	10.8743	17.3294	-0.167542	-0.168342	-0.168967	-0.172102
0.239754	0.503882	10.8765	17.3205	-0.167716	-0.168244	-0.167531	-0.169673
0.242136	0.503554	10.8918	17.3132	-0.16755	-0.167623	-0.166539	-0.170636
0.229499	0.512737	10.8832	17.316	-0.165304	-0.166628	-0.1671	-0.170345
0.231878	0.498968	10.8903	17.3192	-0.166224	-0.163869	-0.167948	-0.170889
0.234034	0.504414	10.879	17.3177	-0.166676	-0.167696	-0.164099	-0.169611
0.245212	0.515756	10.9068	17.3245	-0.166729	-0.169875	-0.169278	-0.17072
0.237952	0.514633	10.881	17.3045	-0.168543	-0.165638	-0.169147	-0.168663
0.246967	0.501415	10.9003	17.3459	-0.168886	-0.170736	-0.166137	-0.169472
0.22919	0.506545	10.9093	17.3201	-0.166274	-0.171315	-0.166838	-0.167933
0.249646	0.502688	10.8952	17.3245	-0.166779	-0.166992	-0.1684	-0.167047
0.230161	0.509656	10.9182	17.3318	-0.167801	-0.16528	-0.167614	-0.170537
0.23571	0.510736	10.9244	17.3139	-0.167554	-0.165622	-0.164682	-0.169866
0.233234	0.509385	10.9368	17.3196	-0.168137	-0.168341	-0.164966	-0.169675
0.234333	0.502182	10.9415	17.318	-0.167897	-0.167954	-0.167213	-0.171461
0.247967	0.51547	10.9537	17.3318	-0.169073	-0.169567	-0.169381	-0.169855
0.242696	0.503882	10.9468	17.3191	-0.16838	-0.165776	-0.167323	-0.169992
0.247755	0.506925	10.9357	17.3257	-0.167502	-0.166011	-0.168244	-0.171805
0.243259	0.495708	10.9493	17.3292	-0.168026	-0.167227	-0.167808	-0.170604
0.239063	0.509484	10.9411	17.3154	-0.166658	-0.167852	-0.16833	-0.168664
0.226693	0.505409	10.9643	17.3091	-0.167977	-0.165597	-0.168147	-0.169454
0.241444	0.519719	10.9699	17.3338	-0.167581	-0.165913	-0.166256	-0.169156
0.237141	0.513366	10.9676	17.3154	-0.166095	-0.167217	-0.165934	-0.16983
0.241541	0.505099	10.9597	17.3245	-0.167599	-0.170115	-0.166687	-0.16951
0.255645	0.50209	10.9653	17.3182	-0.166655	-0.167045	-0.168117	-0.172581
0.226783	0.511103	10.9585	17.328	-0.167355	-0.165785	-0.169091	-0.169476
0.234874	0.524344	10.9825	17.3264	-0.167859	-0.166897	-0.166582	-0.171785
0.242924	0.514693	10.9969	17.3162	-0.166662	-0.16539	-0.167248	-0.172922
0.240999	0.511704	10.9851	17.3082	-0.168463	-0.16814	-0.16565	-0.170241
0.228936	0.513527	11.0017	17.328	-0.166867	-0.167114	-0.16619	-0.170697
0.233985	0.505887	11.004	17.3229	-0.167736	-0.16935	-0.166968	-0.170458
