sub2	tbasej2	rp2033	rp3664b	rp3435	jlap1_34	jlap1_35	cur1_34	cur1_35	rp6778	rp6566	jlap1_65	jlap1_66	cur1_65	cur1_66
					0.280813	2.32964	0.0145436	0.0143076			1.38011	1.9658	0.0134809	0.015148
					0.279444	2.31724	0.0147523	0.0153243			1.3927	1.97984	0.0155384	0.0135661
					0.279254	2.32354	0.0133422	0.0164007			1.37669	1.98053	0.0147786	0.0153093
					0.292592	2.34189	0.0121132	0.0156339			1.3865	1.99175	0.0118578	0.0123776
					0.284387	2.3309	0.0134683	0.0158294			1.38445	1.99508	0.0154692	0.0124351
					0.268177	2.33263	0.0124709	0.014632			1.40099	1.97463	0.0132326	0.0165333
					0.279886	2.32824	0.0153122	0.0151098			1.3931	1.99935	0.0141105	0.0120877
					0.282029	2.33684	0.0129741	0.0150905			1.40116	1.99056	0.016157	0.0150248
					0.28302	2.35301	0.0103279	0.013072			1.40693	1.99798	0.014726	0.0145594
					0.272723	2.33402	0.0144265	0.0131034			1.40079	1.98373	0.0143879	0.0159369
					0.280795	2.36563	0.011892	0.0135749			1.4142	2.00623	0.0157419	0.0157366
					0.272532	2.35962	0.0147432	0.0132521			1.41609	2.01012	0.0136789	0.0163753
					0.283182	2.35311	0.0158511	0.0139644			1.41186	2.0153	0.0150341	0.0161561
					0.273649	2.3585	0.0137122	0.0134681			1.42137	1.99498	0.013331	0.0143041
					0.283793	2.36622	0.0161916	0.0147737			1.42332	2.02314	0.0123265	0.0147165
					0.283748	2.37323	0.0151388	0.0138865			1.4283	2.00603	0.0161294	0.0152347
					0.285456	2.37821	0.0145011	0.0135244			1.42647	2.0032	0.0156006	0.0148511
					0.275372	2.37659	0.0129691	0.0158534			1.44645	2.0343	0.0155209	0.0143444
					0.287233	2.38283	0.0129161	0.0151806			1.41375	2.02364	0.0142204	0.0136698
					0.286058	2.37886	0.0117461	0.0128515			1.44555	2.02921	0.0161776	0.0149332
					0.272003	2.39976	0.0143794	0.0147052			1.42472	2.03442	0.0140771	0.0142794
					0.273113	2.41022	0.0144912	0.0147743			1.44207	2.03205	0.0142607	0.014035
					0.271573	2.40374	0.0149355	0.0124267			1.44821	2.0435	0.0142963	0.013508
					0.283854	2.41728	0.0129906	0.0141258			1.44809	2.04092	0.0163581	0.0134306
					0.281455	2.38933	0.013908	0.0146369			1.4548	2.03951	0.0125579	0.0143436
					0.291942	2.39085	0.0146601	0.0145658			1.45496	2.02711	0.0136784	0.0129958
					0.289774	2.41631	0.0124571	0.0144818			1.46645	2.02161	0.0131033	0.0140608
					0.278701	2.39721	0.0145596	0.0153905			1.44671	2.05574	0.0149583	0.0130988
					0.28037	2.41721	0.0148522	0.0136632			1.47684	2.04986	0.0153058	0.0112557
					0.288752	2.41462	0.0131446	0.0151167			1.46342	2.04572	0.0155406	0.0160698
					0.283422	2.43398	0.0168036	0.0151698			1.48082	2.05273	0.0148202	0.0122504
					0.292848	2.41433	0.0134447	0.0128703			1.46183	2.04525	0.0147878	0.014648
					0.283695	2.4359	0.0141715	0.0149441			1.47714	2.0623	0.0161478	0.0150949
					0.287029	2.42518	0.0146988	0.0130975			1.46766	2.08621	0.0156868	0.0149604
					0.286331	2.42861	0.0132207	0.014132			1.48383	2.08009	0.016048	0.0158052
					0.278139	2.43978	0.011991	0.0142909			1.47219	2.07659	0.0143146	0.0147018
					0.271018	2.45642	0.0146864	0.0128405			1.4957	2.0735	0.0157254	0.0148805
					0.272957	2.44865	0.0145136	0.0153582			1.49758	2.06371	0.0151398	0.0156681
					0.289007	2.45316	0.0126768	0.012256			1.49992	2.08534	0.0139194	0.0127004
					0.287168	2.46797	0.015124	0.0146208			1.50265	2.09359	0.0151515	0.0123658
					0.28109	2.44447	0.0144185	0.0133764			1.50002	2.11233	0.0149785	0.0142009
					0.280829	2.44914	0.0134281	0.0150265			1.50176	2.09396	0.0164624	0.0156324
					0.283978	2.46388	0.0141433	0.013358			1.4927	2.09043	0.0128911	0.0149106
					0.298794	2.45671	0.0130485	0.0170759			1.49632	2.0834	0.01121	0.0139439
					0.272871	2.47429	0.0148811	0.0142302			1.52143	2.11666	0.0154178	0.0137438
					0.289416	2.47104	0.0155471	0.014377			1.51638	2.10143	0.0153144	0.0168805
					0.276089	2.47839	0.0162074	0.0135572			1.51196	2.10444	0.013993	0.014615
					0.2851	2.48016	0.0135091	0.0133779			1.51471	2.10288	0.014852	0.0165604
					0.287726	2.48766	0.014368	0.0122986			1.53052	2.11336	0.0152632	0.0157726
					0.275456	2.48896	0.0150819	0.0142557			1.51874	2.12079	0.0136294	0.0124776
					0.291467	2.49877	0.014	0.0125066			1.50942	2.14589	0.0137642	0.0151259
					0.285412	2.50963	0.0141708	0.0133298			1.53471	2.12471	0.0142619	0.0141127
					0.276704	2.49456	0.0130037	0.0127045			1.5273	2.12483	0.0139228	0.0162504
					0.283901	2.50803	0.0161197	0.0126643			1.53075	2.12736	0.0134685	0.0161492
					0.285951	2.50283	0.0134466	0.0148935			1.55229	2.13156	0.0154368	0.0156263
					0.287898	2.51503	0.0169252	0.0155397			1.54292	2.13887	0.0155803	0.0125833
					0.283291	2.52024	0.0165803	0.0113331			1.52666	2.15356	0.0150308	0.0120529
					0.287102	2.5051	0.0144549	0.0134096			1.53464	2.15876	0.0143961	0.015164
					0.295579	2.52332	0.0143623	0.0142794			1.53513	2.1595	0.0139558	0.0131599
					0.279448	2.53637	0.0133718	0.013319			1.54382	2.17104	0.016984	0.0143748
					0.286291	2.5279	0.0143446	0.01337			1.54518	2.17067	0.0161424	0.0133157
					0.277223	2.54499	0.0130443	0.0122128			1.5559	2.15484	0.0111146	0.0133378
					0.278464	2.54057	0.0147274	0.015158			1.56027	2.16227	0.0126152	0.00962174
					0.270918	2.55076	0.0152831	0.0136135			1.56378	2.16748	0.0166179	0.0141791
					0.286707	2.55771	0.015162	0.0141477			1.55429	2.15479	0.013	0.0132438
					0.282828	2.5363	0.0105468	0.0133777			1.56529	2.16115	0.01229	0.014992
					0.283129	2.54098	0.0144916	0.0128386			1.56512	2.1679	0.0154837	0.0138435
					0.272089	2.5339	0.0166988	0.0138486			1.57662	2.16181	0.0127344	0.0122407
					0.284998	2.56664	0.0152775	0.0136254			1.56795	2.18401	0.013215	0.0139829
					0.284233	2.55108	0.0124062	0.0132489			1.58389	2.18401	0.0150023	0.0126635
					0.280518	2.57041	0.0129738	0.0165692			1.58465	2.17093	0.0138395	0.0135987
					0.283316	2.57801	0.0145442	0.0150447			1.57074	2.19516	0.0132004	0.015016
					0.281951	2.57514	0.0123809	0.0118629			1.58322	2.19674	0.0119802	0.0139344
					0.274996	2.58393	0.0138273	0.0144219			1.57551	2.17466	0.0122292	0.0119863
					0.278223	2.58692	0.0144403	0.0141128			1.58198	2.19867	0.0158271	0.012907
					0.278847	2.57807	0.0146691	0.0135677			1.58611	2.19517	0.0148479	0.0103536
					0.281825	2.58737	0.016194	0.0135302			1.59561	2.21203	0.0147239	0.0125135
					0.278034	2.58515	0.0135384	0.0120559			1.59642	2.2008	0.0127527	0.0143416
					0.281226	2.58945	0.0139154	0.0100063			1.5991	2.20878	0.0150824	0.0161858
					0.278156	2.60274	0.0175789	0.0139005			1.62794	2.20571	0.0160244	0.0137309
					0.285819	2.60019	0.0132226	0.0138848			1.62074	2.227	0.0132958	0.0137203
					0.280498	2.61011	0.0155176	0.0146423			1.60756	2.22096	0.0138428	0.0150242
					0.288327	2.61213	0.0163373	0.0143329			1.60802	2.21824	0.0111022	0.0131609
					0.278091	2.61292	0.0175913	0.0127156			1.61676	2.2266	0.0121435	0.013463
					0.283532	2.62594	0.0148496	0.0135006			1.6231	2.23569	0.0111953	0.0153442
					0.276564	2.62728	0.0125831	0.0144754			1.62846	2.2414	0.0120778	0.0146441
					0.274222	2.63156	0.0145585	0.0139735			1.6266	2.25048	0.0148247	0.0132166
					0.289153	2.61803	0.0140088	0.0132957			1.63475	2.24827	0.0139772	0.0126346
					0.274139	2.64307	0.0136849	0.0132851			1.62921	2.24892	0.0148245	0.0150601
					0.285364	2.62521	0.0140576	0.0103888			1.63617	2.22038	0.0149842	0.0154614
					0.287661	2.63	0.014562	0.0134514			1.64857	2.25237	0.0140535	0.0118959
					0.290576	2.64942	0.0141562	0.0133613			1.64814	2.23764	0.0137225	0.0145019
					0.27352	2.64933	0.0162736	0.0145885			1.63161	2.26656	0.0147901	0.012547
					0.273898	2.64731	0.0141262	0.0161443			1.63063	2.2514	0.0125366	0.0149234
					0.28377	2.65329	0.0123866	0.0145903			1.64047	2.25258	0.0122615	0.0154383
					0.281111	2.64924	0.0139735	0.0166161			1.65607	2.26679	0.0162423	0.0132835
					0.286303	2.65403	0.0163652	0.0155806			1.65342	2.25526	0.0143799	0.0153751
					0.284878	2.66576	0.0131283	0.0131428			1.66271	2.26928	0.0120289	0.0136409
					0.27222	2.68485	0.0162852	0.0151817			1.66888	2.25795	0.0137041	0.0142896
					0.278867	2.70088	0.0169913	0.0147571			1.66186	2.28011	0.0114924	0.0145552
					0.282559	2.67789	0.015074	0.0128049			1.67337	2.29813	0.0152908	0.014014
					0.286673	2.68599	0.0131749	0.0150504			1.65048	2.28932	0.0143251	0.0132121
					0.275623	2.68187	0.0140793	0.0143988			1.67489	2.29651	0.0128627	0.0140527
					0.279157	2.68421	0.0153538	0.0134318			1.66347	2.28942	0.0148215	0.0152873
					0.276061	2.68783	0.0163021	0.0127833			1.6641	2.29917	0.0135392	0.012176
					0.281821	2.70096	0.013414	0.0137341			1.68147	2.30329	0.0122965	0.0126317
					0.274748	2.72231	0.0153084	0.0121636			1.68445	2.31478	0.0128704	0.0148525
					0.2779	2.69932	0.0138859	0.0125446			1.68655	2.29746	0.0141834	0.0152475
					0.277153	2.71417	0.0163713	0.0134909			1.68799	2.3072	0.0153914	0.0131226
					0.278056	2.6982	0.0145297	0.0144147			1.69969	2.32047	0.0118949	0.0137532
					0.271745	2.73679	0.0147656	0.014332			1.70297	2.3169	0.0140927	0.014385
					0.273559	2.71112	0.0141122	0.0141264			1.70234	2.32372	0.0152959	0.0145037
					0.285297	2.71353	0.0139749	0.0138946			1.69883	2.33426	0.0166556	0.0148599
					0.283037	2.72081	0.019375	0.0161791			1.71914	2.33539	0.0119257	0.0151014
					0.287574	2.73655	0.0145241	0.0155837			1.71286	2.31585	0.0151838	0.0129359
					0.272956	2.74531	0.0116802	0.0140274			1.71197	2.32087	0.0155952	0.01636
					0.280863	2.74223	0.0108905	0.0130814			1.71786	2.33644	0.0142328	0.0150778
					0.285411	2.73702	0.0145296	0.0166089			1.74149	2.34148	0.0132487	0.0136555
					0.2707	2.75729	0.0117453	0.0141277			1.72056	2.354	0.0139918	0.0106438
					0.276571	2.74156	0.0118394	0.0128752			1.71947	2.3401	0.013643	0.0149214
					0.278565	2.76825	0.0114305	0.0132776			1.72748	2.34486	0.0138703	0.0112083
					0.274154	2.75661	0.0142013	0.0121602			1.73438	2.36547	0.0153661	0.0168027
					0.278786	2.76082	0.0144589	0.0161073			1.74366	2.35708	0.0162736	0.0126061
					0.284469	2.76352	0.0150371	0.0109316			1.74881	2.36429	0.0143572	0.013964
					0.272889	2.77014	0.0132805	0.0139027			1.76737	2.34299	0.0122984	0.0145742
					0.266266	2.78015	0.0143275	0.01482			1.74389	2.36055	0.0126343	0.015358
					0.278598	2.77169	0.0142139	0.0133726			1.74951	2.38747	0.0135837	0.0148107
					0.284591	2.77278	0.0146512	0.0149519			1.74953	2.37124	0.0127427	0.0156133
					0.273741	2.78204	0.0122422	0.014286			1.76129	2.39548	0.0141229	0.0142256
					0.269965	2.76705	0.0136275	0.0142932			1.77001	2.3799	0.015809	0.0153511
					0.270604	2.79661	0.013265	0.0135036			1.74601	2.35937	0.0158814	0.012474
					0.28073	2.78542	0.0136018	0.0157202			1.75955	2.38703	0.0119475	0.0145399
					0.277843	2.78793	0.0167462	0.0147507			1.76971	2.37323	0.0146653	0.0141517
					0.274158	2.79514	0.0139416	0.0143647			1.79092	2.39927	0.0135954	0.0160009
					0.280434	2.7982	0.0121341	0.0149024			1.79462	2.40448	0.0140976	0.0138716
					0.282933	2.80587	0.014369	0.0149085			1.78673	2.39214	0.0121693	0.0124985
					0.276909	2.80592	0.0139318	0.0160034			1.79117	2.41412	0.0143042	0.0144953
					0.283976	2.8125	0.013695	0.0153563			1.78503	2.4194	0.0144437	0.0135827
					0.285633	2.8351	0.0144552	0.013051			1.79028	2.39701	0.0153878	0.0155026
					0.274668	2.82921	0.015707	0.0142053			1.80626	2.39886	0.0164292	0.01531
					0.281388	2.8397	0.0136962	0.015786			1.78589	2.41638	0.0160353	0.0132636
					0.283997	2.83185	0.0130526	0.0147969			1.77984	2.41403	0.0150819	0.01427
					0.280882	2.83147	0.0137946	0.0142881			1.8014	2.415	0.01452	0.0149299
					0.28173	2.83697	0.0131857	0.0141551			1.80938	2.41874	0.0157789	0.0161082
					0.283603	2.83221	0.0152823	0.0171346			1.80104	2.43464	0.015566	0.0161754
					0.274563	2.83837	0.0155024	0.0141052			1.81472	2.44422	0.0130536	0.0130467
					0.293967	2.83349	0.0159241	0.0147552			1.81605	2.42719	0.0155466	0.0115501
					0.285703	2.84493	0.0135726	0.0152804			1.81587	2.44301	0.0149142	0.0155312
					0.270821	2.858	0.0144043	0.0155877			1.82364	2.42962	0.0145703	0.0147242
					0.276281	2.85179	0.0133915	0.0154926			1.82273	2.43482	0.0138445	0.0155975
					0.28174	2.87266	0.0127567	0.0154894			1.82878	2.44603	0.0139485	0.0159786
					0.283386	2.85485	0.0119866	0.015045			1.82712	2.46106	0.0148041	0.0150391
					0.281974	2.87581	0.0129077	0.0138396			1.8303	2.44366	0.014532	0.0159203
					0.287091	2.88241	0.0135933	0.0144453			1.84283	2.4465	0.0136786	0.0159146
					0.278822	2.88076	0.0150299	0.0157754			1.8348	2.46774	0.0151418	0.0166572
					0.289444	2.89459	0.0147315	0.015981			1.83621	2.4567	0.0170913	0.0138007
					0.282094	2.88003	0.0135127	0.0139581			1.85284	2.47048	0.0142245	0.0150789
					0.289877	2.88625	0.0129126	0.0133822			1.85532	2.46005	0.0165766	0.01485
					0.285115	2.88277	0.0134441	0.0153247			1.86755	2.4695	0.015154	0.0141359
					0.284742	2.88996	0.0118214	0.0854437			1.87352	2.46912	0.0164148	0.0160668
					0.276585	2.89506	0.0129332	0.693886			1.86368	2.48499	0.0160348	0.0132162
					0.27758	2.8881	0.0108308	0.694479			1.85951	2.46966	0.0120524	0.014644
					0.272447	2.91391	0.0118724	0.69363			1.87299	2.47413	0.0143405	0.0144073
					0.286573	2.91155	0.0131509	0.693437			1.8576	2.49123	0.0146755	0.0146814
					0.278632	2.91724	0.0140424	0.695927			1.87313	2.48383	0.0160132	0.015446
					0.279928	2.90973	0.0164261	0.693364			1.87545	2.49167	0.0168966	0.013885
					0.289089	2.91275	0.015446	0.692731			1.87967	2.49913	0.0156577	0.0156445
					0.286064	2.92488	0.0144239	0.693482			1.8932	2.49231	0.0128331	0.0138558
					0.289646	2.93507	0.0135662	0.694943			1.88775	2.51083	0.0151797	0.0139757
					0.273137	2.92702	0.0135679	0.693347			1.89994	2.51	0.0133018	0.0131915
					0.276325	2.91356	0.0145551	0.691897			1.88396	2.52488	0.0145083	0.0108942
					0.284712	2.93714	0.0137449	0.692952			1.87329	2.50444	0.0138213	0.015713
					0.266147	2.93289	0.0131758	0.691939			1.89499	2.49998	0.014345	0.0179719
					0.294054	2.95898	0.0140514	0.693037			1.91244	2.51804	0.012947	0.0110303
					0.282408	2.93097	0.0120349	0.694497			1.90185	2.50276	0.0141254	0.0148298
					0.280544	2.9598	0.0161306	0.6928			1.88533	2.50307	0.0158879	0.0149071
					0.280791	2.93805	0.0127525	0.692653			1.92462	2.52066	0.0152461	0.0154512
					0.277413	2.96233	0.0144953	0.691909			1.93381	2.52928	0.0130621	0.0132132
					0.277827	2.96028	0.0157583	0.691737			1.91036	2.53127	0.0182012	0.014354
					0.281154	2.95178	0.0149978	0.694963			1.91761	2.51904	0.0113148	0.0145101
					0.275821	2.95735	0.0127901	0.693642			1.9084	2.54368	0.0145392	0.0143889
					0.274106	2.95168	0.013063	0.694933			1.92243	2.54064	0.0150756	0.0149349
					0.278326	2.96368	0.013144	0.693776			1.9258	2.53584	0.015155	0.0163888
					0.278496	2.97861	0.012312	0.695882			1.92801	2.52664	0.0150995	0.016006
					0.269438	2.9525	0.0161154	0.69423			1.9505	2.54946	0.0154403	0.012871
					0.276908	2.9772	0.0128495	0.692033			1.94277	2.54474	0.0162828	0.0139417
					0.279619	2.99201	0.0136537	0.692502			1.94232	2.54136	0.0146228	0.0172345
					0.284745	2.98076	0.0144559	0.694699			1.93636	2.56493	0.0147159	0.0164331
					0.279487	2.99511	0.0140014	0.693307			1.96586	2.56055	0.0155572	0.0118466
					0.28365	2.98903	0.0132856	0.693933			1.9604	2.54952	0.0140536	0.0165122
					0.278695	2.97819	0.0158775	0.694702			1.94374	2.54419	0.0151435	0.0146859
					0.2763	3.01405	0.0144096	0.696333			1.94746	2.56462	0.0151898	0.0141927
					0.265012	3.00282	0.014853	0.691171			1.95803	2.56866	0.0129271	0.0138321
					0.27293	3.00496	0.0139703	0.694627			1.97788	2.56661	0.0156841	0.0140438
					0.280656	3.01848	0.0131473	0.695156			1.96202	2.57434	0.0145054	0.016687
					0.280313	3.00748	0.0123163	0.692924			1.97187	2.57081	0.0140146	0.0133176
					0.279647	3.01405	0.0151884	0.69316			1.98027	2.57574	0.0169426	0.0143845
					0.283984	3.03123	0.0159082	0.692881			1.97433	2.59137	0.0138312	0.0121423
					0.278396	3.01248	0.0132666	0.692229			1.99292	2.58788	0.0136056	0.0162815
					0.28538	2.99592	0.0163078	0.693838			1.99766	2.59062	0.0133301	0.0135986
					0.27333	3.02671	0.0137867	0.694763			1.9969	2.59557	0.0159251	0.0148317
					0.283383	3.04677	0.0132117	0.691915			2.0102	2.59358	0.0135143	0.0142348
					0.27532	3.03847	0.0128636	0.695621			2.0039	2.5835	0.0156851	0.0129951
					0.286593	3.05327	0.013742	0.693192			1.99848	2.58913	0.0143883	0.0171887
					0.291775	3.03658	0.015405	0.69131			2.01335	2.61984	0.0154399	0.0130671
					0.28459	3.05609	0.0114738	0.693498			2.00657	2.60579	0.0152329	0.0159541
					0.280707	3.05423	0.0144475	0.691446			2.02835	2.60282	0.0155938	0.0138294
					0.280568	3.05864	0.015645	0.692813			2.00553	2.62439	0.0148448	0.0128345
					0.294025	3.06899	0.015311	0.691272			2.02542	2.6342	0.0145195	0.0150105
					0.288456	3.05684	0.0161586	0.69507			2.03128	2.59969	0.0148472	0.014661
					0.270722	3.04866	0.0150884	0.695058			2.0296	2.62567	0.0143379	0.0132929
					0.283797	3.07845	0.0139621	0.695723			2.027	2.62734	0.0144245	0.0151726
					0.289215	3.06534	0.0137554	0.693036			2.02992	2.63028	0.0143918	0.0153727
					0.279965	3.08485	0.0133069	0.693472			2.04303	2.6202	0.0141922	0.0139194
					0.284543	3.0785	0.0154671	0.691989			2.05104	2.62078	0.0164817	0.0141648
					0.284852	3.08343	0.0135768	0.695129			2.05158	2.64425	0.0132449	0.0142638
					0.296554	3.09091	0.0146873	0.693749			2.04431	2.64484	0.0123578	0.0133428
					0.288903	3.07906	0.0130968	0.693415			2.04355	2.63173	0.0130217	0.0130384
					0.289869	3.09061	0.0144931	0.691529			2.05094	2.62658	0.0152566	0.0128908
					0.289501	3.0917	0.0134848	0.696591			2.04532	2.64133	0.0134483	0.013712
					0.268438	3.09357	0.0149335	0.695027			2.05409	2.64873	0.0149196	0.014081
					0.274293	3.09629	0.0157495	0.693243			2.06404	2.65876	0.0144691	0.0139877
					0.27961	3.11695	0.0155038	0.695206			2.05928	2.66361	0.0153962	0.0136109
					0.27624	3.13982	0.0133047	0.691976			2.07719	2.66331	0.01367	0.0151064
					0.266972	3.11041	0.0152011	0.69433			2.06886	2.67177	0.01358	0.0128783
					0.286429	3.10723	0.0152249	0.692093			2.0922	2.67961	0.0161789	0.0153108
					0.281374	3.11593	0.0158724	0.695458			2.06671	2.66573	0.0161195	0.0142685
					0.278208	3.11593	0.0159721	0.694059			2.08629	2.66701	0.0138029	0.0141416
					0.291916	3.11329	0.0143146	0.693193			2.0771	2.65159	0.0153656	0.0122357
					0.284992	3.13479	0.0142792	0.691656			2.09404	2.6627	0.014247	0.0155767
					0.27398	3.14055	0.0146495	0.693772			2.09764	2.67608	0.0134656	0.0147539
					0.283196	3.13423	0.0129493	0.693601			2.08847	2.67259	0.0152328	0.0143808
					0.281023	3.13598	0.0156594	0.695185			2.10072	2.67081	0.0142381	0.0144665
					0.275918	3.14194	0.0140837	0.693098			2.11625	2.67534	0.0150706	0.0147448
					0.28342	3.15281	0.0153685	0.689993			2.10162	2.69852	0.0145638	0.0141243
					0.284864	3.15458	0.0130657	0.69369			2.09621	2.70003	0.0127445	0.0124993
					0.29249	3.16352	0.0149194	0.694149			2.1086	2.68507	0.0133689	0.0137114
					0.282543	3.17654	0.0158047	0.690486			2.10646	2.69201	0.0124848	0.0138116
					0.284578	3.16097	0.0153226	0.692872			2.10613	2.68415	0.0136791	0.0128941
					0.280148	3.14182	0.0129265	0.690741			2.13862	2.71129	0.0144325	0.0140366
					0.283369	3.18212	0.0138416	0.693801			2.11707	2.71343	0.0134027	0.0122187
					0.283504	3.166	0.0135526	0.694906			2.1076	2.69871	0.0147381	0.0137828
					0.279901	3.16968	0.0141895	0.695087			2.13872	2.70267	0.0144189	0.0154033
					0.283123	3.18862	0.013587	0.69393			2.12579	2.71655	0.0178593	0.0124633
					0.289489	3.20373	0.0174838	0.69324			2.13789	2.70993	0.0130053	0.015856
					0.279609	3.19608	0.0151448	0.692621			2.15441	2.72693	0.0157991	0.0124383
					0.283843	3.20261	0.015033	0.695288			2.16348	2.70465	0.0120162	0.0120622
					0.275805	3.19259	0.0143339	0.692268			2.16053	2.72975	0.0136759	0.0169441
					0.27994	3.2016	0.0147611	0.693635			2.16168	2.72529	0.0133586	0.0143826
					0.280774	3.199	0.0131921	0.695671			2.16314	2.73676	0.0134973	0.0156462
					0.279867	3.21939	0.0142671	0.69311			2.14349	2.72859	0.0126462	0.0137469
					0.280762	3.22198	0.0156218	0.691743			2.1571	2.72274	0.0143277	0.0141413
					0.276308	3.21678	0.0156217	0.693556			2.16946	2.72269	0.0151134	0.0142941
					0.286161	3.22644	0.0155488	0.694428			2.15663	2.73979	0.013692	0.014879
					0.285388	3.22307	0.0149703	0.693159			2.16669	2.75277	0.0172326	0.0150933
					0.284368	3.2269	0.0137328	0.69278			2.1761	2.75866	0.0158153	0.0124496
					0.276502	3.20686	0.0120639	0.69311			2.18053	2.74587	0.0144643	0.0151206
					0.273582	3.23214	0.0123802	0.693656			2.17346	2.7522	0.014194	0.016546
					0.270647	3.2332	0.0137005	0.6941			2.16882	2.74469	0.0133544	0.0148574
					0.275004	3.22716	0.015038	0.693264			2.18685	2.75011	0.0146129	0.0162671
					0.28338	3.2456	0.0117655	0.695063			2.18714	2.76949	0.0140154	0.0167852
					0.277125	3.25449	0.0152892	0.695735			2.19375	2.76506	0.0144265	0.0141041
					0.278111	3.26235	0.0143453	0.694425			2.2029	2.75615	0.0142123	0.0159365
					0.278643	3.26824	0.0135865	0.69345			2.18868	2.76502	0.0155515	0.0142855
					0.2898	3.25641	0.0158685	0.695476			2.17921	2.76866	0.0173206	0.0137415
					0.282153	3.25842	0.013506	0.695164			2.20111	2.76945	0.0129557	0.0116302
					0.28136	3.25769	0.0125568	0.694162			2.20382	2.77188	0.0140557	0.0136976
					0.285053	3.25565	0.0118882	0.694605			2.21699	2.79193	0.015719	0.0149592
					0.288383	3.28578	0.0128552	0.694251			2.21554	2.77468	0.0123874	0.0143897
					0.282496	3.28139	0.0156475	0.695096			2.21192	2.77355	0.0153568	0.0168899
					0.286289	3.28813	0.011687	0.693798			2.22723	2.78139	0.0144343	0.0139805
					0.2802	3.29779	0.0148597	0.692869			2.22858	2.79499	0.0149884	0.0140149
					0.289554	3.29455	0.0136819	0.69394			2.20941	2.80605	0.0151365	0.0143633
					0.289173	3.3039	0.0151215	0.694711			2.23081	2.79421	0.0149783	0.013753
					0.280784	3.30051	0.015073	0.695671			2.22505	2.80152	0.0137958	0.0176672
					0.278997	3.30403	0.0141971	0.696007			2.2506	2.79392	0.0120155	0.0142856
					0.287611	3.31011	0.0146853	0.694201			2.24278	2.79766	0.0128754	0.01284
					0.292636	3.32199	0.0138507	0.692679			2.25278	2.79833	0.0135327	0.0141144
					0.289209	3.30741	0.0134698	0.694799			2.24409	2.80693	0.012921	0.0132641
					0.282721	3.32451	0.013988	0.690893			2.25297	2.80136	0.0130339	0.0126498
					0.279026	3.32476	0.0128826	0.693138			2.23726	2.80564	0.0116481	0.0126611
					0.280608	3.31635	0.015187	0.694466			2.26762	2.80928	0.0158726	0.0142886
					0.27812	3.33758	0.0145578	0.693986			2.26401	2.82286	0.0149225	0.0130349
					0.28305	3.3249	0.0140172	0.69172			2.26719	2.82797	0.0141287	0.0142283
					0.280876	3.34173	0.0125084	0.693686			2.28312	2.82235	0.0169778	0.017445
					0.280646	3.32552	0.0145037	0.694664			2.28046	2.82601	0.0129971	0.0160488
					0.291043	3.33564	0.0122496	0.694612			2.28404	2.83906	0.0129197	0.0140142
					0.272544	3.32958	0.0131255	0.693184			2.27256	2.83561	0.0148521	0.0137794
					0.281171	3.34617	0.0133295	0.696282			2.28357	2.83645	0.0119213	0.0128127
					0.284537	3.35841	0.0151345	0.693291			2.29669	2.82783	0.0143339	0.0142092
					0.286824	3.35956	0.0147984	0.69296			2.29413	2.82982	0.0137531	0.0155567
					0.27939	3.36499	0.0156547	0.694117			2.28547	2.83472	0.0118817	0.0143274
					0.273987	3.35478	0.0145175	0.694678			2.28949	2.84352	0.0151312	0.01568
					0.287715	3.37633	0.014121	0.698264			2.31693	2.83542	0.0138539	0.014368
					0.274452	3.37267	0.0159193	0.694536			2.29872	2.84537	0.014745	0.0128652
					0.278572	3.37585	0.0136334	0.695034			2.30505	2.84721	0.0131136	0.0163366
					0.275368	3.36634	0.0131792	0.694363			2.31012	2.86895	0.0141587	0.0143677
					0.273003	3.36758	0.0134485	0.694061			2.30645	2.86689	0.0141667	0.0135802
					0.281941	3.37913	0.0136653	0.69534			2.32491	2.87165	0.013106	0.0151261
					0.282041	3.40015	0.0124264	0.69251			2.32253	2.86821	0.0146469	0.0149917
					0.291036	3.40256	0.0153957	0.69583			2.33627	2.8748	0.013884	0.0141436
					0.280964	3.39942	0.0161457	0.696651			2.3166	2.86807	0.0147299	0.0151665
					0.288204	3.40932	0.0144822	0.693899			2.32226	2.88919	0.0136135	0.013918
					0.278008	3.40949	0.0154141	0.696517			2.34069	2.87793	0.016144	0.0164792
					0.283446	3.40424	0.0150839	0.693042			2.33567	2.88047	0.0156355	0.0162877
					0.280335	3.39948	0.0136007	0.691866			2.3526	2.868	0.011982	0.0139747
					0.281685	3.41227	0.0152453	0.69478			2.34685	2.86905	0.0129715	0.0145676
					0.274157	3.42914	0.0151439	0.695478			2.34304	2.88345	0.0122346	0.0162865
					0.278721	3.43005	0.0146883	0.695216			2.32972	2.88273	0.0128118	0.0137635
					0.282902	3.41252	0.0119676	0.694695			2.35374	2.88294	0.013653	0.0162468
					0.280023	3.43009	0.0154053	0.695242			2.35926	2.89064	0.0163752	0.0143582
					0.286486	3.4349	0.0143663	0.694158			2.36032	2.91236	0.0123645	0.0161972
					0.280745	3.44021	0.0140177	0.693497			2.37138	2.90835	0.0127564	0.0139443
					0.281499	3.45179	0.0129663	0.693658			2.37318	2.8978	0.0155639	0.0155182
					0.281998	3.46262	0.0143816	0.692317			2.37718	2.92065	0.0127129	0.0526883
