sub3	tbasej3	rp3444	rp6275b	lap2_61	lap2_62	cur2_61	cur2_62
				0.386479	15.6362	0.00613028	0.00292966
				0.38648	15.6375	0.0046613	-0.000244582
				0.38648	15.6387	0.00484934	0.00344232
				0.386482	15.64	0.00406253	0.00194796
				0.386484	15.6413	0.00560104	0.00300261
				0.386486	15.6426	0.00286823	0.00151622
				0.386487	15.6439	0.00613196	0.000148787
				0.386487	15.6452	0.00477245	0.00208311
				0.386485	15.6464	0.00594231	0.00161789
				0.386482	15.6477	0.00521946	0.0014041
				0.38648	15.649	0.0057538	0.00204448
				0.386476	15.6502	0.00650553	0.00254936
				0.386473	15.6515	0.00848539	0.00236411
				0.386469	15.6528	0.00520524	0.00145425
				0.386464	15.654	0.00593557	0.00217394
				0.386458	15.6553	0.0056708	-0.000435363
				0.386452	15.6566	0.00343728	-3.57E-05
				0.386446	15.6578	0.00430621	-0.00029879
				0.386441	15.6591	0.00636142	0.00116244
				0.386436	15.6603	0.00512202	0.00179756
				0.386431	15.6616	0.00722606	-0.000357893
				0.386426	15.6629	0.003346	0.0045754
				0.386421	15.6641	0.0047687	0.00220181
				0.386415	15.6654	0.00560178	0.00162212
				0.386409	15.6666	0.00472014	0.00154193
				0.386401	15.6678	0.00541124	0.00414992
				0.386393	15.6691	0.00707622	0.000862442
				0.386384	15.6703	0.00338054	0.00119454
				0.386376	15.6716	0.00388417	0.00169113
				0.386367	15.6728	0.00483608	0.00330062
				0.38636	15.674	0.0050278	0.00246868
				0.386354	15.6753	0.00393381	0.00131138
				0.386348	15.6765	0.00484709	0.00124297
				0.386343	15.6777	0.00425425	0.000955555
				0.386338	15.6789	0.0068777	0.00157742
				0.386333	15.6802	0.00465288	0.00129937
				0.386328	15.6814	0.00627277	0.0039631
				0.386324	15.6826	0.00323162	0.0043193
				0.38632	15.6838	0.00599782	0.00283096
				0.386315	15.685	0.00196053	0.00263007
				0.386312	15.6862	0.00690584	0.00275973
				0.386311	15.6874	0.00358577	0.000519736
				0.386311	15.6885	0.0038143	0.00284507
				0.386312	15.6897	0.00622584	0.00179985
				0.386314	15.6909	0.00335506	6.60E-05
				0.386316	15.6921	0.00554522	-3.60E-05
				0.386317	15.6932	0.0037582	0.000679623
				0.386318	15.6944	0.00500621	0.00169321
				0.386319	15.6956	0.00250044	0.0023365
				0.386321	15.6967	0.00598407	0.00249375
				0.386323	15.6979	0.00416785	0.00142121
				0.386324	15.699	0.00492447	0.00118317
				0.386325	15.7002	0.00478806	4.17E-06
				0.386324	15.7013	0.00366322	0.00225972
				0.386324	15.7025	0.00545893	0.00197003
				0.386325	15.7036	0.00425791	0.00114111
				0.386326	15.7047	0.00293035	0.00158355
				0.38633	15.7059	0.00681349	0.000114771
				0.386334	15.707	0.0043955	0.00321045
				0.386339	15.7081	0.00429084	0.00232566
				0.386344	15.7092	0.00273422	0.0023912
				0.386351	15.7103	0.00358324	0.00130935
				0.38636	15.7115	0.00441376	0.000115241
				0.386369	15.7125	0.00537181	0.00105959
				0.386378	15.7136	0.00497792	0.00116667
				0.386385	15.7147	0.00463007	0.00184584
				0.386393	15.7158	0.00336626	0.00538284
				0.386402	15.7169	0.00690521	0.00302594
				0.38641	15.718	0.00907715	0.000293786
				0.386419	15.719	0.0078398	0.00366886
				0.386428	15.7201	0.00472352	0.000996488
				0.386437	15.7211	0.00663547	0.00197949
				0.386447	15.7222	0.00152895	0.00380139
				0.386456	15.7232	0.00345469	0.00165922
				0.386468	15.7242	0.00435835	0.00358158
				0.386478	15.7253	0.0062009	0.00260798
				0.38649	15.7263	0.00333399	0.00325405
				0.386501	15.7273	0.00493656	0.00244981
				0.386512	15.7283	0.00350654	0.00111479
				0.386522	15.7293	0.0054738	0.00219719
				0.386531	15.7303	0.0038671	-0.000377493
				0.386542	15.7313	0.00491422	0.00102984
				0.386551	15.7323	0.00540443	0.00139909
				0.386559	15.7333	0.0067955	-0.000631075
				0.386567	15.7343	0.00544174	0.00278935
				0.386575	15.7353	0.00649505	0.000858346
				0.386585	15.7362	0.0059455	0.00102613
				0.386595	15.7372	0.00510824	0.00157489
				0.386605	15.7382	0.00462646	0.002947
				0.386616	15.7392	0.0075259	0.00262857
				0.386625	15.7401	0.00332334	0.00183187
				0.386632	15.7411	0.00382834	0.000568342
				0.386641	15.742	0.00169964	-0.000189082
				0.386651	15.743	0.00458265	0.0046567
				0.386659	15.7439	0.00572066	-0.000560688
				0.386666	15.7448	0.00538209	0.000335827
				0.386673	15.7458	0.00668049	0.00343768
				0.386681	15.7467	0.00314757	0.000667383
				0.386688	15.7476	0.00601362	0.00248317
				0.386696	15.7485	0.00781786	0.000605666
				0.386704	15.7494	0.00694276	0.0019472
				0.386713	15.7503	0.00482522	0.000499764
				0.38672	15.7512	0.00468916	0.00456643
				0.386727	15.7521	0.00361562	0.00111666
				0.386733	15.753	0.00561336	0.000729068
				0.386737	15.7538	0.00411301	0.0045672
				0.386743	15.7547	0.00652792	0.00123031
				0.386749	15.7556	0.00252735	0.00207133
				0.386755	15.7564	0.00473231	-0.00144795
				0.386761	15.7573	0.00583631	0.00328024
				0.386767	15.7582	0.00263137	0.000313158
				0.386772	15.759	0.00560931	0.00200993
				0.386779	15.7599	0.00504728	0.00226888
				0.386784	15.7607	0.00371329	0.00152504
				0.386792	15.7616	0.00322444	0.00115404
				0.3868	15.7624	0.00494723	0.00250198
				0.386808	15.7632	0.00526024	0.00151708
				0.386815	15.7641	0.00375775	0.00306332
				0.386822	15.7649	0.00524332	0.00110227
				0.386828	15.7657	0.00379174	0.00395682
				0.386832	15.7665	0.00271931	0.00276213
				0.386835	15.7673	0.00539385	0.000811542
				0.386838	15.7681	0.00481358	0.00190633
				0.386842	15.7689	0.00558682	0.00456271
				0.386844	15.7697	0.00587592	0.00523792
				0.386847	15.7705	0.00479015	0.00400784
				0.38685	15.7712	0.00378477	0.000217243
				0.386853	15.772	0.00835251	0.00303806
				0.386856	15.7727	0.00445041	0.000709055
				0.386858	15.7735	0.00510737	0.00223826
				0.38686	15.7742	0.00688737	0.00262935
				0.386861	15.775	0.00497145	0.00142379
				0.38686	15.7757	0.0064127	0.000512037
				0.386859	15.7765	0.00277339	0.00111441
				0.386857	15.7772	0.00462839	0.00271841
				0.386855	15.7779	0.0057269	-0.000243296
				0.386854	15.7787	0.00486755	0.00322769
				0.386854	15.7794	0.00444411	0.00119483
				0.386852	15.7801	0.00585209	0.0016582
				0.386852	15.7809	0.00419423	0.00176879
				0.386852	15.7816	0.00394057	0.00286574
				0.386851	15.7823	0.00555257	0.00302238
				0.386849	15.783	0.00340217	0.000891944
				0.386847	15.7837	0.00518896	0.000782239
				0.386844	15.7844	0.00683445	0.00183794
				0.386841	15.7851	0.00527987	0.00198157
				0.386838	15.7858	0.00345546	0.00274993
				0.386834	15.7865	0.00459934	0.00356921
				0.38683	15.7871	0.00633395	0.00118088
				0.386825	15.7878	0.00523656	0.0024575
				0.386819	15.7885	0.00513542	0.000116522
				0.386814	15.7892	0.00546901	0.00175968
				0.38681	15.7898	0.00402086	0.0012863
				0.386806	15.7905	0.00649905	0.00112833
				0.386803	15.7912	0.00778306	0.00270382
				0.386802	15.7918	0.00274634	-0.00145725
				0.3868	15.7925	0.00444937	-0.000536133
				0.386799	15.7931	0.0031952	0.00339323
				0.386795	15.7938	0.00526812	-0.000107818
				0.386789	15.7944	0.00280755	0.00303359
				0.386785	15.7951	0.00478147	0.00196196
				0.386782	15.7957	0.00475186	0.000326015
				0.386778	15.7964	0.00626136	-5.22E-05
				0.386773	15.797	0.00313873	0.00161327
				0.386768	15.7977	0.00520021	0.0032126
				0.386764	15.7983	0.00464118	0.00300738
				0.386761	15.799	0.00520505	0.00279701
				0.386758	15.7996	0.00495882	0.00117631
				0.386755	15.8003	0.00504733	0.00251966
				0.386753	15.8009	0.00821554	0.00294849
				0.386752	15.8016	0.00595699	0.00239072
				0.386751	15.8022	0.00468216	0.00312756
				0.38675	15.8028	0.00636669	0.00377819
				0.386749	15.8035	0.00558658	0.0017116
				0.386749	15.8041	0.00385641	0.00292202
				0.386748	15.8047	0.00649262	0.00444522
				0.386746	15.8054	0.00564462	0.000556149
				0.386744	15.806	0.00523648	0.002037
				0.386743	15.8066	0.00552106	0.00318157
				0.386743	15.8072	0.00338787	-0.00143613
				0.386744	15.8079	0.00566337	0.00128935
				0.386744	15.8085	0.00435574	0.00283358
				0.386743	15.8091	0.00415734	-0.000423388
				0.386743	15.8097	0.00716933	-1.43E-05
				0.386745	15.8103	0.00403726	0.00173199
				0.386746	15.811	0.00427759	0.00162267
				0.386746	15.8116	0.00656819	0.00366345
				0.386745	15.8122	0.00674157	0.00242182
				0.386745	15.8128	0.00441092	0.00438148
				0.386747	15.8134	0.00693168	0.00163206
				0.386746	15.814	0.00315579	0.000497042
				0.386748	15.8146	0.00302988	0.00203909
				0.386752	15.8152	0.00481603	0.00428102
				0.386756	15.8158	0.00416203	0.00220943
				0.386759	15.8165	0.0055702	0.00278984
				0.386763	15.8171	0.00386823	0.00188351
				0.386768	15.8177	0.00369602	0.00253906
				0.386773	15.8183	0.00483133	0.00486193
				0.386779	15.8189	0.00726938	0.00290309
				0.386784	15.8195	0.00487303	0.00164629
				0.386788	15.8201	0.00386386	0.00225427
				0.386792	15.8207	0.00323465	0.00192281
				0.386795	15.8213	0.00339259	0.00383077
				0.386801	15.8219	0.0053089	0.00308405
				0.386806	15.8224	0.00546005	0.00262343
				0.386812	15.823	0.00531652	0.0015219
				0.386819	15.8236	0.00360643	0.00172695
				0.386825	15.8242	0.00566735	0.00318035
				0.38683	15.8248	0.0051338	0.00109553
				0.386836	15.8253	0.00350191	0.000545233
				0.386842	15.8259	0.00671831	0.00264802
				0.386847	15.8265	0.00345698	0.00122257
				0.386854	15.827	0.00357849	0.00282273
				0.386859	15.8276	0.00494682	0.000642815
				0.386866	15.8281	0.00382355	0.00420163
				0.386871	15.8287	0.00472842	0.00417363
				0.386876	15.8292	0.00691701	0.00262218
				0.386883	15.8298	0.00528199	0.000805684
				0.386888	15.8303	0.00520767	0.00373439
				0.386893	15.8309	0.0062601	0.00160325
				0.386898	15.8314	0.00388823	0.00139527
				0.386904	15.832	0.00524086	0.00412321
				0.386909	15.8325	0.00444833	0.00329036
				0.386915	15.833	0.00403893	0.00197655
				0.38692	15.8336	0.00458758	0.000276479
				0.386926	15.8341	0.00441706	0.000776561
				0.386931	15.8347	0.00544067	0.00148923
				0.386936	15.8352	0.00592274	0.00384519
				0.386942	15.8358	0.0045398	0.00404686
				0.386948	15.8363	0.00318796	0.00184688
				0.386955	15.8369	0.00447154	0.00399928
				0.386962	15.8374	0.00359318	0.00182889
				0.386969	15.838	0.00523206	0.00214626
				0.386977	15.8385	0.00411879	0.000121213
				0.386985	15.839	0.00455884	0.00277616
				0.386993	15.8396	0.00581802	0.00229255
				0.387002	15.8401	0.00628966	0.000971572
				0.387009	15.8406	0.00666887	0.00172749
				0.387017	15.8412	0.00514831	0.00289522
				0.387025	15.8417	0.00353963	0.00251069
				0.387032	15.8422	0.00377949	0.000743328
				0.387038	15.8428	0.00585408	0.00403987
				0.387044	15.8433	0.00396659	0.00130202
				0.387051	15.8438	0.00546889	0.00124514
				0.387055	15.8443	0.00444926	0.000883669
				0.387059	15.8449	0.006989	0.00244216
				0.387063	15.8454	0.00486378	0.000747985
				0.387066	15.8459	0.00432362	0.000329137
				0.387071	15.8464	0.00565357	0.00264422
				0.387075	15.847	0.00325306	0.00397806
				0.38708	15.8475	0.00374215	0.00278705
				0.387084	15.848	0.00628008	0.00101988
				0.387088	15.8485	0.00386664	0.00119349
				0.38709	15.8491	0.00567447	0.00124128
				0.387094	15.8496	0.00603503	0.00182027
				0.387096	15.8501	0.00586425	0.0010761
				0.387097	15.8507	0.00401429	0.00228912
				0.387099	15.8512	0.00248425	0.00210585
				0.387098	15.8517	0.00456044	0.000626997
				0.387099	15.8522	0.00262468	0.00356619
				0.387099	15.8528	0.00495381	0.00222984
				0.387096	15.8533	0.00407181	0.00231986
				0.387093	15.8538	0.00735421	0.00310847
				0.38709	15.8543	0.00748801	0.00250755
				0.387086	15.8548	0.00471546	0.00583759
				0.387082	15.8553	0.00508711	0.00397425
				0.387077	15.8559	0.00657273	0.00332333
				0.387072	15.8564	0.00362408	0.00110926
				0.387066	15.8569	0.00537945	0.00336789
				0.387061	15.8574	0.00691699	-0.000856054
				0.387055	15.8579	0.00312169	0.00163644
				0.387048	15.8584	0.00391479	0.00311427
				0.38704	15.8589	0.00365019	0.000746955
				0.387031	15.8595	0.006599	0.00135196
				0.387023	15.86	0.00636086	0.00103002
				0.387013	15.8605	0.00352778	0.00132041
				0.387002	15.861	0.00270038	0.00185289
				0.386992	15.8615	0.00664566	0.00182541
				0.386981	15.862	0.00589394	0.00100839
				0.386969	15.8626	0.00422753	0.00315963
				0.386956	15.8631	0.00388632	0.00246497
				0.386942	15.8636	0.00742685	0.000987952
				0.386929	15.8641	0.00463931	0.00226753
				0.386918	15.8646	0.0055771	0.00331793
				0.386906	15.8651	0.00588138	0.00205864
				0.386894	15.8657	0.00660544	0.00216656
				0.386881	15.8662	0.00424208	0.00212584
				0.386869	15.8667	0.00553145	0.00106848
				0.386857	15.8672	0.00519025	0.00431645
				0.386843	15.8677	0.00193904	0.00430426
				0.386827	15.8682	0.00735483	0.00216532
				0.386814	15.8687	0.00387886	0.00158453
				0.386799	15.8692	0.00402507	-0.000513853
				0.386782	15.8698	0.0054372	0.00329757
				0.386765	15.8703	0.00574543	0.00134505
				0.386748	15.8708	0.0035232	0.000503238
				0.386733	15.8713	0.006222	0.00277828
				0.386717	15.8718	0.00381651	0.0036001
				0.386701	15.8723	0.0032456	0.003374
				0.386683	15.8728	0.00608187	0.0036725
				0.386666	15.8734	0.00447168	0.002764
				0.386651	15.8739	0.00335679	0.000969452
				0.386635	15.8744	0.00380216	0.00196959
				0.386619	15.8749	0.0062723	0.0012748
				0.386603	15.8755	0.00476785	0.00126468
				0.386586	15.876	0.00507914	0.000611328
				0.386569	15.8765	0.00685551	0.00372841
				0.386551	15.8771	0.00255042	0.00216808
				0.386532	15.8777	0.00537332	0.000621263
				0.386514	15.8782	0.00775413	0.000620854
				0.386496	15.8788	0.00359651	0.00328568
				0.386479	15.8793	0.00422343	0.0014349
				0.386462	15.8799	0.00599902	0.0015222
				0.386445	15.8805	0.00308866	0.00245818
				0.38643	15.881	0.00599242	0.0018777
				0.386413	15.8816	0.00260372	0.00258455
				0.386395	15.8822	0.00393153	0.00201845
				0.386378	15.8827	0.00275856	0.00438796
				0.386361	15.8833	0.00399117	0.00191963
				0.386344	15.8839	0.00464469	0.00280513
				0.386329	15.8845	0.0041059	0.000857851
				0.386314	15.8851	0.00299278	0.00178709
				0.386299	15.8857	0.00325835	0.00413872
				0.386286	15.8863	0.00748262	3.82E-05
				0.386272	15.8869	0.00619737	0.00131405
				0.386259	15.8874	0.00582355	0.00244838
				0.386246	15.888	0.0042255	-2.23E-05
				0.386233	15.8886	0.0027828	-5.32E-05
				0.386221	15.8892	0.00510553	0.00297156
				0.386207	15.8898	0.00398081	0.00266581
				0.386193	15.8904	0.0034974	0.00161823
				0.386177	15.891	0.00621562	0.00259789
				0.386161	15.8916	0.00372209	0.0025269
				0.386145	15.8922	0.00511802	-0.00115321
				0.38613	15.8928	0.00699834	0.00282676
				0.386115	15.8933	0.00501593	0.00305249
				0.3861	15.8939	0.0054559	0.00388634
				0.386083	15.8945	0.0033813	0.00116196
				0.386068	15.8951	0.00676827	0.00193561
				0.386052	15.8957	0.00472715	0.00169231
				0.386037	15.8963	0.00412949	0.00249838
				0.386022	15.8969	0.00458335	0.000805148
				0.386009	15.8975	0.00422014	0.000308644
				0.385996	15.8981	0.00329393	0.00210038
				0.385985	15.8988	0.00494743	0.00296351
				0.385975	15.8994	0.00315992	0.0012271
				0.385966	15.9	0.00262399	0.000257321
				0.385958	15.9006	0.00443575	0.00152802
				0.385949	15.9012	0.00505115	-5.89E-05
				0.385939	15.9018	0.00337857	0.00150472
				0.385929	15.9025	0.00294035	0.00143537
				0.38592	15.9031	0.00202998	0.00205891
				0.385912	15.9037	0.003323	0.0024157
				0.385904	15.9043	0.00448811	0.00223448
				0.385896	15.9049	0.00574819	0.000119401
				0.385887	15.9056	0.00280887	0.00384595
				0.385879	15.9062	0.00552333	0.00104129
				0.385872	15.9068	0.00708284	0.0028192
				0.385863	15.9074	0.00423724	0.00236848
				0.385855	15.908	0.00465135	0.00260406
				0.385848	15.9087	0.00455668	0.00131767
				0.385841	15.9093	0.00361931	-0.000257957
				0.385837	15.9099	0.00535088	-7.92E-05
				0.385832	15.9105	0.00272724	-0.00152029
				0.385829	15.9111	0.00436563	0.00252822
				0.385826	15.9117	0.0048965	0.00349788
				0.385824	15.9124	0.00431516	0.00188802
				0.38582	15.913	0.00525514	0.00202394
				0.385817	15.9136	0.00476066	0.000723051
				0.385815	15.9142	0.00439149	0.00398622
				0.385811	15.9148	0.00385253	0.00132009
				0.385807	15.9154	0.00338938	0.0011517
				0.385804	15.916	0.00536547	0.00107768
				0.3858	15.9166	0.00364375	0.00176909
				0.385797	15.9172	0.00680545	6.38E-05
				0.385796	15.9178	0.00488487	-0.00100676
				0.385795	15.9184	0.00557684	0.00210077
				0.385795	15.919	0.00508433	0.0018158
				0.385796	15.9196	0.00393444	0.00158966
				0.385797	15.9202	0.00489909	0.00273413
				0.385798	15.9207	0.00645429	0.00113406
				0.3858	15.9213	0.0050616	0.00206415
				0.385801	15.9219	0.00233599	0.00185278
				0.385802	15.9225	0.00415009	0.00183887
				0.385802	15.9231	0.00484581	0.000541154
				0.385803	15.9237	0.00428174	0.00198988
				0.385805	15.9242	0.00516919	0.00129856
				0.385807	15.9248	0.00215294	0.000190866
				0.385809	15.9254	0.00236448	0.00254407
				0.385811	15.926	0.00473751	0.00283209
				0.385815	15.9265	0.0050905	0.00278691
				0.385819	15.9271	0.00415933	0.00105592
				0.385823	15.9277	0.00625806	0.00108713
				0.385827	15.9282	0.00415152	0.00166255
				0.385832	15.9288	0.0040343	0.00179908
				0.385838	15.9293	0.00348966	0.00112333
				0.385845	15.9299	0.0051304	0.000339993
				0.385849	15.9304	0.00426057	0.00365595
				0.385854	15.931	0.00352985	-0.000402179
				0.385859	15.9315	0.00425558	0.00411672
				0.385865	15.932	0.00543862	5.18E-05
				0.38587	15.9326	0.00455404	0.00102193
				0.385875	15.9331	0.00476535	0.00271649
				0.38588	15.9336	0.00480587	0.00247354
				0.385885	15.9341	0.00159517	0.00371302
				0.38589	15.9346	0.00549707	0.00089602
				0.385896	15.9351	0.00346368	0.00435242
				0.385902	15.9356	0.00756066	0.00196979
				0.385908	15.9361	0.00763631	0.00341181
				0.385915	15.9366	0.00396163	0.00335702
				0.385922	15.937	0.00503219	0.00166205
				0.385929	15.9375	0.00455098	0.00290529
				0.385934	15.9379	0.00522097	0.00199415
				0.385939	15.9384	0.00578074	0.00125078
				0.385945	15.9388	0.00516064	-0.000201733
				0.385949	15.9393	0.0045171	0.00381428
				0.385956	15.9397	0.00362336	0.00388343
				0.385963	15.9402	0.00518592	0.00377326
				0.385972	15.9406	0.00406101	0.00204938
				0.385982	15.941	0.00472208	0.00149556
				0.385991	15.9414	0.008763	0.00335747
				0.386001	15.9418	0.00619003	0.00334336
				0.386009	15.9422	0.00451369	0.00303822
				0.386019	15.9426	0.00356562	0.00293559
				0.386027	15.943	0.00507093	0.00309263
				0.386037	15.9434	0.00253037	0.000622866
				0.386046	15.9438	0.0058662	0.00244557
				0.386055	15.9442	0.00707242	0.00274721
				0.386065	15.9445	0.00446744	0.000783764
				0.386074	15.9449	0.00720839	0.00366303
				0.386085	15.9453	0.00375846	0.000807449
				0.386098	15.9456	0.00419084	0.00203396
				0.386113	15.946	0.000425163	0.00167063
				0.386128	15.9463	0.00468912	0.00141505
				0.386145	15.9467	0.00635719	0.000194051
				0.386159	15.947	0.00316706	0.00390096
				0.386174	15.9474	0.00405252	0.00224691
				0.386188	15.9477	0.00467315	0.0010084
				0.386202	15.948	0.00470722	0.00104955
				0.386215	15.9484	0.00388471	0.00271835
				0.386228	15.9487	0.00554598	0.00202202
				0.38624	15.949	0.00515642	0.00225735
				0.386252	15.9493	0.00494915	0.00343146
				0.386261	15.9496	0.00476415	0.00348168
				0.38627	15.9499	0.00434096	0.00326874
				0.386279	15.9502	0.0038864	0.00338864
				0.386287	15.9505	0.00334012	0.00132364
				0.386295	15.9508	0.00369609	0.00296703
				0.386303	15.951	0.00358797	0.000267798
				0.386312	15.9513	0.000455389	0.00203538
				0.386323	15.9516	0.00638636	0.00154707
				0.386333	15.9518	0.00142678	-0.000463867
				0.386344	15.952	0.0045009	0.00253389
				0.386353	15.9523	0.00453524	0.00253715
				0.386361	15.9525	0.00514947	0.00207591
				0.38637	15.9527	0.00325428	0.00126797
				0.386379	15.953	0.00320294	0.00286412
				0.386386	15.9532	0.00209111	-0.000535217
				0.386394	15.9534	0.00604642	0.000825688
				0.386403	15.9536	0.00546651	0.0015403
				0.386412	15.9538	0.00251893	0.00327917
				0.386422	15.954	0.00335647	-0.000777059
				0.38643	15.9542	0.00429733	0.000704966
				0.386437	15.9543	0.00522526	0.00272934
				0.386445	15.9545	0.00598134	0.00273797
				0.386452	15.9547	0.00302216	0.00266027
				0.386459	15.9549	0.00440435	0.00225419
				0.386466	15.955	0.00656004	0.00302887
				0.386475	15.9552	0.00193108	0.000685947
				0.386482	15.9554	0.0053988	0.000115527
				0.38649	15.9555	0.0048609	-0.000995606
				0.3865	15.9557	0.00357904	0.000842067
				0.386508	15.9558	0.00588858	0.00270226
				0.386517	15.956	0.00873724	0.00157436
				0.386526	15.9561	0.00442599	0.00244282
				0.386535	15.9563	0.0047176	0.000958333
				0.386543	15.9564	0.00384908	0.00128161
				0.386552	15.9566	0.00330195	0.000732828
				0.386561	15.9567	0.00499438	0.00113573
				0.386569	15.9568	0.0059923	0.00253365
				0.386577	15.957	0.00469686	0.00248108
				0.386585	15.9571	0.00515331	0.000376048
				0.386594	15.9572	0.00306049	0.00128117
				0.386604	15.9573	0.00638676	0.00132494
				0.386614	15.9575	0.00435195	0.00318657
				0.386626	15.9576	0.00470083	9.52E-05
				0.386636	15.9577	0.00648345	0.00251929
				0.386646	15.9578	0.00509281	0.00306148
				0.386656	15.9579	0.005057	0.00244853
				0.386666	15.958	0.00669485	-0.00117989
				0.386677	15.9581	0.00441508	-0.000145996
				0.386686	15.9582	0.00538446	0.00297385
				0.386697	15.9583	0.00633889	0.00277762
				0.386708	15.9584	0.00175774	-0.000287651
				0.386718	15.9585	0.00363017	0.00233891
				0.386729	15.9586	0.00676364	0.00211531
				0.386738	15.9587	0.00418706	0.00160118
				0.386748	15.9588	0.00295333	0.00323247
				0.386757	15.9588	0.00647973	0.00170422
				0.386765	15.9589	0.00718983	0.000833662
				0.386772	15.959	0.0063483	0.000235172
				0.386778	15.9591	0.0019641	-0.000533452
				0.386784	15.9592	0.0069175	0.00157454
				0.386789	15.9593	0.00689391	-0.00039141
				0.386793	15.9594	0.0050669	0.000196062
				0.386796	15.9595	0.00478381	0.00272696
				0.386801	15.9596	0.00628613	0.00212859
				0.386806	15.9597	0.00315477	0.00183213
				0.386809	15.9598	0.00475704	0.000854435
				0.386812	15.9599	0.00234518	0.00209832
				0.386816	15.9601	0.00541715	0.00230397
				0.38682	15.9602	0.00642009	0.00122519
				0.386824	15.9603	0.00189872	0.000772672
				0.38683	15.9604	0.00498319	0.00366306
				0.386835	15.9605	0.00416831	0.000280376
				0.386841	15.9606	0.00364187	0.00197272
				0.386849	15.9608	0.00322977	-0.000383918
				0.386853	15.9609	0.00539841	0.0017977
				0.386856	15.961	0.003743	0.00297875
				0.386858	15.9611	0.00482785	0.00215724
				0.386859	15.9613	0.00376307	-6.26E-05
				0.386859	15.9614	0.00464372	0.00110909
				0.386858	15.9616	0.00676384	0.000568708
				0.386858	15.9617	0.00625348	0.000775367
				0.386857	15.9618	0.00317964	0.00133364
				0.386857	15.962	0.002996	0.000591096
				0.386858	15.9621	0.0068366	0.00211483
				0.386858	15.9623	0.00646417	0.00295975
				0.38686	15.9624	0.0047178	0.0013224
				0.38686	15.9626	0.00339568	0.00018971
				0.38686	15.9627	0.00623704	-0.0011537
				0.386858	15.9629	0.00310122	0.00210317
				0.386855	15.9631	0.00267654	0.00520146
				0.386849	15.9632	0.00366412	0.000824138
				0.386843	15.9634	0.0051248	0.00162284
				0.386835	15.9636	0.00209544	0.00244028
				0.386826	15.9638	0.00401423	0.000633044
				0.386818	15.9639	0.00502561	0.00278906
				0.386811	15.9641	0.00502681	0.001999
				0.386804	15.9643	0.00261089	0.00101952
				0.386798	15.9645	0.00596846	0.00150371
				0.386792	15.9646	0.00450578	0.00132192
				0.386786	15.9648	0.00606054	0.00346557
				0.386781	15.965	0.00596823	0.00468387
				0.386775	15.9652	0.00457184	0.000960805
				0.386769	15.9654	0.0049275	0.00331095
				0.386763	15.9656	0.00531347	0.00217771
				0.386757	15.9658	0.0037252	0.00203866
				0.38675	15.966	0.00519867	0.00153396
				0.386743	15.9663	0.00439622	0.00394098
				0.386736	15.9665	0.00267249	0.00336694
				0.386728	15.9667	0.00432951	0.000667274
				0.386721	15.9669	0.00343266	0.00402791
				0.386713	15.9672	0.00276149	0.000660508
				0.386706	15.9674	0.00474474	0.0047209
				0.3867	15.9677	0.00823942	0.00269712
				0.386695	15.9679	0.00670669	0.00126771
				0.386691	15.9682	0.00446873	0.0049928
				0.386688	15.9685	0.00365714	0.00350145
				0.386685	15.9687	0.00636643	-0.000689098
				0.386682	15.969	0.00518748	0.00208042
				0.38668	15.9693	0.00594117	0.00174986
				0.386679	15.9696	0.00467567	0.00295696
				0.386677	15.9699	0.00629224	-0.000139545
				0.386677	15.9702	0.00453498	0.00147272
				0.386677	15.9705	0.00584357	0.000342104
				0.386679	15.9708	0.00394466	0.000410546
				0.386679	15.9711	0.00457266	-0.00018
				0.38668	15.9714	0.00619906	0.00424275
				0.386679	15.9717	0.00550782	0.00195268
				0.386679	15.972	0.00532128	0.00103479
				0.386678	15.9723	0.00499985	0.00270913
				0.386676	15.9727	0.00421237	0.00284003
				0.386676	15.973	0.0068081	0.0041226
				0.386675	15.9733	0.00459236	0.00611247
				0.386673	15.9737	0.00556212	0.00341301
				0.386671	15.974	0.00373556	0.00382838
				0.38667	15.9744	0.00524631	0.00415705
				0.386669	15.9747	0.00710396	0.00384355
				0.386666	15.9751	0.00447774	0.00114907
				0.386664	15.9755	0.00601187	0.000974651
				0.386663	15.9759	0.00242389	0.00108114
				0.386663	15.9762	0.00708916	0.00348462
				0.386662	15.9766	0.00497685	0.00202199
				0.38666	15.977	0.0029619	0.00198158
				0.386656	15.9774	0.00420701	0.00195291
				0.386652	15.9778	0.00453763	0.00172292
				0.386646	15.9782	0.00478973	0.00367458
				0.386642	15.9787	0.00429476	0.00153566
				0.386637	15.9791	0.00328102	6.05E-05
				0.386631	15.9795	0.0080934	0.00143092
				0.386625	15.98	0.0052755	0.000520683
				0.38662	15.9804	0.00422245	0.00216076
				0.386614	15.9809	0.00334974	0.00122595
				0.386607	15.9813	0.00368065	0.00449605
				0.386601	15.9818	0.00544029	0.000831168
				0.386593	15.9823	0.00422245	0.00200985
				0.386586	15.9827	0.00659017	0.00131722
				0.38658	15.9832	0.0061277	0.00205414
				0.386575	15.9837	0.00542303	0.00239205
				0.386572	15.9841	0.00602217	0.000444371
				0.38657	15.9846	0.00511509	0.00101933
				0.386569	15.9851	0.00388848	-0.00065533
				0.386569	15.9856	0.00432414	-0.000387645
				0.386569	15.9861	0.00462218	0.00130781
				0.386571	15.9866	0.0037132	0.00429787
				0.386574	15.987	0.00461491	0.00417244
