frst1	nxt1	jsub1	jlap1	platv55	platv54
-0.0603612	-0.0589283	-0.000232922	3.22843	-0.0594309	-0.0593537
-0.0602666	-0.0592803	0.000213767	3.29629	-0.061077	-0.0610135
-0.0603369	-0.0593536	0.000216677	3.36649	-0.0611935	-0.0605486
-0.0606986	-0.0597173	0.000218729	3.46972	-0.0608326	-0.0603453
-0.0609721	-0.0598333	6.12076e-05	3.59052	-0.0598845	-0.0612027
-0.0614438	-0.0599712	-0.000272627	3.69249	-0.0591921	-0.0616564
-0.0614616	-0.0601201	-0.000141506	3.78176	-0.0597391	-0.0613219
-0.0615684	-0.0603978	2.93448e-05	3.86178	-0.0612126	-0.0607395
-0.0615831	-0.0607746	0.000391537	4.03363	-0.0612497	-0.0598829
-0.0617497	-0.0609143	0.000364575	4.11333	-0.061352	-0.0608301
-0.0618373	-0.0608956	0.000258256	4.16783	-0.0614006	-0.0605255
-0.0619056	-0.0607675	6.19174e-05	4.47089	-0.0618773	-0.0588654
