Vm1_35b_samp	Vm1_29b_samp	Vm1_24b_samp
-0.0605434	-0.0586714	-0.0570458
-0.0605589	-0.0586333	-0.0570735
-0.0605479	-0.0586224	-0.0570955
-0.0605381	-0.0585776	-0.0570678
-0.0605169	-0.0585543	-0.057112
-0.0605578	-0.0585376	-0.0571799
-0.0605987	-0.0585192	-0.0571881
-0.0606133	-0.0584678	-0.057197
-0.060645	-0.0584302	-0.0571712
-0.0607015	-0.0584824	-0.057141
-0.0606806	-0.0584998	-0.0571715
-0.0606605	-0.058463	-0.0571789
-0.0606443	-0.0584852	-0.0572228
-0.0606233	-0.0584877	-0.057236
-0.0606857	-0.0584411	-0.057263
-0.0607191	-0.0584197	-0.0572761
-0.0607056	-0.058373	-0.0573025
-0.0606775	-0.0583741	-0.0573298
-0.0606824	-0.0583265	-0.0573173
-0.0606844	-0.0582592	-0.0573313
-0.0606597	-0.0582928	-0.0573568
-0.0606404	-0.0582761	-0.0573546
-0.0605919	-0.0582186	-0.0573803
-0.0605094	-0.0582162	-0.057464
-0.0604854	-0.0582448	-0.057496
-0.0604559	-0.0582158	-0.0574837
-0.0604219	-0.0582151	-0.0574857
-0.0604691	-0.0582434	-0.0574758
-0.060434	-0.0582022	-0.0575062
-0.0604509	-0.0582142	-0.0574926
-0.0604114	-0.0581958	-0.0575133
-0.0604151	-0.0581794	-0.0574507
-0.0603882	-0.0582053	-0.0574414
-0.0603857	-0.0581762	-0.0574318
-0.0603724	-0.0580998	-0.0574215
-0.0603395	-0.0581452	-0.0574484
-0.0603158	-0.0581634	-0.0574557
-0.0602704	-0.0581392	-0.057428
-0.0601388	-0.0581447	-0.0573664
-0.060047	-0.0581812	-0.0573437
-0.0599231	-0.0581082	-0.0574184
-0.0598739	-0.0581095	-0.057441
-0.059832	-0.0581273	-0.0573471
-0.0597848	-0.0581233	-0.05729
-0.059728	-0.0581092	-0.0572718
-0.059707	-0.0580985	-0.0573218
-0.0596583	-0.0580678	-0.0573648
-0.0596252	-0.0580829	-0.0573002
-0.0595875	-0.0580376	-0.0572438
-0.0595499	-0.0580305	-0.0572976
-0.0595335	-0.0581221	-0.0572417
-0.0595479	-0.058101	-0.0572228
-0.0595354	-0.058112	-0.057181
-0.0594615	-0.0580605	-0.0572385
-0.0594415	-0.0580773	-0.0572166
-0.0594323	-0.0581038	-0.057249
-0.0594795	-0.058056	-0.0572868
-0.059468	-0.0580605	-0.0572856
-0.0594177	-0.0580693	-0.0572323
-0.0593163	-0.058101	-0.0571783
-0.0592353	-0.0580512	-0.0572249
-0.0591962	-0.0580304	-0.0572582
-0.0592127	-0.0580561	-0.0572523
-0.0591638	-0.0580623	-0.057259
-0.0590841	-0.0581097	-0.0572817
-0.0590542	-0.058102	-0.0572554
-0.0590889	-0.0581182	-0.0572219
-0.0590588	-0.0581529	-0.0572383
-0.0590652	-0.0581475	-0.0572653
-0.0590289	-0.0582155	-0.0572425
-0.0590021	-0.0582371	-0.0572324
-0.0589414	-0.0582004	-0.0572158
-0.058897	-0.0582503	-0.0572448
-0.0588659	-0.0583211	-0.0572629
-0.0588462	-0.0583804	-0.0572986
-0.0588168	-0.05838	-0.0573343
-0.0588063	-0.0584297	-0.0572927
-0.0587938	-0.0584042	-0.0573283
-0.058729	-0.0584412	-0.0573661
-0.0587241	-0.0585326	-0.0574398
-0.0587124	-0.0585961	-0.0575344
-0.0587201	-0.058631	-0.0575142
-0.0586483	-0.0586479	-0.0575923
-0.058635	-0.0586539	-0.0576301
-0.0586124	-0.0586436	-0.0576119
-0.0585985	-0.0586219	-0.0576275
-0.0585115	-0.0585885	-0.0576277
-0.0585335	-0.0586282	-0.0576432
-0.0585335	-0.0585951	-0.0576238
-0.0585322	-0.0585762	-0.05768
-0.058478	-0.0586083	-0.0576944
-0.0584771	-0.0585857	-0.0576751
-0.0584705	-0.0585686	-0.0576985
-0.0584625	-0.0585711	-0.0576999
-0.0584358	-0.0585817	-0.0577055
-0.0584438	-0.0585938	-0.0577655
-0.0584132	-0.0586622	-0.0578011
-0.058369	-0.0586934	-0.057795
-0.0583663	-0.058701	-0.0578106
-0.0583738	-0.0586637	-0.0577731
-0.0583618	-0.0586965	-0.0578061
-0.0583845	-0.0587356	-0.0577452
-0.0584243	-0.0587644	-0.057739
-0.0583621	-0.0587736	-0.0577742
-0.0583975	-0.0587932	-0.0577254
-0.0584162	-0.0588455	-0.0577288
-0.0584491	-0.058845	-0.057763
-0.0584295	-0.0588417	-0.057847
-0.0584495	-0.0588776	-0.0578397
-0.0584467	-0.0589003	-0.0578278
-0.058439	-0.0589626	-0.0578247
-0.0584325	-0.0589552	-0.0578804
-0.058492	-0.0590621	-0.057998
-0.0584657	-0.0590634	-0.0579902
-0.058501	-0.0590547	-0.0579814
-0.0585304	-0.0590607	-0.0579984
-0.0585367	-0.0590477	-0.05804
-0.0584708	-0.059086	-0.0580512
-0.0585092	-0.0590751	-0.0581045
-0.0585169	-0.0590535	-0.0581106
-0.058484	-0.0590901	-0.0581054
-0.0585117	-0.0591072	-0.0581999
-0.0585325	-0.0591176	-0.0582489
-0.0584826	-0.0590844	-0.0582774
-0.058471	-0.0590669	-0.0582712
-0.0584466	-0.0590743	-0.0582932
-0.058408	-0.0590354	-0.0583154
-0.0583896	-0.0590539	-0.0583226
-0.0584309	-0.0590822	-0.0583361
-0.0583994	-0.0591166	-0.0582819
-0.0584432	-0.0591326	-0.0583144
-0.0585167	-0.0590712	-0.0582919
-0.0584763	-0.0591151	-0.0583211
-0.058488	-0.0590256	-0.0583183
-0.0585148	-0.0590813	-0.0583153
-0.0585093	-0.0590265	-0.0583316
-0.0585585	-0.0589608	-0.0583172
-0.0585057	-0.0589684	-0.058315
-0.058483	-0.0589068	-0.058248
-0.0584602	-0.0588294	-0.0582319
-0.058458	-0.0588515	-0.0582425
-0.0584232	-0.0588178	-0.0582387
-0.0584331	-0.0587689	-0.058218
-0.0584288	-0.0587871	-0.0582155
-0.0584253	-0.0587844	-0.0582491
-0.0583538	-0.0587814	-0.0582662
-0.0583552	-0.0588328	-0.0583101
-0.0583686	-0.0587938	-0.0583407
-0.0583165	-0.058863	-0.0583116
-0.0583206	-0.0588647	-0.0583895
-0.0582518	-0.0587816	-0.0583643
-0.0582155	-0.0587715	-0.0583663
-0.0582315	-0.0588452	-0.0584407
-0.0581916	-0.0588319	-0.0584689
-0.0581597	-0.058898	-0.0584718
-0.0581129	-0.0589707	-0.0584736
-0.0580782	-0.058945	-0.0584677
-0.058025	-0.0589369	-0.0585142
-0.057994	-0.0588933	-0.0585124
-0.057958	-0.0588428	-0.0585058
-0.0579627	-0.058861	-0.0585287
-0.0579641	-0.0587893	-0.0586133
-0.0579531	-0.0587657	-0.0586313
-0.0579681	-0.0587621	-0.0586689
-0.0579293	-0.0586498	-0.0587737
-0.057895	-0.0586681	-0.0588518
-0.0579147	-0.0586458	-0.058809
-0.0578095	-0.0585852	-0.0588311
-0.0577295	-0.058522	-0.0588488
-0.0577102	-0.058505	-0.0588049
-0.0576477	-0.0585201	-0.0587717
-0.0576308	-0.0584886	-0.0586887
-0.0575907	-0.0584182	-0.0587464
-0.0574746	-0.0583993	-0.0587089
-0.0574576	-0.0584568	-0.0587684
-0.057392	-0.0583687	-0.0587005
-0.0573944	-0.0583172	-0.0586769
-0.0573711	-0.0583241	-0.0586762
-0.0572934	-0.0583402	-0.0586762
-0.0572589	-0.0583064	-0.0586769
-0.0572224	-0.0583381	-0.0586456
-0.0572112	-0.0583983	-0.058675
-0.0571442	-0.0584337	-0.0586635
-0.057094	-0.0583978	-0.0586607
-0.0570506	-0.0583917	-0.0586264
-0.0569999	-0.0583234	-0.0586686
-0.056907	-0.0583015	-0.0586782
-0.0568192	-0.0582175	-0.0586679
-0.0567507	-0.0580669	-0.0587241
-0.0567159	-0.0579965	-0.0586717
-0.0566518	-0.0579685	-0.05864
-0.0565349	-0.057986	-0.058619
-0.0564779	-0.057981	-0.0586131
-0.0563906	-0.0579491	-0.0586177
-0.0563665	-0.0579448	-0.0586633
-0.0562575	-0.057963	-0.0586435
-0.0561129	-0.0578972	-0.058612
-0.056028	-0.057912	-0.0586373
-0.0559938	-0.0578827	-0.0586722
-0.0560067	-0.0578846	-0.0586791
-0.0559253	-0.0578926	-0.0586385
-0.0558481	-0.0579302	-0.058572
-0.0558007	-0.057912	-0.0585906
-0.0557317	-0.0579051	-0.0586349
-0.0556741	-0.0579645	-0.0586493
-0.0556826	-0.0580148	-0.058649
-0.0556528	-0.0580379	-0.0586361
-0.055582	-0.0580564	-0.058564
-0.055541	-0.0580499	-0.058589
-0.055585	-0.0580238	-0.0585985
-0.0555201	-0.0580654	-0.0586201
-0.0554609	-0.0580197	-0.0585408
-0.0555164	-0.0579927	-0.0585812
-0.0555085	-0.0579969	-0.0586087
-0.0554661	-0.0579829	-0.058484
-0.0553712	-0.0580223	-0.0584963
-0.0552955	-0.0579514	-0.058507
-0.0552891	-0.0579319	-0.0584414
-0.055291	-0.0579414	-0.0583889
-0.0552955	-0.0579941	-0.0583905
-0.0552566	-0.0579612	-0.0583785
-0.0552464	-0.0579359	-0.0583129
-0.0552541	-0.0579335	-0.0583028
-0.055248	-0.0578774	-0.0583074
-0.0552381	-0.057894	-0.0583026
-0.0552278	-0.0579373	-0.0582836
-0.0552054	-0.0579685	-0.0582741
-0.0552162	-0.057984	-0.0582767
-0.0552534	-0.0579969	-0.0582749
-0.0552424	-0.057929	-0.0582528
-0.055279	-0.0579696	-0.0582876
-0.0552878	-0.0580039	-0.0582534
-0.0552965	-0.0580114	-0.0582687
-0.0553528	-0.0580616	-0.0582171
-0.055375	-0.0581071	-0.0581696
-0.0553804	-0.0580154	-0.0582387
-0.0553895	-0.0579757	-0.0582297
-0.0553964	-0.0580251	-0.0582128
-0.0554343	-0.0580721	-0.0581846
-0.0554226	-0.0580564	-0.0581962
-0.0554126	-0.0580806	-0.0581861
-0.0554084	-0.058079	-0.0581786
-0.0553758	-0.0581175	-0.0581855
-0.0553802	-0.0581301	-0.05815
-0.0553714	-0.0581454	-0.0581536
-0.0553962	-0.0581804	-0.0581687
-0.0554241	-0.0581813	-0.0581335
-0.0554937	-0.0581918	-0.0581293
-0.0555699	-0.0582153	-0.05815
-0.0555186	-0.0582048	-0.0581271
-0.0554483	-0.0581638	-0.0580519
-0.0555132	-0.0581254	-0.058026
-0.055547	-0.0581007	-0.0579594
-0.0555866	-0.0580742	-0.057964
-0.0556008	-0.0580812	-0.0579037
-0.0556094	-0.0580723	-0.0579121
-0.0555877	-0.0580477	-0.0579348
-0.055607	-0.0580361	-0.0579258
-0.055645	-0.0580844	-0.0579629
-0.0556013	-0.0581188	-0.0579789
-0.0556227	-0.0581404	-0.0579887
-0.0556348	-0.0581105	-0.0578925
-0.0556358	-0.0580829	-0.0579323
-0.0556004	-0.0580868	-0.0579321
-0.0555748	-0.0580794	-0.0579107
-0.0555608	-0.058049	-0.0578988
-0.0555521	-0.0580395	-0.0578804
-0.0555261	-0.0580775	-0.0578705
-0.0555043	-0.0580558	-0.0578406
-0.0554705	-0.0580606	-0.0578123
-0.0554473	-0.0580834	-0.0578107
-0.0554516	-0.058	-0.0577852
-0.055392	-0.0579951	-0.0577765
-0.0554371	-0.0579916	-0.0578042
-0.0554051	-0.0579567	-0.0578372
-0.0552754	-0.0579695	-0.0578027
-0.0552787	-0.0579517	-0.0578246
-0.0552465	-0.0579283	-0.0577436
-0.0551867	-0.0579264	-0.0576295
-0.0552207	-0.0579495	-0.0575896
-0.0552255	-0.0579399	-0.0575581
-0.0552304	-0.0579422	-0.0575558
-0.0552301	-0.0580291	-0.0575393
-0.055175	-0.0581067	-0.0575729
-0.0551688	-0.0580953	-0.0575232
-0.0552061	-0.0581128	-0.0574852
-0.0552246	-0.058114	-0.0574769
-0.0552684	-0.0580881	-0.0574334
-0.0552735	-0.0580194	-0.0574327
-0.0553765	-0.058086	-0.0574251
-0.0553612	-0.0581212	-0.0573704
-0.0553933	-0.0581125	-0.0573668
-0.0553914	-0.0581301	-0.0573398
-0.055311	-0.05818	-0.0573463
-0.0552989	-0.0581822	-0.0573656
-0.0552168	-0.0582103	-0.0574016
-0.0552103	-0.0582221	-0.0573758
-0.0551998	-0.0582211	-0.0573627
-0.0551707	-0.0582555	-0.0573775
-0.0551737	-0.0583165	-0.0573618
-0.0551523	-0.0582906	-0.0573497
-0.0551428	-0.0583328	-0.0573685
-0.0551649	-0.0583412	-0.0573759
-0.0551571	-0.0583608	-0.0574407
-0.0551249	-0.0583284	-0.0574609
-0.0551652	-0.0583252	-0.0574301
-0.0552005	-0.0582881	-0.0573843
-0.0551198	-0.0583358	-0.057303
-0.0551096	-0.0583215	-0.0572336
-0.055084	-0.0583283	-0.057248
-0.0550462	-0.0583538	-0.0572292
-0.0551345	-0.0584111	-0.0571864
-0.0550792	-0.0584679	-0.0572365
-0.0550306	-0.0585194	-0.057259
-0.0550076	-0.0585431	-0.0572599
-0.0549359	-0.0585764	-0.0572625
-0.0549553	-0.0585323	-0.0573151
-0.0548974	-0.0585756	-0.0573892
-0.0549348	-0.058541	-0.0573787
-0.0549893	-0.0584728	-0.0573777
-0.0549545	-0.0584983	-0.0574225
-0.0549289	-0.0584635	-0.0573979
-0.0548741	-0.0584584	-0.0573394
-0.0548634	-0.0583745	-0.0573983
-0.0548556	-0.0583809	-0.0573977
-0.0548036	-0.0584291	-0.0573941
-0.0548011	-0.0584247	-0.057479
-0.0548408	-0.058457	-0.0574711
-0.0547859	-0.0584616	-0.0574845
-0.0547413	-0.0583905	-0.0574578
-0.0547605	-0.05837	-0.0574249
-0.0547974	-0.0583986	-0.0574006
-0.0547876	-0.0583933	-0.057449
-0.054744	-0.0584478	-0.0574875
-0.0547258	-0.0584068	-0.0574494
-0.0547077	-0.0583818	-0.0574742
-0.054744	-0.0583082	-0.0574519
-0.0547761	-0.0582855	-0.0575321
-0.054722	-0.058256	-0.0575412
-0.0546574	-0.0582977	-0.0575643
-0.0546652	-0.0582825	-0.0576054
-0.0546932	-0.0582217	-0.057535
-0.0546679	-0.0582402	-0.0575222
-0.054681	-0.0582702	-0.0574945
-0.0546535	-0.0582527	-0.0575453
-0.0545746	-0.0582414	-0.0575814
-0.0546068	-0.0582821	-0.0575723
-0.0546361	-0.0582606	-0.0575983
-0.0547536	-0.0582032	-0.0576673
-0.0547099	-0.0582442	-0.0576807
-0.0547058	-0.0582052	-0.0577116
-0.0547997	-0.0581915	-0.0577261
-0.0547575	-0.0581928	-0.0578056
-0.0547937	-0.0581997	-0.0578672
-0.0548883	-0.0581678	-0.0578894
-0.0548352	-0.0581551	-0.0579263
-0.0548674	-0.0581145	-0.0578998
-0.0548671	-0.0580447	-0.0579536
-0.0549097	-0.0580703	-0.0580324
-0.0549528	-0.0580757	-0.0580897
-0.0549381	-0.0580368	-0.0581498
-0.054953	-0.0580548	-0.0581952
-0.0549197	-0.0579728	-0.0582162
-0.0549458	-0.0579366	-0.0582089
-0.0549159	-0.0579397	-0.0582689
-0.0549282	-0.0579451	-0.0582215
-0.0549545	-0.0579034	-0.0581914
-0.0550085	-0.0579397	-0.0582008
-0.0550176	-0.0579211	-0.0582371
-0.055018	-0.0578821	-0.0582175
-0.0550655	-0.0579301	-0.0582142
-0.0550124	-0.057926	-0.058161
-0.0550031	-0.0579372	-0.0581895
-0.055036	-0.0579135	-0.0582849
-0.0550674	-0.0579007	-0.0582455
-0.0550354	-0.0578868	-0.0583124
-0.0550324	-0.0579573	-0.0583206
-0.0550488	-0.0579518	-0.0583582
-0.0550247	-0.0579993	-0.0583997
-0.0550309	-0.0579972	-0.0583979
-0.0550636	-0.0580405	-0.0584305
-0.0550248	-0.0580863	-0.0584325
-0.0550144	-0.0581314	-0.0584491
-0.0550833	-0.058184	-0.0584127
-0.0550714	-0.0582506	-0.0584696
-0.0550213	-0.0583429	-0.0584526
-0.0550899	-0.0583545	-0.0584658
-0.0550861	-0.0583453	-0.0584416
-0.0549813	-0.0583898	-0.058435
-0.0549492	-0.0584075	-0.0585265
-0.0549527	-0.0584688	-0.0585756
-0.0549332	-0.0585128	-0.058585
-0.0549318	-0.0585246	-0.058544
-0.0549236	-0.0585493	-0.0585564
-0.0548338	-0.0585108	-0.058548
-0.0547868	-0.0585157	-0.0585615
-0.054833	-0.05847	-0.0585572
-0.0547088	-0.0584446	-0.0586297
-0.0546939	-0.0585221	-0.0586737
-0.0546792	-0.0585319	-0.0586673
-0.0545994	-0.05854	-0.0587233
-0.0545311	-0.0585375	-0.0587365
-0.0545327	-0.0586169	-0.058688
-0.0545071	-0.0586885	-0.0586732
-0.054439	-0.0586959	-0.0586771
-0.0544331	-0.0587593	-0.0586499
-0.0543838	-0.0588053	-0.0586487
-0.0542975	-0.0588009	-0.058673
-0.0542783	-0.0588491	-0.0586756
-0.0543072	-0.0589187	-0.0586137
-0.0542943	-0.0589255	-0.0586729
-0.0542723	-0.0589473	-0.0586437
-0.0541931	-0.0589312	-0.0585358
-0.0541904	-0.058983	-0.0584809
-0.0541934	-0.0590267	-0.0584375
-0.054152	-0.059086	-0.0584286
-0.0540801	-0.059139	-0.058416
-0.0539898	-0.0590957	-0.0584189
-0.0539055	-0.0591575	-0.0584361
-0.0538094	-0.0591206	-0.0584724
-0.0537869	-0.0590749	-0.0584758
-0.0537468	-0.0590378	-0.0584893
-0.0537453	-0.0590263	-0.0585583
-0.0537251	-0.0590547	-0.0585293
-0.0536825	-0.0589964	-0.0585761
-0.053662	-0.0590045	-0.0586377
-0.0536657	-0.0589661	-0.0586531
-0.0536371	-0.0589177	-0.0586924
-0.05363	-0.0588639	-0.0586585
-0.0536199	-0.0588328	-0.0587134
-0.0534899	-0.0588166	-0.0587221
-0.0534488	-0.0587851	-0.0586944
-0.0534568	-0.0587792	-0.0587721
-0.0535225	-0.0587132	-0.058732
-0.0534378	-0.0587636	-0.058661
-0.0533968	-0.0587522	-0.0586228
-0.0533754	-0.0587247	-0.0586779
-0.0534073	-0.0587165	-0.0586591
-0.0534192	-0.0587384	-0.0586358
