frst2	nxt2	jsub2	jlap2	platv34	platv33
-0.054043	-0.0533606	-0.000838876	0.642186	-0.0504176	-0.0567208
-0.0553507	-0.0532655	-0.00164672	0.680868	-0.0530113	-0.0557648
-0.0553026	-0.0531299	-0.00171173	0.718922	-0.0572492	-0.0552115
-0.0539817	-0.0531044	-0.000891025	0.756676	-0.0525024	-0.0539681
-0.0525507	-0.0529277	5.61255e-05	0.793091	-0.0582643	-0.0577144
-0.0520381	-0.0527069	0.000411473	0.829207	-0.0585316	-0.0571821
-0.0522128	-0.0524015	0.000317035	0.865234	-0.059309	-0.0549937
-0.0520069	-0.0521005	0.000312113	0.900147	-0.0555609	-0.0630097
-0.051455	-0.052109	0.000433631	0.937485	-0.0796847	-0.0815617
-0.051204	-0.0517573	0.000302127	0.974486	-0.0858103	-0.0878619
-0.0518783	-0.0515774	-0.000792021	1.01322	-0.0857339	-0.0852358
-0.0536168	-0.0509883	-0.00253828	1.05171	-0.0890536	-0.0855475
-0.0553522	-0.0506667	-0.00415907	1.08966	-0.0896302	-0.0821493
-0.0557876	-0.0506243	-0.00469773	1.12748	-0.0877914	-0.0833928
-0.0548423	-0.0505979	-0.00399063	1.16577	-0.0837569	-0.0827002
-0.0537079	-0.0511437	-0.00253788	1.20674	-0.0840127	-0.0881841
-0.0523795	-0.0515745	-0.00125432	1.24411	-0.089658	-0.0835744
-0.0521507	-0.0517569	-0.000940713	1.28347	-0.0875193	-0.0836034
-0.053247	-0.0516236	-0.00175692	1.32374	-0.0861148	-0.088015
-0.0543626	-0.051109	-0.0027959	1.36388	-0.0873204	-0.0894763
-0.0546165	-0.0511059	-0.00324556	1.40322	-0.0887224	-0.0884785
-0.0540151	-0.0510427	-0.00306474	1.44282	-0.0856772	-0.0834503
-0.0539802	-0.0512691	-0.00251675	1.48276	-0.0882874	-0.0833567
-0.0537656	-0.0518988	-0.00217015	1.5247	-0.0870892	-0.0886531
-0.0540336	-0.052101	-0.00186677	1.56601	-0.0884961	-0.086303
-0.053822	-0.052021	-0.00206836	1.60591	-0.0867212	-0.0871771
-0.0542424	-0.0517709	-0.00208956	1.64671	-0.0864913	-0.0846026
-0.0540901	-0.0520939	-0.00198223	1.68661	-0.0859669	-0.0882808
-0.0541085	-0.0526295	-0.00176574	1.72813	-0.0893236	-0.0895585
-0.0542529	-0.0524309	-0.00161363	1.77258	-0.089911	-0.0914489
-0.0537161	-0.0521762	-0.00167309	1.8182	-0.0868924	-0.0836663
-0.0535481	-0.0518907	-0.00127441	1.8644	-0.0927956	-0.0857696
-0.0527984	-0.0521724	-0.00115287	1.91322	-0.0878337	-0.0885238
-0.0533138	-0.0521386	-0.000851951	1.95924	-0.086395	-0.0901797
-0.0532154	-0.0524608	-0.000929439	2.00249	-0.089898	-0.0835811
-0.0536056	-0.0527472	-0.000732783	2.04853	-0.090587	-0.0870654
-0.0537923	-0.053207	-0.000618521	2.09598	-0.0914599	-0.0879243
-0.0537698	-0.053358	-0.000491397	2.14572	-0.0841845	-0.0856369
-0.0538793	-0.0534022	-0.000401282	2.18984	-0.0871205	-0.0852636
-0.0538269	-0.0535119	-0.000598471	2.23371	-0.0879946	-0.0860936
-0.054472	-0.0534685	-0.000829659	2.28356	-0.0868078	-0.0865901
-0.0546084	-0.0534378	-0.00119864	2.33737	-0.0865508	-0.0840846
-0.0548547	-0.0534328	-0.00105108	2.38367	-0.0874799	-0.0875287
-0.053839	-0.0532783	-0.000775506	2.42591	-0.086984	-0.0845153
-0.053616	-0.053272	-0.000378509	2.46938	-0.0916665	-0.0794369
-0.0535579	-0.0533271	-0.000463158	2.51507	-0.0869544	-0.0835466
-0.0544973	-0.0536826	-0.000646825	2.55562	-0.0852273	-0.0879052
-0.054452	-0.0535571	-0.000587858	2.59475	-0.0865436	-0.0871435
-0.0540406	-0.0539867	-0.00050016	2.63489	-0.0869831	-0.0818384
-0.0550479	-0.0544963	-0.000546746	2.67462	-0.0845561	-0.0867985
-0.056193	-0.0551583	-0.00107179	2.72582	-0.0861778	-0.0894472
-0.0572237	-0.0555947	-0.00116635	2.7855	-0.0892268	-0.0886707
-0.0566564	-0.0558212	-0.00098193	2.83886	-0.0881895	-0.0866757
-0.0566252	-0.0561438	-0.000313534	2.89702	-0.0911477	-0.0853829
-0.0562005	-0.0565765	-3.68418e-05	2.96423	-0.0876161	-0.0817545
-0.0569825	-0.0569773	0.000268338	3.02935	-0.0840614	-0.0652325
-0.0573282	-0.0577623	7.66866e-05	3.12225	-0.0608918	-0.063517
-0.058081	-0.0578821	7.40354e-05	3.19615	-0.0634684	-0.0644876
-0.0583017	-0.0582886	-6.93212e-05	3.25972	-0.0635736	-0.061351
-0.0587265	-0.0587306	-0.000296973	3.31732	-0.0622023	-0.0604635
-0.0602237	-0.0593419	-0.000652053	3.37983	-0.062853	-0.0645262
-0.0606842	-0.0596058	-0.00101373	3.44693	-0.0651779	-0.0628054
-0.0610938	-0.0600128	-0.000859337	3.52052	-0.0664897	-0.0626979
-0.0608968	-0.0604782	-0.000997352	3.59515	-0.0662555	-0.0634577
-0.062148	-0.0606556	-0.00135858	3.67237	-0.0665064	-0.0634701
-0.0627035	-0.0605388	-0.00200013	3.78139	-0.0664746	-0.0612819
-0.0632065	-0.0608632	-0.00169443	3.851	-0.0651916	-0.0619541
-0.0625775	-0.0620022	-0.00105048	4.03499	-0.0654968	-0.0644883
-0.0628429	-0.0626101	-0.000461162	4.13821	-0.0657031	-0.0676286
