lap6_19_samp	lap6_20_samp	lap6_21_samp	lap6_22_samp	lap6_23_samp	lap6_24_samp	cur6_19_samp	cur6_20_samp	cur6_21_samp	cur6_22_samp	cur6_23_samp	cur6_24_samp	rp2756
7.29666	3.98574	5.52721	5.41124	2.0197	12.111	-0.000230611	-0.000150176	-0.000104146	-0.000177425	-0.000242179	0.0697048	
7.30026	3.98574	5.52867	5.41191	2.0197	12.1147	-0.000248592	-0.000223691	-0.00012376	-0.000309167	-0.000311649	0.069789	
7.30386	3.98574	5.53013	5.41257	2.0197	12.1184	-0.000215324	-0.000246978	-0.000158443	-0.000205663	-2.28484e-05	0.0697266	
7.30748	3.98574	5.53159	5.41324	2.0197	12.1222	-0.00031703	-0.000111921	-0.000216027	-0.000350703	-0.000306852	0.0698173	
7.31113	3.98574	5.53304	5.41391	2.0197	12.1259	-0.00023229	-0.000129391	-0.000272336	-0.000106439	-0.000286171	0.0695999	
7.31479	3.98574	5.53451	5.41458	2.0197	12.1296	-0.000164813	-0.000153932	-0.000262186	-9.06948e-05	-0.000179019	0.0697647	
7.31844	3.98574	5.53603	5.41524	2.0197	12.1334	-0.000171911	-0.000234038	-0.00020753	-0.000281732	-0.000233218	0.0697948	
7.3221	3.98574	5.53757	5.41591	2.0197	12.1371	-4.76586e-05	-0.000190045	-7.72869e-05	-0.000203452	-0.000147504	0.0697199	
7.32575	3.98574	5.5391	5.41658	2.0197	12.1408	-0.000182201	-0.000112885	-0.000132213	-0.000188458	-0.00033325	0.0697438	
7.3294	3.98574	5.54064	5.41725	2.0197	12.1446	1.28438e-05	-0.000173952	-0.000316698	-0.000283627	-0.000197064	0.0696208	
7.33306	3.98574	5.54217	5.41791	2.0197	12.1483	-6.44953e-05	-2.24309e-05	-0.00026392	-0.000199457	-0.000287051	0.0697789	
7.33671	3.98574	5.54371	5.41858	2.0197	12.152	-0.000259191	-0.000215261	-0.000150135	-0.000192665	-0.000156114	0.0695219	
7.3404	3.98574	5.54524	5.41925	2.0197	12.1557	-0.000115507	-0.000211707	-0.00018273	-0.000197686	-0.000175859	0.0695246	
7.34409	3.98574	5.54678	5.41992	2.0197	12.1594	-0.000334967	-0.000205412	-0.000281526	-0.000235184	-0.000158539	0.0697079	
7.34778	3.98574	5.54832	5.42059	2.0197	12.1632	-0.000191971	-0.000111061	-0.00017657	-0.000310073	-0.000151067	0.0695194	
7.35147	3.98574	5.54985	5.42125	2.0197	12.1669	-0.000301607	-0.000348106	-0.000182553	-5.80931e-05	-0.000136735	0.0696368	
7.35516	3.98574	5.55139	5.42193	2.0197	12.1706	-3.99732e-05	-0.000205757	-0.000281127	0.000141069	-0.000326332	0.0697518	
7.35885	3.98574	5.55292	5.42277	2.0197	12.1743	-0.000219002	-0.000178043	-0.000395762	-4.79948e-05	-0.000344706	0.0697339	
7.36254	3.98574	5.55446	5.42362	2.0197	12.178	-9.57187e-05	-0.000140918	-0.000339062	-0.000169093	-0.000280619	0.069974	
7.36623	3.98574	5.55599	5.42447	2.0197	12.1817	-9.45668e-05	-0.000363775	-0.000110503	-0.000297892	-0.000257272	0.0695762	
7.36992	3.98574	5.55753	5.42531	2.0197	12.1854	-0.000165196	-0.000266239	-0.000110658	-0.000250179	-0.000349032	0.0697371	
7.37359	3.98574	5.55906	5.42616	2.0197	12.1891	-0.000168059	-0.000165311	-0.000159094	-0.000377735	-6.17409e-05	0.0697571	
7.37726	3.98574	5.5606	5.42701	2.0197	12.1928	-0.00015279	-0.000146124	-0.000235225	-0.000400945	-0.000208506	0.0697038	
7.38094	3.98574	5.56213	5.42786	2.0197	12.1965	-7.79045e-05	-0.000348483	-0.000193561	-6.45099e-05	-0.000140215	0.0698115	
7.38461	3.98574	5.56381	5.42871	2.0197	12.2002	-0.000251358	-2.92171e-05	-0.00016651	-8.03001e-05	-0.000181441	0.0698639	
7.38828	3.98574	5.56557	5.42956	2.0197	12.2039	-0.000279548	-0.000140644	-0.000318255	-0.000117233	-0.000221005	0.0696883	
7.39195	3.98574	5.56732	5.43041	2.0197	12.2075	1.74194e-05	-0.00013921	-0.000298146	-0.000255669	-0.000183422	0.0694016	
7.39562	3.98574	5.56907	5.43126	2.0197	12.2112	-0.000130834	-0.000318726	-0.000459753	-0.000368663	-0.000119631	0.0698219	
7.39929	3.98574	5.57083	5.4321	2.0197	12.2149	-0.000410885	-0.00030267	-0.000211911	1.52907e-07	-0.000165411	0.0695235	
7.40297	3.98574	5.57258	5.43295	2.0197	12.2186	-0.00026802	-5.67115e-05	-9.47096e-05	-0.000124443	-0.0001227	0.0696699	
7.40665	3.98574	5.57433	5.4338	2.0197	12.2223	-0.000223138	-4.32833e-05	-0.00020375	-0.000233009	-0.000192547	0.0696413	
7.41033	3.98574	5.57609	5.43465	2.0197	12.2259	-8.15537e-05	-0.000366907	-0.000222437	-0.000271468	-0.000258943	0.0698189	
7.41401	3.98574	5.57784	5.4355	2.0197	12.2296	-0.000120365	-0.000125532	-0.000195232	-0.000385197	-6.37354e-05	0.069753	
7.41769	3.98574	5.57959	5.43635	2.0197	12.2333	-0.000165331	-0.000199474	-0.000203206	-8.63467e-05	-0.000182362	0.0696617	
7.42137	3.98574	5.58134	5.4372	2.0197	12.237	-0.000274564	-0.000218501	-0.000149311	-7.14942e-05	-6.34353e-06	0.0696995	
7.42506	3.98574	5.5831	5.43805	2.0197	12.2408	-0.0001804	-0.000196151	-0.000386021	-0.000271439	-0.000203512	0.0696497	
7.42874	3.98574	5.58485	5.43889	2.0197	12.2445	-0.000339693	-0.000319519	-0.000112435	-0.000153275	-0.000116747	0.0696157	
7.43243	3.98574	5.5866	5.43974	2.0197	12.2482	-0.000231584	-0.00031951	-0.000250798	-0.000334679	-0.000282702	0.069611	
7.43621	3.98574	5.58836	5.44059	2.0197	12.2519	-0.000301112	-0.000152177	-0.000105761	-0.000135119	-0.000218887	0.0697118	
7.43999	3.98574	5.59028	5.44144	2.0197	12.2556	-2.82529e-05	-0.000201632	-0.000153999	-0.000257543	-0.000174146	0.0695518	
7.44378	3.98574	5.59239	5.44229	2.0197	12.2594	8.86041e-06	-0.000250577	-0.000256587	-0.000370056	-0.000137673	0.0698267	
7.44757	3.98574	5.59449	5.44314	2.0197	12.2631	-0.000245688	-0.000476726	-8.9525e-05	-0.000562477	-0.000203608	0.0698037	
7.45135	3.98574	5.5966	5.44399	2.0197	12.2669	-0.000283886	-0.000259982	-0.000462184	-0.000274758	-0.0001185	0.0697553	
7.45514	3.98574	5.59871	5.44484	2.0197	12.2707	-0.000256131	-0.000314516	-0.000184611	-0.000390524	-0.000386725	0.0694084	
7.45893	3.98574	5.60082	5.44568	2.0197	12.2745	-0.000182797	-0.000240282	-0.000148873	-0.000144752	-0.000276295	0.0698677	
7.46271	3.98574	5.60292	5.44653	2.0197	12.2783	-0.000335509	-0.000351489	-0.000217551	-0.000140458	-0.000370004	0.069741	
7.46652	3.98574	5.60503	5.44738	2.0197	12.2822	-0.000224989	-0.000172361	-0.000120795	-3.0237e-05	-0.000293595	0.0697095	
7.47034	3.98574	5.60714	5.44823	2.0197	12.286	-0.000369708	-0.000311723	-0.000107664	-0.000327507	-0.000262876	0.0696163	
7.47416	3.98574	5.60925	5.44908	2.0197	12.2898	-0.000241828	-0.000381617	-8.38789e-05	-9.25122e-05	-0.000285056	0.069706	
7.47798	3.98574	5.61136	5.44993	2.0197	12.2936	-4.77535e-05	-0.000194083	-8.99789e-05	-0.000101806	-0.000372453	0.0697544	
7.4818	3.98574	5.61346	5.45078	2.0197	12.2976	-0.000128531	-2.68946e-05	-0.000225274	-0.000330507	-0.00025301	0.0698439	
7.48563	3.98574	5.61557	5.45163	2.0197	12.3015	-9.95566e-05	-0.000137662	-0.000255591	-0.000132888	-0.000237404	0.0696974	
7.48945	3.98574	5.61768	5.45249	2.0197	12.3055	-0.000374812	-0.000127995	-0.000212551	-0.000261548	-0.000359634	0.0696631	
7.49327	3.98574	5.61995	5.45338	2.0197	12.3094	-0.000126961	-0.000144066	-0.000105379	-0.000170871	-0.000415229	0.0699101	
7.49708	3.98574	5.62228	5.45428	2.0197	12.3133	-7.19283e-05	-0.000305334	-7.56542e-05	-9.80457e-05	-0.000189401	0.0697156	
7.50088	3.98574	5.62461	5.45518	2.0197	12.3173	-0.000120909	-0.000323662	-0.000149973	-9.52177e-06	-0.000462236	0.069634	
7.50467	3.98574	5.62694	5.45607	2.0197	12.3212	-0.000229699	-0.000116332	-0.000201013	-0.0001196	-0.000245375	0.069767	
7.50847	3.98574	5.62926	5.45697	2.0197	12.3252	-0.000366519	-0.000194836	-0.000348359	-0.000157067	-0.000130731	0.069914	
7.51227	3.98574	5.63159	5.45787	2.0197	12.3292	-0.000560111	-0.000140542	-0.000366073	-0.000191691	-0.000311935	0.0696779	
7.51606	3.98574	5.63392	5.45876	2.0197	12.3331	-0.00032895	-0.00013713	-0.000159029	-0.000140456	-0.000326293	-0.000174122	
7.51986	3.98574	5.63624	5.45966	2.0197	12.3371	-0.00024424	-0.000395844	-0.000339972	-0.000131192	-0.000245052	-0.00030294	
7.52365	3.98574	5.63857	5.46055	2.0197	12.3411	-0.000109959	-0.000109379	-0.000268188	-0.000141179	-0.000265631	-0.000193295	
7.52745	3.98574	5.6409	5.46145	2.0197	12.345	-0.000246452	-0.000248142	-0.000106668	-0.000292088	-7.50503e-05	-0.000179338	
7.53124	3.98574	5.64322	5.46235	2.0197	12.349	-0.000259362	-0.000361649	-0.000202903	-5.79848e-05	-7.62186e-05	-7.8036e-05	
7.53502	3.98574	5.64555	5.46324	2.0197	12.353	-0.000213351	-0.000203311	-0.000219642	-3.8348e-05	-0.000386182	-0.000124843	
7.53881	3.98574	5.64788	5.46414	2.0197	12.3569	-0.00033654	-0.000262638	-0.000116047	-0.000119266	-0.000272199	5.3507e-06	
7.54259	3.98574	5.65033	5.46504	2.0197	12.3609	-0.000280184	-0.00016941	-0.000398288	-0.000303083	-0.000268019	-0.000441067	
7.54638	3.98574	5.6528	5.46593	2.0197	12.3648	-0.000333793	-7.04517e-05	-0.000288416	-0.000204378	-6.9289e-05	-0.000384279	
7.55017	3.98574	5.65527	5.46683	2.0197	12.3687	-0.000329028	-0.000381397	-0.000236086	7.97701e-05	-0.000217437	7.34896e-05	
7.55395	3.98574	5.65774	5.46773	2.0197	12.3726	-0.000370577	-0.000432368	-0.000245479	-0.000264984	-9.79331e-05	-0.000190943	
7.55774	3.98574	5.66021	5.46862	2.0197	12.3765	-0.000277806	-0.000340324	-0.000107891	-0.000183219	-0.000134968	-8.05194e-05	
7.56154	3.98574	5.66268	5.46952	2.0197	12.3804	-0.000121802	-0.000194152	-0.000108856	-0.000290668	-0.000314628	-0.000121634	
7.56537	3.98574	5.66515	5.47042	2.0197	12.3843	-0.000229186	-0.00016131	-0.000150989	-0.000156836	-0.000152246	4.71597e-06	
7.5692	3.98574	5.66762	5.47131	2.0197	12.3882	-0.000149405	-0.000450646	6.35091e-06	-0.000182037	-0.000315529	-0.000161735	
7.57302	3.98574	5.67009	5.47221	2.0197	12.3921	-0.000435407	-0.000351114	-0.000152939	-4.63047e-05	-4.79327e-05	-1.18804e-05	
7.57685	3.98574	5.67256	5.47311	2.0197	12.396	-0.000172607	-0.000206686	-0.000243353	-2.68371e-05	-0.000102387	-0.00024718	
7.58067	3.98574	5.67503	5.474	2.0197	12.3999	-0.00039526	-0.000265511	-0.000135999	-0.000266085	-0.000163715	-0.000135338	
7.5845	3.98574	5.6775	5.4749	2.0197	12.4037	-0.000148412	-0.000377321	-0.00019334	-3.99213e-05	-4.32969e-05	-0.000318529	
7.58832	3.98574	5.68004	5.47579	2.0197	12.4076	-0.000206703	-0.000231654	-0.000230494	-0.000237923	-0.000160034	-0.000334567	
7.59216	3.98574	5.68264	5.47669	2.0197	12.4115	-0.00020767	-0.000127423	-0.000106317	-0.000264662	-0.000326247	-0.000113919	
7.59602	3.98574	5.68525	5.47759	2.0197	12.4153	-0.000289695	-0.000284665	-0.000365335	-0.000390971	-0.000104079	-0.000184722	
7.59988	3.98574	5.68785	5.47848	2.0197	12.4192	-0.000169703	-0.000263584	-0.000232095	-0.000163672	-0.000176859	6.83223e-05	
7.60374	3.98574	5.69045	5.47938	2.0197	12.4231	-0.000220041	-0.00025807	-0.00021917	-0.000213671	-0.000155997	-0.000295997	
7.60761	3.98574	5.69306	5.48028	2.0197	12.427	-0.000292348	-0.000151074	-0.000331989	-0.000130702	-8.34712e-05	-0.000252047	
7.61147	3.98574	5.69566	5.48117	2.0197	12.4308	-0.000235959	-0.000102751	-0.000394295	-0.000253402	-0.000335049	-2.61492e-05	
7.61533	3.98574	5.69826	5.48207	2.0197	12.4347	-0.000186365	-0.000288943	-0.000111661	-6.72131e-05	-0.000247758	-0.000111976	
7.61919	3.98574	5.70087	5.48297	2.0197	12.4386	-0.000276798	-0.000179495	-3.39977e-05	-4.78867e-05	-0.000188028	-0.000326778	
7.62305	3.98574	5.70347	5.48386	2.0197	12.4424	-0.000197305	-0.000261805	-0.000531806	-0.000235985	-0.000214654	-0.000451799	
7.6269	3.98574	5.70607	5.48476	2.0197	12.4463	-0.000156673	-0.000232294	-0.000269214	-0.000231904	-0.000204286	-0.000277167	
7.63074	3.98574	5.70869	5.48566	2.0197	12.4502	-0.000218624	-9.27678e-05	-0.00033166	-0.00017782	-0.000121401	-0.000224723	
7.63459	3.98574	5.71144	5.48655	2.0197	12.4541	-0.00020543	-0.000244502	-0.000158206	-0.000128944	-9.34251e-05	-0.000266699	
7.63843	3.98574	5.71421	5.48745	2.0197	12.458	-0.000129249	-0.000114953	-0.000148953	-0.000222	-0.000383343	-0.000180604	
7.64227	3.98574	5.71697	5.48834	2.0197	12.4619	-0.000266424	-0.000247221	-9.60558e-05	-0.000302974	-0.000241338	-0.000172698	
7.64612	3.98574	5.71974	5.48915	2.0197	12.4658	-0.00021173	-0.000212786	-7.16301e-05	1.38417e-05	-0.000255339	-0.000200989	
7.64996	3.98574	5.72251	5.48994	2.0197	12.4697	-6.80149e-05	-9.39893e-06	-0.000185326	-0.000177286	-0.000228934	-0.000180219	
7.6538	3.98574	5.72527	5.49074	2.0197	12.4736	-0.000337638	-0.000213997	-0.000157862	-0.000208291	-0.000351228	-0.000143536	
7.65764	3.98574	5.72804	5.49153	2.0197	12.4775	-0.000151574	-0.000159907	-0.000458008	-0.000434932	-3.88552e-05	-0.000273302	
7.66148	3.98574	5.7308	5.49232	2.0197	12.4814	-0.000276512	-0.000145388	-0.000211118	-0.000215847	-0.000122447	-0.000174277	
7.66531	3.98574	5.73357	5.49311	2.0197	12.4853	-4.82639e-05	-0.000175254	-0.000172948	-0.000542665	-0.000143597	-0.000113368	
7.66914	3.98574	5.73633	5.4939	2.0197	12.4893	-0.000236742	-0.00012779	-0.000272917	-0.000265884	-0.000429921	-0.00021729	
7.67298	3.98574	5.7391	5.49469	2.0197	12.4932	1.21715e-05	-0.000420936	-0.000123117	-0.000228849	-0.000113775	-0.000158264	
7.67681	3.98574	5.74195	5.49549	2.0197	12.4971	-0.000228396	-0.000113661	-0.000117085	-0.000199953	-0.000121992	-8.29187e-05	
7.68064	3.98574	5.74483	5.49628	2.0197	12.501	-0.000247772	-0.000229993	-0.000239183	-0.000267735	-0.000153135	-0.000198063	
7.68448	3.98574	5.7477	5.49707	2.0197	12.5049	-0.000198115	-0.000372976	-5.21381e-05	-0.000173827	-0.000283037	-0.000176577	
7.68832	3.98574	5.75057	5.49786	2.0197	12.5088	-0.00021042	-0.000353225	-0.000144944	-0.000205851	-0.000306754	-3.49882e-05	
7.6922	3.98574	5.75344	5.49865	2.0197	12.5127	-0.000201941	-4.73034e-05	-9.39661e-05	-0.000184568	-0.000188644	-0.00023219	
7.69607	3.98574	5.75631	5.49944	2.0197	12.5166	-0.000226954	-0.000109771	-0.000233166	-7.25903e-05	-0.000182422	-0.000187044	
7.69994	3.98574	5.75918	5.50023	2.0197	12.5205	-7.98137e-05	3.9398e-05	-0.000206357	-0.00015341	-0.000138584	-0.000188766	
7.70381	3.98574	5.76205	5.50103	2.0197	12.5243	-0.000233092	-0.000315504	-0.000138133	-0.000238211	-0.000280027	-0.000104134	
7.70768	3.98574	5.76492	5.50182	2.0197	12.5281	-7.76761e-05	-0.000187626	-9.06793e-05	-0.000233461	-0.000343213	-6.42117e-05	
7.71156	3.98574	5.76779	5.50261	2.0197	12.5319	-0.00042555	-0.000115216	-0.000104522	-0.000132887	-0.000290066	-0.000359953	
7.71543	3.98574	5.77067	5.5034	2.0197	12.5357	-0.000138061	-0.000192931	-0.000255276	-0.000287664	-0.000370857	-4.68452e-05	
7.71931	3.98574	5.77361	5.50419	2.0197	12.5396	-0.000542921	-9.1388e-05	-0.000374991	-0.000160842	-0.000231839	-0.00025458	
7.72325	3.98574	5.77656	5.50498	2.0197	12.5434	-0.000284947	-0.000304292	-0.000125386	-0.000370563	-0.000375268	-0.000184974	
7.72719	3.98574	5.7795	5.50577	2.0197	12.5472	-0.000154395	-0.000136152	-0.000177699	-6.74652e-05	-0.000205177	-0.000199169	
7.73113	3.98574	5.78245	5.50657	2.0197	12.551	-0.000206037	-0.000251298	-0.000158669	-0.000138688	-0.000250068	-0.000325071	
7.73507	3.98574	5.7854	5.50736	2.0197	12.5547	-0.000198481	-0.000156752	-0.000201377	-0.000225037	-0.000161735	-0.000286146	
7.739	3.98574	5.78834	5.50815	2.0197	12.5585	-0.000147494	-0.000170195	-0.000387661	-0.000390469	-0.000111137	-0.000385875	
7.74294	3.98574	5.79129	5.50894	2.0197	12.5622	-0.00025859	-0.000160654	-0.000145313	-0.000128215	-0.000309287	-0.000255801	
7.74688	3.98574	5.79424	5.50973	2.0197	12.566	-8.54183e-05	-0.00013349	1.48053e-05	-3.30993e-05	-0.00016773	-6.33136e-05	
7.75083	3.98574	5.79718	5.51052	2.0197	12.5697	-9.60009e-05	-0.000310886	-0.000299596	-0.000226144	-0.000339465	-0.000246325	
7.75479	3.98574	5.80013	5.51132	2.0197	12.5734	-0.000123138	-0.000360767	-0.000102549	-0.00017742	-0.000153772	-0.000345524	
7.75876	3.98574	5.80316	5.51211	2.0197	12.5772	-0.000382996	-8.54792e-05	-0.000242042	-0.000303453	-0.000141245	-0.000141148	
7.76273	3.98574	5.80623	5.5129	2.0197	12.5809	-0.000315794	-0.000187262	-0.000397942	-0.000239565	-0.000236006	2.43757e-05	
7.76669	3.98574	5.8093	5.51369	2.0197	12.5846	-2.79707e-06	-0.000461558	-5.46552e-05	-0.000257889	-0.000287247	6.31644e-05	
7.77066	3.98574	5.81237	5.51448	2.0197	12.5883	-9.45994e-05	-0.000220335	-0.000410389	-0.000161891	-0.00024513	-0.00045748	
7.77463	3.98574	5.81544	5.51527	2.0197	12.592	-0.000273901	-0.000115195	-0.000265811	-0.00017386	-0.000231836	-0.00019195	
7.7786	3.98574	5.81852	5.51607	2.0197	12.5957	-0.000181035	-0.000123712	-0.000131323	-0.000513425	-0.000228511	-0.000354485	
7.78256	3.98574	5.82159	5.51686	2.0197	12.5994	-0.000322519	-0.000361786	-0.000423404	-0.000345747	-0.000218303	-0.000369196	
7.78642	3.98574	5.82466	5.51765	2.0197	12.603	-0.000301021	-0.000170851	-0.00013941	-0.000226923	-0.000145908	-0.000228055	
7.79024	3.98574	5.82773	5.51847	2.0197	12.6067	-0.000418898	-9.28067e-05	-0.000152756	-0.00019746	-0.000346155	-0.000144327	
7.79407	3.98574	5.8308	5.51933	2.0197	12.6104	-0.000100864	-0.000424538	-7.98975e-05	-0.000291687	-0.000130817	-0.000425373	
7.79789	3.98574	5.83394	5.52019	2.0197	12.6141	-0.000172015	-0.000182291	-0.000273557	-0.000281846	-0.000284567	-0.00026379	
7.80171	3.98574	5.83711	5.52104	2.0197	12.6178	-0.000338085	-0.000335527	-2.60342e-06	-0.000278997	-0.000134455	-0.00021834	
7.80554	3.98574	5.84029	5.5219	2.0197	12.6215	-0.000158518	-8.14849e-05	-0.000136665	-0.000201011	-0.00012042	-0.000285976	
7.80936	3.98574	5.84347	5.52276	2.0197	12.6252	-0.000335855	-0.000151636	-0.000169399	-0.000233532	-0.000291511	-0.000205145	
7.81319	3.98574	5.84664	5.52362	2.0197	12.6289	1.12897e-05	-0.000230965	-0.000227058	-0.000105023	-0.000240837	-0.000173191	
7.81699	3.98574	5.84982	5.52448	2.0197	12.6327	-0.000234415	-0.000140001	-0.000206735	-0.00020071	-4.09778e-06	-0.000129907	
7.82067	3.98574	5.85299	5.52534	2.0197	12.6364	-0.000313854	-0.000383369	-0.000203181	-0.000170049	-9.75731e-05	-8.04445e-05	
7.82434	3.98574	5.85617	5.52619	2.0197	12.6401	-0.00031828	-0.00019634	-0.000139514	-0.000322206	-0.000233552	-0.000149188	
7.82801	3.98574	5.85934	5.52705	2.0197	12.6438	-0.000173077	-0.000387588	-0.000446743	-0.000219794	-0.00018478	-0.000183699	
7.83169	3.98574	5.86252	5.52791	2.0197	12.6476	-0.000169717	-0.000245435	-0.000294709	-0.000270594	-0.000145513	-0.000279839	
7.83536	3.98574	5.86569	5.52877	2.0197	12.6513	-0.000141216	-0.000261249	-0.000174481	-0.000157897	-0.000331286	-0.000102233	
7.83903	3.98574	5.86882	5.52963	2.0197	12.6551	-0.000273818	-0.00047839	-0.000174549	-9.38343e-05	-0.000123899	-0.000138359	
7.8427	3.98574	5.87162	5.53049	2.0197	12.6589	-0.000279691	-0.000182537	-0.000298583	-4.20843e-05	-0.000116027	-7.40945e-05	
7.84637	3.98574	5.8744	5.53134	2.0197	12.6627	-0.000344333	-9.40567e-05	-0.00039311	-0.000146461	-0.000198602	-9.57865e-05	
7.85004	3.98574	5.87719	5.5322	2.0197	12.6664	-0.000234628	-0.000189882	-9.3802e-05	-0.000209462	-5.66018e-05	-0.000286457	
7.85354	3.98574	5.87997	5.53306	2.0197	12.6702	-0.000220807	3.56248e-05	-0.000190594	-0.00026841	-0.00025405	-0.000216976	
7.85703	3.98574	5.88275	5.53392	2.0197	12.674	-0.000225066	-0.000249092	-0.000131246	-6.36195e-05	-0.000143566	-0.000387323	
7.86051	3.98574	5.88554	5.53478	2.0197	12.6778	-0.000226261	-0.000220097	-0.000343136	-0.000106064	-0.000212586	-0.000179926	
7.86399	3.98574	5.88832	5.53564	2.0197	12.6816	-0.000326246	-0.000198913	-0.000533014	-0.000250353	-0.000355403	-0.00028569	
7.86747	3.98574	5.89111	5.53649	2.0197	12.6855	-8.62083e-05	-0.00019153	-0.000372216	-0.000269107	-0.00014109	-8.67842e-05	
7.87095	3.98574	5.89389	5.53735	2.0197	12.6894	-5.83239e-05	-0.000230861	-0.000214447	-0.000299174	-0.000328465	-0.000338484	
7.87443	3.98574	5.89694	5.53821	2.0197	12.6933	-8.69504e-05	-0.00014915	-8.62869e-05	-0.000266931	-6.5406e-05	-0.000218732	
7.87791	3.98574	5.90026	5.53907	2.0197	12.6971	-0.000148896	-0.000163414	-0.000382586	-9.20025e-05	-0.000377553	-8.70081e-05	
7.88139	3.98574	5.90358	5.53993	2.0197	12.701	-0.000170218	-0.000189159	-0.000117461	-0.000357763	-0.000284172	-0.00027455	
7.88483	3.98574	5.9069	5.54079	2.0197	12.7049	-0.000153811	-0.000307151	-0.000146191	-0.00011275	-0.00011765	-0.00024672	
7.88823	3.98574	5.91022	5.54164	2.0197	12.7087	-3.61191e-05	-0.000278645	-0.000122189	-0.000288915	-7.17562e-05	-0.000298238	
7.89162	3.98574	5.91353	5.5425	2.0197	12.7126	-0.000183571	-0.0002223	-0.000159227	-0.00042252	-0.000168272	-0.000217089	
7.89502	3.98574	5.91685	5.54336	2.0197	12.7165	-0.0002893	-0.000199162	-0.000156999	-0.000311414	-9.23541e-05	-0.000383083	
7.89841	3.98574	5.92017	5.54422	2.0197	12.7204	-0.000300612	-0.0002679	-0.000299987	-0.000369083	-0.000230551	-0.00020767	
7.90181	3.98574	5.92349	5.54525	2.0197	12.7242	-0.000218742	-0.000250881	-6.29262e-05	-0.000299881	-0.000104686	-0.000159363	
7.9052	3.98574	5.92702	5.5463	2.0197	12.7281	-0.000176432	-0.000296144	-0.000237635	-0.000111096	-6.36818e-05	-0.000266168	
7.9086	3.98574	5.93065	5.54735	2.0197	12.732	-0.000189002	-0.000152896	-0.00027559	-0.000306414	-0.000219023	-4.57752e-05	
7.91199	3.98574	5.93428	5.54839	2.0197	12.7359	-5.54406e-05	-0.000168542	-0.000343599	-0.000205713	-0.000275869	-0.000318632	
7.91539	3.98574	5.93791	5.54944	2.0197	12.7397	-0.000272904	-0.0001211	-8.99396e-05	-0.000284949	-0.000158997	-2.07387e-05	
7.9188	3.98574	5.94153	5.55049	2.0197	12.7436	-0.000469104	-4.36711e-05	-6.29334e-05	-0.000174555	-0.000299346	-0.000349928	
7.92222	3.98574	5.94516	5.55154	2.0197	12.7475	-0.000107245	-0.00034553	-0.000258842	-0.000290281	-0.000164003	-0.000110883	
7.92563	3.98574	5.94879	5.55259	2.0197	12.7514	-0.000209838	-0.000334071	-0.000157621	-0.000362134	-0.000381416	-3.96282e-05	
7.92905	3.98574	5.95242	5.55364	2.0197	12.7553	-0.000335641	-0.000197599	-0.000125679	-0.000242343	-0.000197383	-0.000160033	
7.93246	3.98574	5.95624	5.55469	2.0197	12.7593	-0.000204211	-0.000192294	-0.000389893	-0.000256325	-0.000225819	-0.000143093	
7.93587	3.98574	5.96019	5.55574	2.0197	12.7632	-8.42199e-05	-0.000152414	-0.000205655	-0.000176684	-0.000136683	-0.000470981	
7.93929	3.98574	5.96414	5.55679	2.0197	12.7671	-0.000253926	-0.000148117	-0.000125202	-0.000276084	-8.20461e-05	-0.000297917	
7.9427	3.98574	5.96808	5.55784	2.0197	12.771	-0.000409356	-0.000213579	-0.000402692	-0.000104342	-0.00017906	-0.0002972	
7.94612	3.98574	5.97203	5.55889	2.0197	12.7749	-0.000172303	-0.000244963	-0.000104141	-7.62709e-05	-0.000334601	-0.000241858	
7.9496	3.98574	5.97598	5.55993	2.0197	12.7789	-0.000420588	-7.24851e-05	-0.00018782	-0.000290709	-0.000198297	-0.000113993	
7.9531	3.98574	5.97993	5.56098	2.0197	12.7829	-0.000350361	-0.000313644	-0.000208818	-0.000252182	-0.000311313	-0.000286468	
7.95659	3.98574	5.98388	5.56203	2.0197	12.7869	-0.000146783	-0.000306873	-0.00023093	-8.55871e-05	-0.00025118	-0.000348652	
7.96008	3.98574	5.98781	5.56308	2.0197	12.7909	-3.54335e-05	-0.000376889	-7.72209e-05	-0.000248598	-0.000367019	-1.52318e-05	
7.96357	3.98574	5.99154	5.56413	2.0197	12.7949	-0.000187181	-7.74256e-05	-4.0458e-05	-3.95314e-05	-3.66566e-05	-0.000178013	
7.96706	3.98574	5.99526	5.56518	2.0197	12.7989	-0.000104321	-0.000289148	-0.000220345	-0.000210345	-0.00021753	-0.000208707	
7.97055	3.98574	5.99898	5.56623	2.0197	12.8028	-0.000351881	-0.000225398	-0.000354012	-0.000314769	-0.000321649	-8.24911e-05	
7.97404	3.98574	6.0027	5.56728	2.0197	12.8069	-0.000297766	-0.000161838	-0.000297651	-7.88656e-05	-0.000170438	-5.39604e-06	
7.97753	3.98574	6.00642	5.56833	2.0197	12.8109	-0.000132796	-0.000390113	-0.000345703	-0.000193179	-0.00021446	-0.000221829	
7.98104	3.98574	6.01014	5.56938	2.0197	12.815	-0.000154381	-0.000505284	-0.000153193	-9.15568e-05	-0.000230851	2.36776e-05	
7.98455	3.98574	6.01386	5.57042	2.0197	12.819	-2.10946e-05	-0.000394844	-0.000243353	-0.000139364	-0.000183934	-7.57517e-05	
7.98807	3.98574	6.01758	5.57147	2.0197	12.823	-0.000186344	-7.96983e-05	-0.000356935	-0.000312228	-0.000250461	-0.000171631	
