lap2_5_samp	lap2_6_samp	lap2_7_samp	lap2_8_samp	lap2_9_samp	rp1728	cur2_5_samp	cur2_6_samp	cur2_7_samp	cur2_8_samp	cur2_9_samp	rp3655	lap2_29_samp	lap2_30_samp	lap2_31_samp	lap2_32_samp	lap2_33_samp	cur2_29_samp	cur2_30_samp	cur2_31_samp	cur2_32_samp	cur2_33_samp
9.95256	6.65243	8.9648	7.70266	7.65571		-0.000728253	-0.000740447	-0.000581769	-0.000354125	-0.000692946		12.4974	10.4796	10.7265	9.65643	7.67532	-0.000549072	-0.000613389	-0.000505319	-0.000634942	-0.000536405
9.95256	6.65243	8.96592	7.70266	7.65571		-0.000675874	-0.000594347	-0.000616069	-0.000631043	-0.00054976		12.4982	10.4796	10.7265	9.65643	7.67532	-0.000598294	-0.000860761	-0.000614827	-0.00064221	-0.000442731
9.95256	6.65243	8.96705	7.70266	7.65571		-0.000627501	-0.000654138	-0.000473092	-0.000633594	-0.000637983		12.4991	10.4796	10.7265	9.65643	7.67532	-0.000835198	-0.00063382	-0.000726194	-0.000679058	-0.000621705
9.95256	6.65243	8.96818	7.70266	7.65571		-0.000741175	-0.000579153	-0.00060402	-0.000515325	-0.000574086		12.4999	10.4796	10.7265	9.65643	7.67532	-0.000655968	-0.000537795	-0.000597273	-0.00054874	-0.00072867
9.95256	6.65243	8.9693	7.70266	7.65571		-0.000733871	-0.000623124	-0.000499992	-0.000744852	-0.000461495		12.5008	10.4796	10.7265	9.65643	7.67532	-0.000631317	-0.000801263	-0.000587239	-0.000490535	-0.000787198
9.95256	6.65243	8.97043	7.70266	7.65571		-0.000661224	-0.000658113	-0.000649851	-0.000558857	-0.000685396		12.5016	10.4796	10.7265	9.65643	7.67532	-0.000529996	-0.000628844	-0.000563585	-0.000601484	-0.000688332
9.95256	6.65243	8.97155	7.70266	7.65571		-0.000533358	-0.000602333	-0.000531371	-0.000816817	-0.000624692		12.5024	10.4796	10.7265	9.65643	7.67532	-0.000690571	-0.000360213	-0.000605591	-0.000416746	-0.000550131
9.95256	6.65243	8.97268	7.70266	7.65571		-0.000530238	-0.000411436	-0.000739456	-0.000667003	-0.000773643		12.5033	10.4796	10.7265	9.65643	7.67532	-0.000820243	-0.000626603	-0.000807901	-0.0005974	-0.000337804
9.95256	6.65243	8.9738	7.70266	7.65571		-0.00055722	-0.000553909	-0.000606013	-0.000496538	-0.000554329		12.5041	10.4796	10.7265	9.65643	7.67532	-0.000771484	-0.000480455	-0.000483377	-0.000611759	-0.000528551
9.95256	6.65243	8.97493	7.70266	7.65571		-0.000497153	-0.000493227	-0.000548866	-0.000334096	-0.00067212		12.505	10.4796	10.7265	9.65643	7.67532	-0.000519654	-0.000585577	-0.000613017	-0.000498214	-0.000500369
9.95256	6.65243	8.97605	7.70266	7.65571		-0.000757032	-0.000763539	-0.00061237	-0.000604936	-0.000636966		12.5058	10.4796	10.7265	9.65643	7.67532	-0.000686487	-0.000789895	-0.000583379	-0.000558301	-0.000526059
9.95256	6.65243	8.97718	7.70266	7.65571		-0.000660542	-0.00049185	-0.000587112	-0.000672189	-0.000777448		12.5066	10.4796	10.7265	9.65643	7.67532	-0.000709398	-0.000494429	-0.000721786	-0.000636016	-0.000640856
9.95256	6.65243	8.9783	7.70266	7.65571		-0.000385994	-0.000574378	-0.00055297	-0.000470391	-0.000615495		12.5075	10.4796	10.7265	9.65643	7.67532	-0.000439091	-0.000407461	-0.000600186	-0.000450608	-0.000632282
9.95256	6.65243	8.97943	7.70266	7.65571		-0.000744415	-0.000425436	-0.000649051	-0.000753767	-0.000642992		12.5083	10.4796	10.7265	9.65643	7.67532	-0.000622829	-0.000819343	-0.000504482	-0.000505203	-0.000692381
9.95256	6.65243	8.98055	7.70266	7.65571		-0.000704719	-0.000339363	-0.000765714	-0.000564141	-0.000652171		12.5092	10.4796	10.7265	9.65643	7.67532	-0.000350304	-0.000753794	-0.000659747	-0.000514691	-0.00059851
9.95256	6.65243	8.98168	7.70266	7.65571		-0.000708125	-0.000823413	-0.000618016	-0.000513254	-0.000431189		12.51	10.4796	10.7265	9.65643	7.67532	-0.000640572	-0.000541469	-0.000667628	-0.000588486	-0.000512299
9.95256	6.65243	8.98281	7.70266	7.65571		-0.000463953	-0.000644703	-0.000581431	-0.000504904	-0.000600721		12.5108	10.4796	10.7265	9.65643	7.67532	-0.000646002	-0.000531631	-0.000520079	-0.000677259	-0.000607326
9.95256	6.65243	8.98393	7.70266	7.65571		-0.00042859	-0.000508872	-0.0006245	-0.000504346	-0.000706193		12.5117	10.4796	10.7265	9.65643	7.67532	-0.000658089	-0.000668309	-0.000471862	-0.000564765	-0.000567758
9.95256	6.65243	8.98506	7.70266	7.65571		-0.000797608	-0.000634356	-0.000710234	-0.00069136	-0.000664957		12.5125	10.4796	10.7265	9.65643	7.67532	-0.000660383	-0.000703888	-0.000770632	-0.000613001	-0.000789331
9.95256	6.65243	8.98618	7.70266	7.65571		-0.000602676	-0.000613557	-0.000640715	-0.000563383	-0.000755203		12.5134	10.4796	10.7265	9.65643	7.67532	-0.000665667	-0.000587522	-0.000592689	-0.000652501	-0.000599569
9.95256	6.65243	8.98731	7.70266	7.65571		-0.000628014	-0.000540491	-0.000612877	-0.000539657	-0.000530198		12.5142	10.4796	10.7265	9.65643	7.67532	-0.0005897	-0.000791048	-0.00068966	-0.000617469	-0.000455103
9.95256	6.65243	8.98843	7.70266	7.65571		-0.000653685	-0.000603181	-0.000662274	-0.000648657	-0.000537058		12.515	10.4796	10.7265	9.65643	7.67532	-0.000653296	-0.000743584	-0.000615802	-0.000431214	-0.000735025
9.95256	6.65243	8.98956	7.70266	7.65571		-0.000625295	-0.000653922	-0.000931377	-0.000748401	-0.00057093		12.5159	10.4796	10.7265	9.65643	7.67532	-0.000433519	-0.000616144	-0.000512036	-0.000535414	-0.000377722
9.95256	6.65243	8.99068	7.70266	7.65571		-0.000604006	-0.000644037	-0.000624394	-0.000549845	-0.000537674		12.5167	10.4796	10.7265	9.65643	7.67532	-0.000550138	-0.000531612	-0.000648616	-0.000742645	-0.000675778
9.95256	6.65243	8.99181	7.70266	7.65571		-0.000612315	-0.000461616	-0.000424161	-0.000517057	-0.000381092		12.5176	10.4796	10.7265	9.65643	7.67532	-0.000793707	-0.000354641	-0.000891059	-0.000632755	-0.000550586
9.95256	6.65243	8.99293	7.70266	7.65571		-0.000691983	-0.00074143	-0.000674067	-0.000576428	-0.000497749		12.5184	10.4796	10.7265	9.65643	7.67532	-0.00063643	-0.000461226	-0.000411464	-0.000462566	-0.000604114
9.95256	6.65243	8.99406	7.70266	7.65571		-0.000697259	-0.000705447	-0.000423506	-0.000603408	-0.000537796		12.5192	10.4796	10.7265	9.65643	7.67532	-0.000562896	-0.000522658	-0.00066426	-0.000518841	-0.000624186
9.95256	6.65243	8.99518	7.70266	7.65571		-0.000377897	-0.000604308	-0.000551316	-0.000587971	-0.000710588		12.5201	10.4796	10.7265	9.65643	7.67532	-0.000694995	-0.000617765	-0.000511729	-0.000585965	-0.000644569
9.95256	6.65243	8.99629	7.70266	7.65571		-0.000944967	-0.000594392	-0.000527944	-0.000376093	-0.0006397		12.5211	10.4796	10.7265	9.65643	7.67532	-0.000675197	-0.000518867	-0.000506043	-0.000276059	-0.000675621
9.95256	6.65243	8.99732	7.70266	7.65571		-0.000806951	-0.000541441	-0.000751855	-0.000748813	-0.000673733		12.5223	10.4796	10.7265	9.65643	7.67532	-0.000722472	-0.000555652	-0.000429753	-0.000798933	-0.000378914
9.95256	6.65243	8.99835	7.70266	7.65571		-0.000522925	-0.000492508	-0.00077883	-0.000771392	-0.000585309		12.5235	10.4796	10.7265	9.65643	7.67532	-0.000519109	-0.000456367	-0.000616926	-0.000505745	-0.000738333
9.95256	6.65243	8.99938	7.70266	7.65571		-0.000669379	-0.000809499	-0.000704342	-0.000417889	-0.00061982		12.5247	10.4796	10.7265	9.65643	7.67532	-0.000659695	-0.000508311	-0.00068746	-0.000608279	-0.000578536
9.95256	6.65243	9.00041	7.70266	7.65571		-0.000791134	-0.000532303	-0.000704655	-0.000516114	-0.000498884		12.5259	10.4796	10.7265	9.65643	7.67532	-0.000602103	-0.000788619	-0.000484933	-0.000618882	-0.000630107
9.95256	6.65243	9.00144	7.70266	7.65571		-0.000449127	-0.000503774	-0.000651106	-0.000531664	-0.0005909		12.527	10.4796	10.7265	9.65643	7.67532	-0.000492038	-0.000541073	-0.000644946	-0.000427423	-0.000641845
9.95256	6.65243	9.00247	7.70266	7.65571		-0.000609398	-0.000563402	-0.000859967	-0.00071214	-0.000663049		12.5282	10.4796	10.7265	9.65643	7.67532	-0.00073415	-0.000651249	-0.000584016	-0.000618051	-0.000446779
9.95256	6.65243	9.0035	7.70266	7.65571		-0.000723057	-0.000980041	-0.000655509	-0.000615463	-0.000683185		12.5294	10.4796	10.7265	9.65643	7.67532	-0.000598008	-0.000640158	-0.000913567	-0.00057577	-0.000675086
9.95256	6.65243	9.00453	7.70266	7.65571		-0.000384838	-0.000670451	-0.000763792	-0.000748205	-0.00044272		12.5306	10.4796	10.7265	9.65643	7.67532	-0.000631622	-0.000531928	-0.00054374	-0.000623684	-0.000440068
9.95256	6.65243	9.00556	7.70266	7.65571		-0.000645331	-0.000742172	-0.000648888	-0.000779662	-0.000669201		12.5318	10.4796	10.7265	9.65643	7.67532	-0.000659519	-0.000839412	-0.000673816	-0.000531157	-0.000655009
9.95256	6.65243	9.00659	7.70266	7.65571		-0.000668839	-0.000512549	-0.000419476	-0.000808935	-0.000965687		12.533	10.4796	10.7265	9.65643	7.67532	-0.000569744	-0.000413157	-0.000692927	-0.000597578	-0.000535223
9.95256	6.65243	9.00762	7.70266	7.65571		-0.00050149	-0.000428016	-0.000546697	-0.00059856	-0.000694753		12.5341	10.4796	10.7265	9.65643	7.67532	-0.000481275	-0.000543613	-0.000616509	-0.000459171	-0.000529049
9.95256	6.65243	9.00865	7.70266	7.65571		-0.000675504	-0.000914322	-0.000582907	-0.000536041	-0.000447475		12.5353	10.4796	10.7265	9.65643	7.67532	-0.000529327	-0.000597691	-0.000625069	-0.000588579	-0.000682751
9.95256	6.65243	9.00968	7.70266	7.65571		-0.000613781	-0.000522791	-0.000635943	-0.000605054	-0.000530432		12.5365	10.4796	10.7265	9.65643	7.67532	-0.00079165	-0.000477083	-0.00080459	-0.000507321	-0.000533637
9.95256	6.65243	9.01071	7.70266	7.65571		-0.000382571	-0.000529879	-0.000624205	-0.000434262	-0.000519977		12.5377	10.4796	10.7265	9.65643	7.67532	-0.000558933	-0.000701497	-0.000444045	-0.000288695	-0.000958379
9.95256	6.65243	9.01174	7.70266	7.65571		-0.000682491	-0.000680513	-0.000658321	-0.00048299	-0.00074422		12.5389	10.4796	10.7265	9.65643	7.67532	-0.000810159	-0.000402646	-0.00044481	-0.000438839	-0.000771307
9.95256	6.65243	9.01277	7.70266	7.65571		-0.000744572	-0.00050729	-0.000617372	-0.000513399	-0.000653838		12.5401	10.4796	10.7265	9.65643	7.67532	-0.000614033	-0.000577496	-0.000557226	-0.000608892	-0.00065297
9.95256	6.65243	9.0138	7.70266	7.65571		-0.000698459	-0.000636085	-0.000522525	-0.000516436	-0.000640605		12.5412	10.4796	10.7265	9.65643	7.67532	-0.000644712	-0.000647667	-0.000642026	-0.000501904	-0.000460341
9.95256	6.65243	9.01483	7.70266	7.65571		-0.000546658	-0.000433858	-0.000548467	-0.000557794	-0.000535655		12.5424	10.4796	10.7265	9.65643	7.67532	-0.000609499	-0.000611091	-0.000764841	-0.000547668	-0.000587446
9.95256	6.65243	9.01586	7.70266	7.65571		-0.000507073	-0.000508919	-0.000628891	-0.000762965	-0.000536898		12.5436	10.4796	10.7265	9.65643	7.67532	-0.000656219	-0.0005884	-0.000763131	-0.000561495	-0.000511848
9.95256	6.65243	9.01689	7.70266	7.65571		-0.000434015	-0.000768784	-0.000935795	-0.000500293	-0.000770589		12.5448	10.4796	10.7265	9.65643	7.67532	-0.000417617	-0.000933191	-0.00046385	-0.000524041	-0.000380462
9.95256	6.65243	9.01792	7.70266	7.65571		-0.000451171	-0.000449084	-0.000569565	-0.000733548	-0.000445042		12.546	10.4796	10.7265	9.65643	7.67532	-0.000602385	-0.000467115	-0.000627726	-0.000589331	-0.000564487
9.95256	6.65243	9.01895	7.70266	7.65571		-0.000606608	-0.000633656	-0.000624642	-0.00079078	-0.000368882		12.5472	10.4796	10.7265	9.65643	7.67532	-0.000428449	-0.000601805	-0.000668163	-0.000624581	-0.000544543
9.95256	6.65243	9.01998	7.70266	7.65571		-0.00043949	-0.00052328	-0.000561931	-0.000879121	-0.000448908		12.5486	10.4796	10.7265	9.65643	7.67532	-0.000587256	-0.000708184	-0.000525699	-0.000657646	-0.00067889
9.95256	6.65243	9.02101	7.70266	7.65571		-0.000495157	-0.000513576	-0.000601798	-0.000639887	-0.000463177		12.55	10.4796	10.7265	9.65643	7.67532	-0.000591346	-0.000494884	-0.000394634	-0.000751237	-0.000647445
9.95256	6.65243	9.02204	7.70266	7.65571		-0.000579364	-0.000462377	-0.00049496	-0.000515426	-0.000653515		12.5514	10.4796	10.7265	9.65643	7.67532	-0.000618485	-0.000463117	-0.000616281	-0.000487685	-0.000604255
9.95256	6.65243	9.02307	7.70266	7.65571		-0.000690356	-0.000521746	-0.000564752	-0.000593066	-0.000542904		12.5528	10.4796	10.7265	9.65643	7.67532	-0.000405216	-0.000516834	-0.000648119	-0.000584073	-0.000645114
9.95256	6.65243	9.0241	7.70266	7.65571		-0.000627449	-0.000724164	-0.000511761	-0.000688326	-0.000590996		12.5542	10.4796	10.7265	9.65643	7.67532	-0.000579031	-0.000589153	-0.000620162	-0.000477921	-0.000720613
9.95256	6.65243	9.02513	7.70266	7.65571		-0.000616713	-0.00055368	-0.00070564	-0.00076416	-0.000829473		12.5556	10.4796	10.7265	9.65643	7.67532	-0.000650293	-0.00034309	-0.000560243	-0.000594634	-0.000681132
9.95256	6.65243	9.02616	7.70266	7.65571		-0.000619111	-0.000565105	-0.000554596	-0.000682525	-0.000548498		12.557	10.4796	10.7265	9.65643	7.67532	-0.000729404	-0.000445492	-0.000661011	-0.000442545	-0.000475449
9.95256	6.65243	9.02719	7.70266	7.65571		-0.00046224	-0.000636579	-0.000768064	-0.000429111	-0.00064693		12.5585	10.4796	10.7265	9.65643	7.67532	-0.000601566	-0.000643848	-0.000664411	-0.000505698	-0.000476199
9.95256	6.65243	9.02822	7.70266	7.65571		-0.000716749	-0.000644214	-0.000752707	-0.000581732	-0.000508734		12.5599	10.4796	10.7265	9.65643	7.67532	-0.000636315	-0.00053617	-0.000721642	-0.000652724	-0.000573634
9.95256	6.65243	9.02925	7.70266	7.65571		-0.000355006	-0.000739337	-0.000454153	-0.000739312	-0.00065251		12.5613	10.4796	10.7265	9.65643	7.67532	-0.000599038	-0.000619137	-0.000482128	-0.000436305	-0.000684419
9.95256	6.65243	9.03028	7.70266	7.65571		-0.000659287	-0.00062574	-0.000601188	-0.000565951	-0.000578177		12.5627	10.4796	10.7265	9.65643	7.67532	-0.000599103	-0.000433898	-0.000632081	-0.000299981	-0.000400685
9.95256	6.65243	9.03131	7.70266	7.65571		-0.000582506	-0.000630524	-0.000725274	-0.000710292	-0.000613841		12.5641	10.4796	10.7265	9.65643	7.67532	-0.000732698	-0.000721324	-0.000834018	-0.000615115	-0.000753343
9.95256	6.65243	9.03234	7.70266	7.65571		-0.000773489	-0.000564902	-0.000653049	-0.000752272	-0.000455616		12.5655	10.4796	10.7265	9.65643	7.67532	-0.000612206	-0.000753873	-0.000603182	-0.00064174	-0.000642744
9.95256	6.65243	9.03337	7.70266	7.65571		-0.000730216	-0.000451758	-0.000736792	-0.000524695	-0.000456041		12.5669	10.4796	10.7265	9.65643	7.67532	-0.000702294	-0.000767007	-0.000620755	-0.00055112	-0.000609642
9.95256	6.65243	9.0344	7.70266	7.65571		-0.000426056	-0.000540608	-0.000629994	-0.00074332	-0.000588371		12.5683	10.4796	10.7265	9.65643	7.67532	-0.000578043	-0.000600357	-0.000371255	-0.000539057	-0.000356659
9.95256	6.65243	9.03535	7.70266	7.65571		-0.000575498	-0.000553629	-0.000433625	-0.000611008	-0.000701595		12.5698	10.4796	10.7265	9.65643	7.67532	-0.000561374	-0.000758331	-0.000706221	-0.00045013	-0.000462958
9.95256	6.65243	9.0362	7.70266	7.65571		-0.000517829	-0.000493109	-0.00053608	-0.000730022	-0.000503042		12.5712	10.4796	10.7265	9.65643	7.67532	-0.000466387	-0.000550427	-0.000685267	-0.00050065	-0.000602943
9.95256	6.65243	9.03703	7.70266	7.65571		-0.000534362	-0.000375714	-0.000452322	-0.000675145	-0.000519185		12.5726	10.4796	10.7265	9.65643	7.67532	-0.000639637	-0.000685981	-0.000452712	-0.000707666	-0.000467186
9.95256	6.65243	9.03787	7.70266	7.65571		-0.00063831	-0.000631327	-0.000511921	-0.000609433	-0.000561061		12.574	10.4796	10.7265	9.65643	7.67532	-0.00066355	-0.000538619	-0.000713101	-0.000805897	-0.000661021
9.95256	6.65243	9.03871	7.70266	7.65571		-0.00071558	-0.000518038	-0.000516231	-0.000841127	-0.00067525		12.5755	10.4796	10.7265	9.65643	7.67532	-0.000702282	-0.000488723	-0.000435081	-0.000556637	-0.000695711
9.95256	6.65243	9.03955	7.70266	7.65571		-0.000546929	-0.000654541	-0.000465136	-0.00059788	-0.000684751		12.5772	10.4796	10.7265	9.65643	7.67532	-0.000570983	-0.000556739	-0.000642314	-0.000828155	-0.000768643
9.95256	6.65243	9.04039	7.70266	7.65571		-0.000767542	-0.000886186	-0.000654458	-0.000567331	-0.00056955		12.5788	10.4796	10.7265	9.65643	7.67532	-0.000550134	-0.000458331	-0.000515288	-0.000657222	-0.000412515
9.95256	6.65243	9.04123	7.70266	7.65571		-0.000603554	-0.000502163	-0.000565502	-0.000751498	-0.000554829		12.5804	10.4796	10.7265	9.65643	7.67532	-0.000532368	-0.00076288	-0.000656193	-0.000453374	-0.000620955
9.95256	6.65243	9.04207	7.70266	7.65571		-0.000828768	-0.000603195	-0.000421747	-0.000439303	-0.00025087		12.5821	10.4796	10.7265	9.65643	7.67532	-0.00061705	-0.000664653	-0.000642224	-0.000542792	-0.000747888
9.95256	6.65243	9.04291	7.70266	7.65571		-0.000686424	-0.000670577	-0.000553472	-0.00057977	-0.000726443		12.5837	10.4796	10.7265	9.65643	7.67532	-0.000482297	-0.00064157	-0.000518252	-0.000613153	-0.000583804
9.95256	6.65243	9.04375	7.70266	7.65571		-0.000551554	-0.000527117	-0.000481069	-0.000702772	-0.00060779		12.5854	10.4796	10.7265	9.65643	7.67532	-0.000555334	-0.000280398	-0.000538404	-0.000456398	-0.000704754
9.95256	6.65243	9.04459	7.70266	7.65571		-0.000697079	-0.000490082	-0.000639482	-0.000617673	-0.000548636		12.587	10.4796	10.7265	9.65643	7.67532	-0.000662188	-0.000482495	-0.000718519	-0.00072984	-0.000659103
9.95256	6.65243	9.04543	7.70266	7.65571		-0.000560451	-0.000530921	-0.000549164	-0.00064264	-0.000586206		12.5886	10.4796	10.7265	9.65643	7.67532	-0.000568802	-0.000691681	-0.000831153	-0.000636842	-0.000718022
9.95256	6.65243	9.04626	7.70266	7.65571		-0.000637846	-0.000564899	-0.000539915	-0.000815825	-0.000597012		12.5903	10.4796	10.7265	9.65643	7.67532	-0.000743978	-0.000777714	-0.000508153	-0.000376831	-0.00038077
9.95256	6.65243	9.0471	7.70266	7.65571		-0.000541868	-0.00052688	-0.000638603	-0.000571319	-0.000770612		12.5919	10.4796	10.7265	9.65643	7.67532	-0.000782827	-0.000747358	-0.000526023	-0.000634345	-0.000459078
9.95256	6.65243	9.04794	7.70266	7.65571		-0.000620221	-0.000420098	-0.0005307	-0.000530815	-0.000714239		12.5936	10.4796	10.7265	9.65643	7.67532	-0.000579381	-0.00055247	-0.000813282	-0.000676398	-0.000570877
9.95256	6.65243	9.04878	7.70266	7.65571		-0.000634468	-0.000637084	-0.000748287	-0.000574991	-0.000612396		12.5952	10.4796	10.7265	9.65643	7.67532	-0.000600322	-0.000702777	-0.00055465	-0.000465795	-0.000471397
9.95256	6.65243	9.04962	7.70266	7.65571		-0.000714041	-0.000836051	-0.000846635	-0.000577312	-0.000723656		12.5968	10.4796	10.7265	9.65643	7.67532	-0.000654061	-0.000576662	-0.000514254	-0.000720016	-0.000633919
9.95256	6.65243	9.05046	7.70266	7.65571		-0.000773262	-0.00055719	-0.000633093	-0.000578251	-0.000724211		12.5985	10.4796	10.7265	9.65643	7.67532	-0.000682325	-0.000791681	-0.000386945	-0.000513386	-0.000747108
9.95256	6.65243	9.0513	7.70266	7.65571		-0.000647448	-0.000676116	-0.000610491	-0.000645615	-0.000677635		12.6001	10.4796	10.7265	9.65643	7.67532	-0.000346238	-0.000407528	-0.000711947	-0.000689252	-0.000461913
9.95256	6.65243	9.05214	7.70266	7.65571		-0.000672619	-0.000627765	-0.000558547	-0.000567907	-0.00042757		12.6018	10.4796	10.7265	9.65643	7.67532	-0.000512418	-0.000571683	-0.000633459	-0.000638566	-0.000723366
9.95256	6.65243	9.05298	7.70266	7.65571		-0.000584203	-0.000660535	-0.000699045	-0.000527403	-0.00065925		12.6034	10.4796	10.7265	9.65643	7.67532	-0.000587316	-0.000668828	-0.00070695	-0.000704842	-0.000786008
9.95256	6.65243	9.05382	7.70266	7.65571		-0.000500151	-0.000663263	-0.000501025	-0.000489484	-0.000483673		12.6051	10.4796	10.7265	9.65643	7.67532	-0.000526795	-0.000855688	-0.000482917	-0.000682723	-0.000511005
9.95256	6.65243	9.05466	7.70266	7.65571		-0.000739347	-0.000512304	-0.000697569	-0.000582219	-0.00073572		12.6069	10.4796	10.7265	9.65643	7.67532	-0.000696831	-0.000737554	-0.000673975	-0.000302838	-0.000709382
9.95256	6.65243	9.0555	7.70266	7.65571		-0.000512103	-0.000759055	-0.00076398	-0.000792059	-0.000464455		12.6087	10.4796	10.7265	9.65643	7.67532	-0.000642697	-0.000580141	-0.000551161	-0.000715763	-0.000706978
9.95256	6.65243	9.05633	7.70266	7.65571		-0.000581301	-0.000469271	-0.000625169	-0.000549422	-0.000531346		12.6105	10.4796	10.7265	9.65643	7.67511	-0.000577809	-0.000584942	-0.000500268	-0.000658074	-0.000569171
9.95256	6.65243	9.05717	7.70266	7.65571		-0.000444058	-0.000731504	-0.000561423	-0.00063235	-0.000664039		12.6122	10.4796	10.7265	9.65643	7.67477	-0.000798438	-0.000507723	-0.000659765	-0.000728331	-0.000734463
9.95256	6.65243	9.05801	7.70266	7.65571		-0.00073503	-0.000661489	-0.000820097	-0.000518051	-0.000639169		12.614	10.4796	10.7265	9.65643	7.67445	-0.000839959	-0.000408117	-0.000538128	-0.000768322	-0.000684678
9.95256	6.65243	9.05885	7.70266	7.65571		-0.000424246	-0.000507683	-0.000364212	-0.00049519	-0.000354051		12.6158	10.4796	10.7265	9.65643	7.67411	-0.000588304	-0.000514508	-0.000584676	-0.000471156	-0.000751355
9.95256	6.65243	9.05969	7.70266	7.65571		-0.000625916	-0.000684181	-0.000496184	-0.000716982	-0.000721271		12.6175	10.4796	10.7265	9.65643	7.67378	-0.000459937	-0.000530803	-0.000341062	-0.000334875	-0.000681572
9.95256	6.65243	9.06053	7.70266	7.65571		-0.000396199	-0.000478126	-0.000602387	-0.000745977	-0.000701921		12.6193	10.4796	10.7265	9.65643	7.67345	-0.000622457	-0.00047829	-0.000644427	-0.000593535	-0.000449477
9.95256	6.65243	9.06137	7.70266	7.65571		-0.000484556	-0.000493199	-0.000541166	-0.000600131	-0.00069706		12.6211	10.4796	10.7265	9.65643	7.67312	-0.00069576	-0.000679399	-0.000648219	-0.000416086	-0.000678392
9.95256	6.65243	9.06221	7.70266	7.65571		-0.000573535	-0.000631652	-0.000567443	-0.000675258	-0.000691435		12.6229	10.4796	10.7265	9.65643	7.67279	-0.000502424	-0.000594365	-0.000644993	-0.000541082	-0.000428193
9.95256	6.65243	9.06305	7.70266	7.65571		-0.000602255	-0.000638655	-0.000620763	-0.000574153	-0.000655782		12.6246	10.4796	10.7265	9.65643	7.67245	-0.000560939	-0.000670088	-0.000473031	-0.000597515	-0.000462468
9.95256	6.65243	9.06389	7.70266	7.65571		-0.000699354	-0.000880401	-0.000506351	-0.000677036	-0.000489546		12.6264	10.4796	10.7265	9.65643	7.67212	-0.000683542	-0.000633318	-0.000666957	-0.000681055	-0.000519373
9.95256	6.65243	9.06475	7.70266	7.65571		-0.000785238	-0.000600706	-0.000803857	-0.000698857	-0.000583343		12.6282	10.4796	10.7265	9.65643	7.67179	-0.000624188	-0.000606145	-0.000542215	-0.00065209	-0.000709967
9.95256	6.65243	9.06566	7.70266	7.65571		-0.000661522	-0.000614115	-0.000585797	-0.000527415	-0.000437689		12.63	10.4796	10.7265	9.65643	7.67146	-0.000567833	-0.00070227	-0.000650442	-0.000628277	-0.000735491
9.95256	6.65243	9.06658	7.70266	7.65571		-0.000618984	-0.000709952	-0.000638578	-0.000526922	-0.000479778		12.6317	10.4796	10.7265	9.65643	7.67113	-0.000703508	-0.000657217	-0.000647986	-0.000674743	-0.00070629
9.95256	6.65243	9.06749	7.70266	7.65571		-0.000709461	-0.000682357	-0.000503947	-0.000722587	-0.000615014		12.6335	10.4796	10.7265	9.65643	7.67079	-0.000534889	-0.000543077	-0.000654028	-0.0005131	-0.000548136
9.95256	6.65243	9.06841	7.70266	7.65571		-0.000656345	-0.000615934	-0.000752043	-0.000716197	-0.000697905		12.6353	10.4796	10.7265	9.65643	7.67046	-0.000587677	-0.000631067	-0.000639554	-0.000669278	-0.000498632
9.95256	6.65243	9.06932	7.70266	7.65571		-0.000849236	-0.00041321	-0.000640403	-0.000711676	-0.00072944		12.6371	10.4796	10.7265	9.65643	7.67013	-0.000540095	-0.000455484	-0.000555143	-0.000714297	-0.000526779
9.95256	6.65243	9.07024	7.70266	7.65571		-0.000611973	-0.000572062	-0.000851475	-0.000623346	-0.000586883		12.6388	10.4796	10.7265	9.65643	7.6698	-0.000615978	-0.000653475	-0.000622753	-0.000558517	-0.000597322
9.95256	6.65243	9.07116	7.70266	7.65571		-0.000500001	-0.0002784	-0.000589068	-0.000478308	-0.000824487		12.6405	10.4796	10.7265	9.65643	7.66947	-0.000648775	-0.000673232	-0.000506428	-0.000607919	-0.000604896
9.95256	6.65243	9.07207	7.70266	7.65571		-0.000646114	-0.000618177	-0.000643843	-0.000480007	-0.000750722		12.6422	10.4796	10.7265	9.65643	7.66914	-0.00055573	-0.000602838	-0.000557161	-0.000449028	-0.000602363
9.95256	6.65243	9.07299	7.70266	7.65571		-0.000412302	-0.000523264	-0.000657773	-0.000501725	-0.000550027		12.6439	10.4796	10.7265	9.65643	7.6688	-0.000500196	-0.000531808	-0.000700727	-0.000577355	-0.000621126
9.95256	6.65243	9.0739	7.70266	7.65571		-0.000600453	-0.000571294	-0.000851916	-0.000766538	-0.000815334		12.6456	10.4796	10.7265	9.65643	7.66847	-0.000534689	-0.000630669	-0.000473976	-0.000663308	-0.000462467
9.95256	6.65243	9.07482	7.70266	7.65571		-0.000702319	-0.000616941	-0.000390121	-0.000683145	-0.000755287		12.6474	10.4796	10.7265	9.65643	7.66814	-0.000841843	-0.000574498	-0.000627089	-0.000401033	-0.000533238
9.95256	6.65243	9.07573	7.70266	7.65571		-0.000595433	-0.000404715	-0.000401367	-0.000570631	-0.00067792		12.6491	10.4796	10.7265	9.65643	7.66781	-0.000849033	-0.000709133	-0.000536044	-0.000589691	-0.000492234
9.95256	6.65243	9.07665	7.70266	7.65571		-0.000701847	-0.000415142	-0.000613029	-0.000603577	-0.000539991		12.6508	10.4796	10.7265	9.65643	7.66748	-0.000602757	-0.000629615	-0.000557273	-0.000571129	-0.000697998
