lap2_17_samp	lap2_18_samp	lap2_19_samp	lap2_20_samp	lap2_21_samp	lap2_22_samp	lap2_23_samp	cur2_17_samp	cur2_18_samp	cur2_19_samp	cur2_20_samp	cur2_21_samp	cur2_22_samp	cur2_23_samp	rp24332
8.07317	4.47533	11.347	10.122	14.4514	13.3947	14.637	-0.000609614	-0.00086701	-0.000696591	-0.00079579	-0.000826016	-0.000397414	-0.000536191	
8.07672	4.47533	11.3494	10.1249	14.4539	13.3975	14.637	-0.000682639	-0.00058757	-0.00076804	-0.00100209	-0.000323112	-0.000666142	-0.000424665	
8.08027	4.47533	11.3519	10.1279	14.4565	13.4003	14.637	-0.000456272	-0.000711775	-0.000600813	-0.000668169	-0.000712238	-0.000730238	-0.00068542	
8.08382	4.47533	11.3544	10.1308	14.4591	13.403	14.637	-0.000755786	-0.000789766	-0.000813492	-0.000576018	-0.000393062	-0.000914439	-0.000953284	
8.08736	4.47533	11.3569	10.1337	14.4617	13.4058	14.637	-0.000617726	-0.000617296	-0.000518617	-0.000603471	-0.000390364	-0.00052065	-0.000605059	
8.09091	4.47533	11.3594	10.1367	14.4642	13.4086	14.637	-0.000955076	-0.000424316	-0.000291164	-0.00069934	-0.000837442	-0.00101996	-0.000803321	
8.09446	4.47533	11.3618	10.1396	14.4668	13.4114	14.637	-0.000689559	-0.000698181	-0.000531432	-0.000908059	-0.000521251	-0.000883747	-0.000549269	
8.09814	4.47533	11.3643	10.1426	14.4694	13.4142	14.637	-0.00067736	-0.000506601	-0.000773423	-0.000511364	-0.00044337	-0.00055395	-0.000676318	
8.10188	4.47533	11.3668	10.1456	14.4719	13.417	14.637	-0.000951723	-0.000796488	-0.000428213	-0.000546075	-0.000513496	-0.000615301	-0.000762689	
8.10562	4.47533	11.3693	10.1485	14.4745	13.4198	14.637	-0.000609773	-0.000824909	-0.000977589	-0.000618624	-0.000744945	-0.00107091	-0.000663823	
8.10935	4.47533	11.3717	10.1515	14.477	13.4225	14.637	-0.000830327	-0.000446907	-0.000688459	-0.000704121	-0.000603306	-0.000605752	-0.000893335	
8.11309	4.47533	11.3742	10.1545	14.4795	13.4253	14.637	-0.000966939	-0.000503564	-0.000505489	-0.0007791	-0.000809979	-0.000601901	-0.000537652	
8.11683	4.47533	11.3766	10.1575	14.482	13.4281	14.637	-0.000666494	-0.000489153	-0.000698662	-0.000612863	-0.000738221	-0.000570187	-0.000484461	
8.12057	4.47533	11.3791	10.1604	14.4845	13.4309	14.637	-0.000388127	-0.0006434	-0.000554727	-0.000844463	-0.000723326	-0.000603977	-0.000897149	
8.12431	4.47533	11.3816	10.1634	14.487	13.4337	14.637	-0.000539324	-0.000302697	-0.000712615	-0.000497407	-0.000388271	-0.000784143	-0.000672371	
8.12816	4.47533	11.384	10.1664	14.4896	13.4365	14.637	-0.000721056	-0.000627281	-0.000670675	-0.000534481	-0.000677252	-0.000749515	-0.00049427	
8.13208	4.47533	11.3865	10.1694	14.4921	13.4392	14.637	-0.000782173	-0.000721036	-0.0010241	-0.000945467	-0.000557517	-0.000638858	-0.00055606	
8.13602	4.47533	11.389	10.1723	14.4946	13.442	14.637	-0.000473314	-0.000842056	-0.000515226	-0.000782864	-0.000873332	-0.000533895	-0.000318671	
8.13995	4.47533	11.3914	10.1753	14.4971	13.4448	14.637	-0.000586795	-0.000499407	-0.000696489	-0.000709836	-0.000330683	-0.000697453	-0.000601131	
8.14387	4.47533	11.3939	10.1783	14.4996	13.4476	14.637	-0.000325556	-0.000587494	-0.000794112	-0.000817486	-0.0004402	-0.000670933	-0.000837634	
8.1478	4.47533	11.3964	10.1813	14.5022	13.4504	14.637	-0.000940061	-0.000631201	-0.00061806	-0.00071723	-0.000511657	-0.000779818	-0.00061885	
8.15173	4.47533	11.3988	10.1843	14.5047	13.4532	14.637	-0.000730994	-0.000374873	-0.000801374	-0.000533117	-0.000930144	-0.000741185	-0.00041016	
8.15566	4.47533	11.4012	10.1873	14.5071	13.456	14.637	-0.000821712	-0.000925165	-0.000352268	-0.000968602	-0.000816688	-0.0006244	-0.000702204	
8.15973	4.47533	11.4036	10.1903	14.5095	13.4588	14.637	-0.000681543	-0.00058332	-0.000696282	-0.0004562	-0.000610553	-0.000641849	-0.000687501	
8.16383	4.47533	11.4061	10.1933	14.512	13.4616	14.637	-0.000492981	-0.000847832	-0.000534713	-0.000477076	-0.000619307	-0.000601791	-0.000374393	
8.16793	4.47533	11.4085	10.1963	14.5144	13.4644	14.637	-0.000561431	-0.000351644	-0.00062504	-0.000774191	-0.000503363	-0.000623537	-0.000687495	
8.17203	4.47533	11.4109	10.1993	14.5169	13.4672	14.637	-0.000608062	-0.000760535	-0.000805897	-0.000456929	-0.000906044	-0.000765806	-0.000710923	
8.17613	4.47533	11.4133	10.2023	14.5193	13.47	14.637	-0.000743908	-0.000388247	-0.000760186	-0.000453442	-0.000814313	-0.00046376	-0.000622022	
8.18023	4.47533	11.4158	10.2053	14.5217	13.4728	14.637	-0.000739657	-0.00060415	-0.000392863	-0.000414576	-0.000911494	-0.000735612	-0.000459217	
8.18433	4.47533	11.4182	10.2082	14.5242	13.4756	14.637	-0.000371535	-0.000874439	-0.000634235	-0.000373658	-0.000823874	-0.000919196	-0.000436613	
8.18848	4.47533	11.4206	10.2112	14.5266	13.4784	14.637	-0.00055072	-0.000492979	-0.000656112	-0.000587528	-0.000764288	-0.000815175	-0.000694118	
8.19273	4.47533	11.423	10.2141	14.5291	13.4812	14.637	-0.000780498	-0.000702011	-0.000891244	-0.000740912	-0.000880893	-0.000494158	-0.000387018	
8.19698	4.47533	11.4254	10.2171	14.5315	13.484	14.637	-0.000771115	-0.000518881	-0.000538279	-0.000484977	-0.000446974	-0.00054925	-0.000733152	
8.20124	4.47533	11.4279	10.22	14.534	13.4868	14.637	-0.000749149	-0.000606259	-0.000683182	-0.000573415	-0.000688928	-0.000916843	-0.00040407	
8.20549	4.47533	11.4303	10.223	14.5364	13.4896	14.637	-0.000848221	-0.000629019	-0.000493597	-0.000868998	-0.000726905	-0.000776558	-0.000848761	
8.20974	4.47533	11.4326	10.226	14.5388	13.4924	14.637	-0.00106145	-0.00083277	-0.000929918	-0.000350686	-0.000582717	-0.000640247	-0.000708829	
8.214	4.47533	11.4349	10.2289	14.5412	13.4953	14.637	-0.000603509	-0.000606152	-0.000575801	-0.000529272	-0.000594027	-0.000849972	-0.00047435	
8.21825	4.47533	11.4372	10.2319	14.5437	13.4981	14.637	-0.000759325	-0.000770147	-0.000782113	-0.000742984	-0.000487761	-0.000704104	-0.000808193	
8.22255	4.47533	11.4396	10.2348	14.5461	13.5009	14.637	-0.000596399	-0.000660919	-0.000604161	-0.000535744	-0.000683956	-0.000639945	-0.000233496	
8.22686	4.47533	11.4419	10.2378	14.5485	13.5037	14.637	-0.000994416	-0.0008115	-0.000706841	-0.000639877	-0.000723672	-0.000899078	-0.000773601	
8.23117	4.47533	11.4442	10.2407	14.5509	13.5065	14.637	-0.000615113	-0.000473126	-0.000601659	-0.000473479	-0.000498877	-0.000509551	-0.000534672	
8.23549	4.47533	11.4465	10.2436	14.5534	13.5094	14.637	-0.00109954	-0.000542082	-0.000613725	-0.000627328	-0.000722345	-0.000636747	-0.000790591	
8.2398	4.47533	11.4489	10.2465	14.5558	13.5122	14.637	-0.000456146	-0.000441599	-0.000369678	-0.000511049	-0.000677611	-0.000403285	-0.000622011	
8.24411	4.47533	11.4512	10.2494	14.5582	13.515	14.637	-0.000584099	-0.000523145	-0.000712411	-0.000571451	-0.000622638	-0.000453863	-0.000638095	
8.24842	4.47533	11.4535	10.2524	14.5606	13.5178	14.637	-0.000464673	-0.000828833	-0.000590029	-0.000641986	-0.000678138	-0.00056638	-0.000453301	
8.25271	4.47533	11.4558	10.2553	14.563	13.5207	14.637	-0.000747015	-0.000498612	-0.000548087	-0.000693722	-0.000835918	-0.000720516	-0.000708346	
8.25698	4.47533	11.4582	10.2582	14.5655	13.5234	14.637	-0.000506872	-0.000675693	-0.000690153	-0.000749326	-0.000707823	-0.000650983	-0.000725909	
8.26126	4.47533	11.4605	10.2611	14.5679	13.5262	14.637	-0.000742667	-0.000331912	-0.000534433	-0.000514022	-0.000648261	-0.000720209	-0.000723935	
8.26553	4.47533	11.4628	10.264	14.5703	13.529	14.637	-0.000564857	-0.000500319	-0.000684248	-0.000705544	-0.000538807	-0.000482131	-0.000698496	
8.2698	4.47533	11.4651	10.267	14.5726	13.5318	14.637	-0.000737077	-0.000791602	-0.000689926	-0.00074739	-0.000712189	-0.000893556	-0.000778322	
8.27408	4.47533	11.4673	10.2699	14.575	13.5346	14.637	-0.000737431	-0.000697893	-0.000735572	-0.000422107	-0.000805054	-0.000770723	-0.000848563	
8.27835	4.47533	11.4696	10.2727	14.5774	13.5374	14.637	-0.000302731	-0.000786344	-0.000765445	-0.000543267	-0.000965374	-0.00054272	-0.000638481	
8.28262	4.47533	11.4718	10.2756	14.5797	13.5402	14.637	-0.000737428	-0.000856778	-0.000867985	-0.000494921	-0.000902583	-0.000541897	-0.000570328	
8.28683	4.47533	11.4741	10.2785	14.5821	13.5429	14.637	-0.000777839	-0.000908106	-0.000644157	-0.000486506	-0.000761957	-0.000561545	-0.000593655	
8.29103	4.47533	11.4763	10.2814	14.5845	13.5457	14.637	-0.000458678	-0.000568593	-0.000316157	-0.000603683	-0.000574543	-0.00080097	-0.000523473	
8.29523	4.47533	11.4786	10.2843	14.5868	13.5485	14.637	-0.000660717	-0.000605088	-0.000635096	-0.000558353	-0.000822292	-0.000650562	-0.00057363	
8.29942	4.47533	11.4808	10.2871	14.5892	13.5513	14.637	-0.000439093	-0.000903894	-0.000564113	-0.000850498	-0.000729422	-0.000565205	-0.00102886	
8.30362	4.47533	11.4831	10.29	14.5916	13.5541	14.637	-0.000662677	-0.000563985	-0.00055881	-0.000996587	-0.000520014	-0.000851332	-0.000419719	
8.30781	4.47533	11.4853	10.2929	14.5939	13.5568	14.637	-0.000678262	-0.000860192	-0.000535432	-0.000631258	-0.000414497	-0.000643469	-0.000539425	
8.31201	4.47533	11.4876	10.2958	14.5963	13.5596	14.637	-0.000549308	-0.000648054	-0.000664689	-0.000421457	-0.000461127	-0.000504673	-0.000662607	
8.3162	4.47533	11.4898	10.2987	14.5987	13.5623	14.637	-0.00084895	-0.000355941	-0.000783538	-0.000571006	-0.000446074	-0.000744039	-0.000671804	
8.32036	4.47533	11.4921	10.3015	14.601	13.565	14.637	-0.000480795	-0.000449807	-0.000595316	-0.000810643	-0.000835974	-0.00103472	-0.000400868	
8.32452	4.47533	11.4943	10.3044	14.6033	13.5678	14.637	-0.000752122	-0.000796603	-0.000291579	-0.000416314	-0.00083017	-0.000498971	-0.000700547	
8.32868	4.47533	11.4965	10.3073	14.6056	13.5705	14.637	-0.000612303	-0.000922521	-0.000513867	-0.000444627	-0.000748861	-0.000670795	-0.00036077	
8.33284	4.47533	11.4987	10.3102	14.6079	13.5733	14.637	-0.000580154	-0.000700674	-0.000698487	-0.000340011	-0.000601768	-0.000484637	-0.000787247	
8.33699	4.47533	11.5008	10.3131	14.6102	13.576	14.637	-0.000539543	-0.000580949	-0.000647409	-0.000625891	-0.000643298	-0.000451209	-0.000399714	
8.34115	4.47533	11.503	10.3159	14.6125	13.5788	14.637	-0.000650414	-0.000460244	-0.000556881	-0.000586476	-0.000491095	-0.000795011	-0.000551872	
8.34531	4.47533	11.5051	10.3188	14.6148	13.5815	14.637	-0.000763946	-0.000782056	-0.000911179	-0.000631963	-0.0004513	-0.000634119	-0.000715345	
8.34948	4.47533	11.5072	10.3217	14.6171	13.5843	14.637	-0.000655785	-0.000530434	-0.000754487	-0.00051935	-0.000786945	-0.000493713	-0.000963481	
8.35365	4.47533	11.5094	10.3246	14.6194	13.587	14.637	-0.000566435	-0.000632925	-0.000684436	-0.000599505	-0.000855402	-0.000545661	-0.000622845	
8.35783	4.47533	11.5115	10.3275	14.6217	13.5897	14.637	-0.000990131	-0.00068129	-0.000594938	-0.000449656	-0.000794249	-0.000464059	-0.000904405	
8.36201	4.47533	11.5136	10.3303	14.6239	13.5924	14.637	-0.000344885	-0.000596013	-0.000502128	-0.000690617	-0.000499135	-0.000569267	-0.000868224	
8.36619	4.47533	11.5158	10.3332	14.6262	13.5951	14.637	-0.000518832	-0.000742388	-0.000518557	-0.00047286	-0.000615598	-0.000694593	-0.000393054	
8.37036	4.47533	11.5179	10.3361	14.6285	13.5978	14.637	-0.000624466	-0.000672842	-0.000656381	-0.000582256	-0.000581301	-0.00089419	-0.000584688	
8.37454	4.47533	11.52	10.339	14.6308	13.6005	14.637	-0.000832816	-0.000684038	-0.000709259	-0.000455438	-0.000605444	-0.000984549	-0.000853733	
8.37872	4.47533	11.5222	10.3419	14.6331	13.6033	14.637	-0.000541081	-0.00057137	-0.000559934	-0.000655164	-0.000770685	-0.000611238	-0.000455201	
8.38289	4.47533	11.5243	10.3447	14.6354	13.606	14.637	-0.000596107	-0.000593731	-0.000573052	-0.000907439	-0.000518408	-0.00086993	-0.000781784	
8.38707	4.47533	11.5265	10.3476	14.6376	13.6087	14.637	-0.000741218	-0.000828945	-0.000703044	-0.000573157	-0.000753568	-0.000734924	-0.000446773	
8.39125	4.47533	11.5286	10.3505	14.6399	13.6114	14.637	-0.000622874	-0.000696816	-0.000562784	-0.000855052	-0.000573935	-0.00049397	-0.000529632	
8.39543	4.47533	11.5307	10.3534	14.6421	13.6141	14.637	-0.000488575	-0.000713784	-0.000450895	-0.000822616	-0.000824855	-0.00115296	-0.000833768	
8.3996	4.47533	11.5327	10.3563	14.6444	13.6168	14.637	-0.000660301	-0.000846286	-0.000858704	-0.000724212	-0.000420661	-0.000887532	-0.000897432	
8.40378	4.47533	11.5347	10.3591	14.6466	13.6195	14.637	-0.000715291	-0.000805715	-0.000730269	-0.000663914	-0.000947355	-0.00100443	-0.000728384	
8.40796	4.47533	11.5367	10.362	14.6489	13.6222	14.637	-0.000654937	-0.00067734	-0.00101562	-0.000862307	-0.00066896	-0.000781579	-0.000620741	
8.41213	4.47533	11.5388	10.3649	14.6511	13.625	14.637	-0.00055569	-0.00062308	-0.000773424	-0.000872389	-0.000302762	-0.000600314	-0.000630562	
8.41629	4.47533	11.5408	10.3678	14.6534	13.6277	14.637	-0.000648109	-0.000715076	-0.000940024	-0.000514482	-0.000672001	-0.000588974	-0.000405404	
8.42045	4.47533	11.5428	10.3707	14.6556	13.6304	14.637	-0.00063749	-0.000767631	-0.000595147	-0.000934153	-0.00086747	-0.000640519	-0.000995872	
8.4246	4.47533	11.5448	10.3735	14.6579	13.6332	14.637	-0.000566676	-0.000889997	-0.00063576	-0.000690176	-0.0010114	-0.000649133	-0.000832752	
8.42876	4.47533	11.5469	10.3764	14.6601	13.6359	14.637	-0.000579943	-0.000635497	-0.000594908	-0.000487718	-0.000574238	-0.000802092	-0.000849637	
8.43292	4.47533	11.5489	10.3793	14.6624	13.6386	14.637	-0.000651618	-0.000522789	-0.000893754	-0.000536226	-0.000321974	-0.000978689	-0.000733855	
8.43708	4.47533	11.5509	10.3822	14.6646	13.6413	14.637	-0.000688448	-0.000697721	-0.000340776	-0.000584967	-0.000489031	-0.000825021	-0.000600057	
8.44124	4.47533	11.5529	10.3851	14.6669	13.6441	14.637	-0.000648868	-0.000736919	-0.000646381	-0.000220822	-0.000480296	-0.000543275	-0.000553475	
8.44537	4.47533	11.5549	10.3879	14.6692	13.6468	14.637	-0.000556163	-0.000918012	-0.000358326	-0.000823755	-0.000795699	-0.000526583	-0.00067877	
8.44946	4.47533	11.557	10.3908	14.6714	13.6495	14.637	-0.000621724	-0.000587296	-0.000323937	-0.000619525	-0.000604104	-0.000828545	-0.000575479	
8.45354	4.47533	11.559	10.3937	14.6737	13.6523	14.637	-0.000420848	-0.00102476	-0.000815571	-0.00071858	-0.000651486	-0.000675293	-0.000660036	
8.45762	4.47533	11.561	10.3966	14.676	13.6551	14.637	-0.000488715	-0.000594402	-0.00056728	-0.000866279	-0.000542888	-0.000919119	-0.000845729	
8.4617	4.47533	11.563	10.3995	14.6782	13.6578	14.637	-0.000898124	-0.000395113	-0.00084978	-0.000867228	-0.000667794	-0.000679782	-0.000630441	
8.46578	4.47533	11.565	10.4023	14.6805	13.6606	14.637	-0.000827697	-0.000473594	-0.000206108	-0.000780126	-0.000439328	-0.000585067	-0.000660229	
8.46986	4.47533	11.5669	10.4052	14.6828	13.6634	14.637	-0.000848429	-0.000610193	-0.000618995	-0.000815281	-0.000759932	-0.000594658	-0.000765238	
8.47395	4.47533	11.5689	10.4081	14.685	13.6661	14.637	-0.000822121	-0.000564304	-0.000640532	-0.000666393	-0.000841916	-0.00053452	-0.000279673	
8.47801	4.47533	11.5708	10.411	14.6873	13.6689	14.637	-0.000428086	-0.000899604	-0.000484703	-0.000604868	-0.000750637	-0.00060202	-0.000817663	
8.48203	4.47533	11.5728	10.4139	14.6896	13.6717	14.637	-0.00105556	-0.000453469	-0.000724131	-0.000921075	-0.000426038	-0.000979784	-0.000860471	
8.48606	4.47533	11.5747	10.4167	14.6919	13.6744	14.637	-0.000742942	-0.000477726	-0.000615972	-0.000656855	-0.000478878	-0.000573122	-0.000838301	
8.49008	4.47533	11.5767	10.4196	14.6941	13.6772	14.637	-0.000892842	-0.00104191	-0.000585684	-0.000569722	-0.000823713	-0.000726267	-0.000630047	
8.49411	4.47533	11.5786	10.4225	14.6964	13.68	14.637	-0.000909987	-0.00110406	-0.000327654	-0.000572224	-0.000457308	-0.000487593	-0.000765578	
8.49813	4.47533	11.5805	10.4254	14.6987	13.6827	14.637	-0.000558554	-0.00072106	-0.00055829	-0.000641662	-0.000483801	-0.000556142	-0.000544742	
8.50216	4.47533	11.5825	10.4283	14.701	13.6856	14.637	-0.000781607	-0.000921534	-0.000662034	-0.000444659	-0.000681726	-0.00107549	-0.00066455	
8.50618	4.47533	11.5844	10.4312	14.7032	13.6884	14.637	-0.000365827	-0.000763972	-0.000468307	-0.000428764	-0.000519712	-0.000893336	-0.00089409	
8.51019	4.47533	11.5864	10.4341	14.7055	13.6912	14.637	-0.000638018	-0.00060413	-0.000931298	-0.00063318	-0.000498065	-0.000496302	-0.000635501	
8.51416	4.47533	11.5883	10.437	14.7078	13.694	14.637	-0.000542632	-0.000445191	-0.00051394	-0.000450283	-0.000648275	-0.000711044	-0.000649374	
8.51812	4.47533	11.5903	10.4399	14.7101	13.6968	14.637	-0.000910721	-0.000665468	-0.000563788	-0.00108715	-0.000419377	-0.00066807	-0.000586942	
8.52209	4.47533	11.5922	10.4428	14.7124	13.6996	14.637	-0.000903377	-0.000490614	-0.00080589	-0.000963328	-0.000850916	-0.000317016	-0.000732063	
8.52606	4.47533	11.5942	10.4457	14.7147	13.7024	14.637	-0.000565508	-0.000554813	-0.000715172	-0.00078162	-0.000481666	-0.000720794	-0.000744806	
8.53002	4.47533	11.5961	10.4486	14.717	13.7052	14.637	-0.00014665	-0.000364624	-0.000736251	-0.00103125	-0.000796914	-0.000535772	-0.000814943	
8.53399	4.47533	11.5981	10.4515	14.7193	13.708	14.637	-0.000655383	-0.000559103	-0.000734988	-0.000755371	-0.000673715	-0.000504867	-0.000531	
8.53796	4.47533	11.6	10.4544	14.7216	13.7108	14.637	-0.000748812	-0.000537901	-0.000629028	-0.000811092	-0.000640298	-0.000553085	-0.000502969	
8.54192	4.47533	11.602	10.4573	14.7238	13.7136	14.637	-0.000604159	-0.000428726	-0.000658698	-0.000621363	-0.000463405	-0.000473504	-0.000757894	
8.54587	4.47533	11.604	10.4602	14.7261	13.7165	14.637	-0.000495546	-0.000667076	-0.000573463	-0.000751535	-0.000541345	-0.000759521	-0.000569368	
8.54982	4.47533	11.6059	10.4631	14.7284	13.7194	14.637	-0.000834976	-0.000499975	-0.000775204	-0.000733584	-0.000402709	-0.000599639	-0.000712289	
8.55377	4.47533	11.6079	10.466	14.7307	13.7222	14.637	-0.000594799	-0.000516197	-0.000859529	-0.000775777	-0.000519917	-0.00069172	-0.000553069	
8.55772	4.47533	11.6099	10.469	14.7329	13.7251	14.637	-0.000457218	-0.000779822	-0.000250601	-0.000816374	-0.000575162	-0.000664393	-0.000658051	
8.56166	4.47533	11.6118	10.4719	14.7352	13.7279	14.637	-0.000885896	-0.000466122	-0.000886369	-0.000615755	-0.000663145	-0.000805486	-0.000655495	
8.56561	4.47533	11.6138	10.4748	14.7374	13.7308	14.637	-0.000820711	-0.000472127	-0.000762727	-0.000776872	-0.00081709	-0.000712294	-0.000700085	
8.56956	4.47533	11.6158	10.4778	14.7396	13.7337	14.637	-0.000625757	-0.000989551	-0.000548289	-0.000839257	-0.000371811	-0.000668251	-0.000665081	
8.57351	4.47533	11.6177	10.4807	14.7419	13.7365	14.637	-0.000577921	-0.000818447	-0.000882506	-0.000856451	-0.000598485	-0.000736115	-0.000783728	
8.57742	4.47533	11.6197	10.4836	14.7441	13.7394	14.637	-0.000499963	-0.000890668	-0.000588124	-0.00103666	-0.000809907	-0.000500993	-0.000491037	
8.58133	4.47533	11.6217	10.4866	14.7463	13.7422	14.637	-0.000299414	-0.000566804	-0.000298342	-0.0008363	-0.00112966	-0.000575424	-0.000940775	
8.58524	4.47533	11.6236	10.4895	14.7486	13.7451	14.637	-0.000660557	-0.000553488	-0.000633388	-0.000632869	-0.00098055	-0.000498643	-0.000608553	
8.58915	4.47533	11.6256	10.4925	14.7508	13.748	14.637	-0.000770749	-0.000777335	-0.000631205	-0.000606976	-0.000534388	-0.000501776	-0.000781377	
8.59306	4.47533	11.6276	10.4954	14.753	13.7509	14.637	-0.000292377	-0.000645442	-0.000492385	-0.000570714	-0.00031046	-0.000664238	-0.000761292	
8.59697	4.47533	11.6295	10.4984	14.7553	13.7538	14.637	-0.000463027	-0.00103032	-0.000622666	-0.000787171	-0.000668337	-0.000860761	-0.000614748	
8.60088	4.47533	11.6315	10.5014	14.7575	13.7566	14.637	-0.000432643	-0.000532088	-0.000677627	-0.000464169	-0.000698045	-0.000622949	-0.000632962	
8.60479	4.47533	11.6335	10.5044	14.7597	13.7595	14.637	-0.000478263	-0.000814077	-0.000731308	-0.000783386	-0.000652291	-0.000893715	-0.000663339	
8.60865	4.47533	11.6355	10.5073	14.762	13.7624	14.637	-0.000765622	-0.000681615	-0.000595371	-0.000774473	-0.000470861	-0.000754463	-0.000713122	
8.61251	4.47533	11.6375	10.5103	14.7642	13.7653	14.637	-0.000848731	-0.000671031	-0.000596211	-0.000601297	-0.000620415	-0.000459249	-0.000676559	
8.61636	4.47533	11.6395	10.5133	14.7664	13.7682	14.637	-0.00111605	-0.00036041	-0.000877994	-0.00047816	-0.000615244	-0.000664052	-0.000327176	
8.62021	4.47533	11.6414	10.5163	14.7686	13.771	14.637	-0.000609729	-0.000414836	-0.000425853	-0.000557151	-0.000865305	-0.000685745	-0.000562017	
8.62407	4.47533	11.6434	10.5192	14.7708	13.7739	14.637	-0.00072848	-0.000649269	-0.000842154	-0.000544478	-0.000338637	-0.000805226	-0.000813196	
8.62792	4.47533	11.6454	10.5222	14.773	13.7768	14.637	-0.000384568	-0.000994908	-0.000596319	-0.000681964	-0.000549257	-0.000977812	-0.000717308	
8.63177	4.47533	11.6474	10.5252	14.7752	13.7796	14.637	-0.000880379	-0.000722298	-0.000758011	-0.000853782	-0.000951696	-0.000668851	-0.000582558	
8.63562	4.47533	11.6494	10.5283	14.7774	13.7824	14.637	-0.00100885	-0.000628657	-0.000471303	-0.000795518	-0.000608731	-0.000643301	-0.000546188	
8.63946	4.47533	11.6514	10.5313	14.7797	13.7852	14.637	-0.000739079	-0.000710369	-0.00047062	-0.000825088	-0.000830827	-0.000707252	-0.000807307	
8.64325	4.47533	11.6533	10.5343	14.7819	13.7881	14.637	-0.000790278	-0.00045608	-0.000753568	-0.000612168	-0.000675728	-0.000738625	-0.000748224	
8.64705	4.47533	11.6553	10.5374	14.7841	13.7909	14.637	-0.000658764	-0.000721873	-0.000677637	-0.000418615	-0.000504527	-0.000375626	-0.000358759	
8.65085	4.47533	11.6573	10.5404	14.7863	13.7937	14.637	-0.000485536	-0.000661338	-0.000871248	-0.00062381	-0.000698055	-0.000655449	-0.000864784	
8.65464	4.47533	11.6593	10.5434	14.7885	13.7965	14.637	-0.000522338	-0.000690641	-0.000416399	-0.000609262	-0.000711972	-0.000673605	-0.000828262	
8.65844	4.47533	11.6613	10.5465	14.7907	13.7994	14.637	-0.000685618	-0.000716369	-0.000807831	-0.000528634	-0.000328839	-0.000496878	-0.000722425	
8.66223	4.47533	11.6633	10.5495	14.7929	13.8022	14.637	-0.000620459	-0.000742288	-0.000697159	-0.000758349	-0.000680643	-0.000397491	-0.000635229	
8.66603	4.47533	11.6652	10.5525	14.7952	13.805	14.637	-0.000570394	-0.000608675	-0.000614916	-0.00106559	-0.000614738	-0.000680875	-0.000836458	
8.66982	4.47533	11.6672	10.5556	14.7974	13.8078	14.637	-0.00089379	-0.00075758	-0.000482748	-0.000702139	-0.000563486	-0.000768459	-0.000489465	
8.67362	4.47533	11.6692	10.5586	14.7997	13.8106	14.637	-0.000529783	-0.000658273	-0.000626104	-0.000392636	-0.000685295	-0.000603697	-0.000682689	
8.67741	4.47533	11.6712	10.5617	14.8019	13.8134	14.637	-0.000511985	-0.000421096	-0.000798925	-0.000630778	-0.000827749	-0.000856389	-0.000652696	
8.68121	4.47533	11.6732	10.5648	14.8042	13.8162	14.637	-0.000652169	-0.000918903	-0.000781977	-0.000568188	-0.000374533	-0.000542643	-0.000711158	
8.68501	4.47533	11.6752	10.5679	14.8064	13.8189	14.637	-0.000557986	-0.000751965	-0.000770916	-0.000704862	-0.00106027	-0.000768135	-0.0007135	
8.6888	4.47533	11.6772	10.5709	14.8087	13.8217	14.637	-0.000594416	-0.000899487	-0.000812077	-0.000723695	-0.000716871	-0.000612752	-0.000657345	
8.6926	4.47533	11.6791	10.574	14.8109	13.8245	14.637	-0.000641652	-0.000806212	-0.000871938	-0.000448015	-0.000632926	-0.000670015	-0.000511255	
8.69639	4.47533	11.6811	10.5771	14.8132	13.8272	14.637	-0.000845996	-0.000415775	-0.000658617	-0.00107257	-0.000643447	-0.000825217	-0.000467491	
8.70019	4.47533	11.6831	10.5801	14.8154	13.83	14.637	-0.00078608	-0.000839239	-0.000977468	-0.000768932	-0.000843223	-0.000572761	-0.000799723	
8.70398	4.47533	11.6851	10.5832	14.8177	13.8328	14.637	-0.00103325	-0.00082149	-0.000964574	-0.0009125	-0.000569314	-0.00075703	-0.000610687	
8.70778	4.47533	11.6871	10.5863	14.8199	13.8355	14.637	-0.000691903	-0.000776819	-0.000736656	-0.000605331	-0.000520373	-0.000679067	-0.000577831	
8.71158	4.47533	11.6891	10.5894	14.8222	13.8383	14.637	-0.000733051	-0.000672526	-0.000407283	-0.000746791	-0.000497526	-0.000528217	-0.000641519	
8.71537	4.47533	11.691	10.5925	14.8244	13.8411	14.637	-0.000568081	-0.000951542	-0.000547486	-0.00106565	-0.000613443	-0.000490117	-0.000465434	
8.71917	4.47533	11.693	10.5955	14.8267	13.8439	14.637	-0.000424068	-0.000256899	-0.000689774	-0.00064168	-0.000780808	-0.000668776	-0.000597527	
8.72296	4.47533	11.6949	10.5986	14.8291	13.8466	14.637	-0.000779153	-0.000801309	-0.000612144	-0.000754763	-0.000733353	-0.00066247	-0.00101853	
8.72676	4.47533	11.6967	10.6017	14.8314	13.8494	14.637	-0.000580696	-0.000984335	-0.000613651	-0.000508566	-0.000947008	-0.000391067	-0.000440946	
8.73055	4.47533	11.6985	10.6048	14.8338	13.8522	14.637	-0.000600997	-0.00049324	-0.000840409	-0.000652541	-0.000531437	-0.000711626	-0.000705193	
